,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,0.011,-0.055,-0.101,-0.05,0.025,-0.27,-0.046,-0.187,0.007,0.033,-0.217,-0.043,0.003,-0.055,-0.116,-0.073,0.008,0.01,-0.245,-0.022,-0.05,-0.067,-0.185,-0.105,-0.137,-0.128,0.076,-0.045,0.053,-0.073,-0.16,-0.034,0.057,-0.116,0.045,-0.063,-0.045,-0.021,-0.016,-0.345,-0.139,-0.201,0.036,0.035,-0.184,-0.063,0.011,-0.083,-0.149,-0.109,-0.005,-0.046,-0.207,-0.047,-0.046,-0.062,-0.211
ctx-lh-lingual,,,,,,,,,,,,,-0.017,0.013,-0.046,0.052,0.123,-0.025,0.1,0.001,0.051,0.176,0.076,0.047,0.105,0.116,0.044,-0.055,-0.035,0.157,-0.029,-0.028,0.123,0.144,0.078,0.08,0.065,-0.027,0.007,-0.091,0.114,-0.013,-0.007,0.134,-0.022,-0.105,-0.014,0.041,0.086,0.035,0.114,0.022,0.098,0.083,0.062,0.197,0.074,0.073,0.089,0.13,0.061,-0.106,0.012,0.127,0.004,0.059,0.08,0.037
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.098,-0.076,0.003,-0.062,0.043,0.011,0.01,-0.126,-0.21,-0.085,-0.021,-0.067,-0.075,-0.035,0.012,-0.106,-0.155,-0.005,-0.077,-0.043,-0.157,-0.006,-0.107,0.076,-0.012,-0.054,-0.017,0.021,-0.059,-0.058,0.032,-0.033,0.024,-0.104,-0.039,-0.013,-0.018,-0.15,0.029,-0.044,-0.02,-0.103,-0.163,-0.123,-0.007,-0.17,-0.028,0.018,-0.006,-0.087,-0.136,0.041,-0.061,-0.079,-0.159
ctx-lh-middletemporal,,,,,,,,,,,,,,,-0.001,0.016,-0.045,0.062,-0.079,0.011,-0.029,-0.116,-0.049,-0.025,-0.021,-0.071,-0.108,0.054,-0.029,-0.106,-0.004,-0.007,-0.111,-0.077,-0.023,-0.081,-0.019,0.086,0.04,0.069,-0.025,-0.074,0.015,0.13,-0.043,0.048,-0.085,-0.138,0.036,-0.014,-0.128,0.005,-0.03,0.019,0.028,-0.058,-0.037,-0.013,-0.1,-0.089,-0.083,0.039,-0.104,-0.061,0.01,0.021,-0.052,-0.11
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,-0.009,0.008,-0.002,0.016,-0.024,-0.083,-0.012,-0.071,-0.019,-0.034,0.044,0.007,-0.044,-0.025,0.006,-0.078,-0.078,0.042,-0.011,0.064,0.001,0.053,-0.006,-0.06,-0.032,0.092,-0.067,0.009,0.071,-0.065,-0.026,-0.094,0.031,-0.121,-0.067,-0.014,-0.008,0.043,-0.019,-0.046,0.028,-0.058,0.007,0.01,0.021,0.009,-0.019,-0.001,-0.007,-0.104,-0.007,0.033,-0.039
ctx-lh-paracentral,,,,,,,,,,,,,,,,,0.029,0.076,0.027,0.129,-0.107,0.073,-0.117,0.054,0.106,0.21,0.015,0.091,-0.063,0.127,0.011,0.026,-0.102,0.037,-0.039,0.183,0.132,0.041,-0.002,0.007,0.193,0.034,0.009,0.123,0.017,0.051,-0.021,0.067,0.003,-0.24,0.199,0.049,0.131,0.133,-0.107,0.115,-0.09,0.052,0.117,0.212,0.079,0.094,-0.083,0.145,0.076,0.006,-0.175,-0.027
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,-0.177,-0.1,0.039,0.162,0.043,0.095,0.095,0.015,-0.09,0.012,0.083,-0.006,-0.059,0.112,-0.052,-0.081,-0.081,-0.067,-0.071,-0.072,0.183,-0.092,0.054,0.044,-0.161,0.089,0.137,-0.256,0.121,-0.062,-0.06,0.008,0.064,-0.165,-0.191,-0.124,0.117,0.233,0.001,0.053,0.09,-0.023,-0.14,-0.047,0.046,-0.042,-0.109,-0.078,-0.044,-0.093,-0.13
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,-0.108,-0.03,0.039,-0.158,-0.012,0.07,0.118,-0.153,0.018,-0.003,0.106,-0.141,-0.099,-0.008,-0.057,-0.064,0.043,-0.063,-0.169,0.149,0.034,0.039,-0.011,-0.08,0.036,0.091,-0.016,0.022,0.092,0.066,0.008,0.043,-0.209,-0.024,-0.089,-0.038,0.114,-0.064,-0.017,0.017,0.025,-0.179,-0.051,-0.016,0.076,-0.119,-0.027,0.044,-0.035,-0.047
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,0.03,0.109,-0.068,0.039,0.031,0.042,-0.056,0.018,0.108,-0.027,-0.071,0.046,-0.052,-0.09,-0.059,-0.047,-0.069,-0.127,0.169,-0.018,0.107,0.017,-0.05,0.067,0.204,-0.158,0.152,-0.02,-0.065,0.089,0.083,-0.098,-0.116,-0.101,0.061,0.167,-0.052,0.045,0.021,-0.011,-0.107,-0.055,0.066,-0.024,-0.065,-0.054,-0.034,-0.09,-0.073
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,0.221,0.1,0.186,-0.004,0.016,0.054,-0.03,0.117,0.031,0.114,-0.039,0.02,0.056,0.146,0.1,0.027,-0.006,0.037,0.022,0.043,0.073,0.042,-0.054,0.165,-0.01,-0.008,-0.04,0.078,0.096,0.129,0.077,-0.012,0.053,-0.113,0.191,0.147,0.21,0.053,-0.036,0.031,0.006,0.053,0.077,0.162,-0.06,0.026,-0.016,0.076
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.136,0.05,0.029,0.021,0.219,0.041,0.044,0.006,0.194,0.043,0.032,-0.037,0.155,0.025,0.314,0.139,0.074,0.066,0.004,0.113,-0.042,-0.086,0.118,0.018,0.061,-0.154,-0.029,-0.072,-0.112,0.28,0.039,0.204,0.257,-0.141,0.173,0.038,0.055,0.05,0.237,0.145,0.02,-0.029,0.2,0.031,0.013,-0.093,0.083
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.138,-0.003,-0.139,0.041,-0.083,0.232,-0.06,0.027,0.027,-0.117,-0.062,-0.039,0.068,-0.047,-0.013,0.223,-0.119,0.024,0.064,-0.139,-0.022,0.148,-0.162,0.182,-0.21,-0.06,-0.087,0.097,0.064,-0.059,0.104,0.103,0.152,-0.066,0.116,0.071,-0.158,0.003,-0.103,0.227,0.004,0.031,-0.025,-0.111,-0.181,-0.112
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,0.048,-0.0,0.141,-0.086,0.074,-0.013,0.161,0.082,0.004,-0.088,0.105,-0.049,0.28,0.031,0.158,0.01,0.01,0.134,-0.056,-0.043,0.124,-0.061,0.063,-0.066,-0.013,-0.105,-0.094,0.225,-0.022,0.118,0.22,0.012,0.173,-0.095,0.092,0.047,0.159,0.025,0.088,-0.062,0.204,0.019,-0.023,-0.121,0.049
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.104,0.063,0.145,-0.038,-0.039,0.026,-0.052,-0.025,0.011,0.081,-0.033,0.087,0.036,-0.042,0.022,0.07,-0.046,0.082,0.151,-0.002,0.046,-0.076,-0.01,-0.063,0.035,-0.001,0.075,0.073,-0.001,0.042,0.047,0.027,-0.014,-0.105,0.042,0.011,0.153,0.043,-0.042,0.042,-0.041,-0.056,-0.077
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.055,0.11,-0.065,-0.088,0.097,-0.095,-0.07,-0.134,0.064,-0.109,0.096,0.107,-0.095,0.043,0.079,-0.042,-0.01,0.126,-0.087,0.12,-0.052,0.029,-0.016,0.026,-0.053,0.053,0.024,0.027,0.045,-0.149,-0.024,0.022,-0.236,0.026,0.062,0.101,-0.063,-0.072,0.041,-0.114,-0.107,-0.132
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,0.128,0.081,-0.024,0.026,-0.089,-0.062,-0.008,0.009,0.006,-0.031,0.178,-0.057,0.034,0.04,-0.074,0.087,0.196,-0.116,0.11,-0.039,-0.021,0.003,0.222,-0.12,-0.107,-0.008,0.074,0.26,0.102,0.172,0.106,0.069,-0.092,0.053,0.111,0.072,-0.023,-0.076,-0.12,-0.037,-0.045
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,-0.046,-0.09,0.142,-0.029,-0.119,-0.086,-0.005,-0.055,-0.044,0.076,0.014,0.007,0.047,-0.027,0.026,0.119,-0.049,0.058,0.043,-0.072,-0.024,-0.001,-0.04,-0.026,-0.034,0.011,0.078,-0.081,-0.061,0.042,-0.052,-0.052,-0.02,0.032,-0.071,-0.079,0.09,-0.053,-0.125,-0.134
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,0.22,-0.017,0.015,0.06,0.098,0.066,0.107,0.044,0.068,0.04,-0.013,0.218,-0.083,0.054,0.062,0.021,-0.013,0.012,0.109,-0.034,0.085,0.13,0.051,0.201,0.129,0.106,0.279,0.151,0.154,0.111,0.142,0.088,-0.035,0.058,0.2,0.009,-0.018,0.027,0.077
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,0.028,0.055,-0.16,0.052,-0.132,0.042,-0.036,0.056,0.044,0.014,0.025,-0.077,-0.075,0.057,0.015,-0.001,-0.157,-0.081,0.025,-0.033,-0.044,0.04,0.002,0.082,-0.005,0.006,-0.077,-0.005,-0.057,0.033,-0.043,0.004,-0.279,0.006,-0.003,0.08,-0.123,-0.044
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,-0.107,-0.035,-0.056,-0.025,0.015,-0.072,0.239,0.032,0.165,0.006,-0.112,0.016,0.235,-0.17,0.17,-0.182,-0.026,0.035,0.113,-0.071,-0.079,0.009,0.166,0.242,0.035,0.181,0.008,-0.042,-0.088,-0.139,0.178,0.022,-0.085,-0.066,-0.072,-0.073,-0.067
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101,0.067,-0.059,0.06,0.005,0.111,0.033,-0.135,-0.055,0.101,-0.112,0.047,-0.001,-0.033,-0.001,-0.01,-0.001,0.024,0.038,0.025,-0.03,-0.012,-0.004,0.044,-0.003,0.049,0.004,0.06,0.028,0.121,-0.01,-0.006,-0.019,-0.049,-0.091,0.074,-0.043
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.016,0.017,-0.017,-0.008,-0.013,0.058,0.047,-0.088,-0.002,-0.06,0.021,0.007,-0.048,-0.112,0.038,-0.027,0.039,-0.128,-0.084,-0.102,0.008,0.05,-0.107,0.016,-0.022,-0.145,-0.122,-0.029,0.041,-0.001,-0.04,-0.116,0.066,-0.011,0.026
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052,-0.064,-0.043,-0.027,0.064,-0.014,0.043,0.051,-0.104,-0.034,0.102,-0.052,0.109,-0.119,-0.018,0.137,-0.153,-0.092,-0.002,-0.012,0.029,-0.022,-0.072,-0.097,-0.005,0.006,-0.024,-0.084,0.02,-0.021,-0.018,0.021,0.088,-0.22,-0.104
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,0.038,-0.051,0.211,-0.026,0.049,0.081,-0.183,0.009,0.107,-0.226,0.129,-0.178,-0.019,-0.053,0.052,-0.123,-0.13,-0.011,0.186,0.191,-0.013,0.078,0.082,-0.079,-0.026,-0.079,0.098,0.087,0.029,-0.075,-0.004,-0.062,-0.132
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.015,0.083,-0.054,0.017,0.075,-0.085,0.056,0.12,-0.106,0.091,-0.057,-0.139,0.041,-0.021,-0.04,-0.019,-0.039,0.133,0.048,0.014,-0.027,0.058,0.058,-0.022,-0.062,0.069,-0.137,0.005,0.013,0.013,0.021,-0.028
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.16,-0.018,-0.035,-0.009,-0.088,-0.043,0.055,-0.135,0.059,-0.079,-0.054,-0.072,0.194,-0.035,-0.119,0.009,0.101,0.307,-0.016,0.241,0.01,-0.082,0.002,-0.095,0.132,0.057,0.079,-0.054,-0.061,-0.052,-0.049
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113,0.001,0.04,0.046,0.015,0.025,0.142,-0.028,0.086,0.079,-0.008,0.013,0.087,-0.093,-0.041,-0.038,-0.005,0.136,0.038,0.049,0.077,0.118,-0.018,-0.007,0.099,-0.019,-0.04,0.133,-0.031,-0.013,-0.067
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.033,0.188,-0.007,-0.012,0.131,0.039,-0.036,-0.017,0.081,0.086,0.014,0.189,0.146,0.191,0.105,0.085,0.266,0.13,0.063,0.011,0.128,0.056,-0.033,0.064,0.227,0.01,0.048,0.069,0.133
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.028,0.096,-0.04,0.042,0.045,0.028,-0.055,0.08,-0.098,0.017,-0.115,0.047,-0.035,0.048,0.064,-0.045,0.021,-0.03,-0.097,-0.008,0.027,0.034,0.061,0.015,-0.093,0.168,0.008,0.024
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.053,-0.031,-0.047,0.089,-0.086,-0.003,0.064,0.033,-0.028,-0.006,0.078,0.103,0.052,0.042,0.029,0.035,0.018,0.059,0.028,0.048,-0.095,0.025,0.095,-0.035,0.093,0.058,0.004
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,0.033,0.161,0.035,0.171,-0.02,-0.028,0.01,0.178,-0.082,0.119,0.079,0.068,0.161,0.1,0.14,0.073,0.033,0.027,0.025,0.283,0.055,0.066,0.092,-0.033,0.063,0.025
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.099,0.044,-0.079,0.013,-0.03,0.008,-0.006,-0.016,-0.209,-0.036,-0.042,0.025,0.01,-0.128,-0.052,-0.037,0.065,-0.042,0.006,-0.082,-0.02,-0.141,-0.066,0.003,-0.085,-0.137
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,-0.01,0.013,-0.158,-0.036,0.028,-0.021,-0.029,0.025,0.073,-0.071,-0.079,-0.007,-0.08,0.06,-0.094,-0.008,-0.008,0.042,-0.02,0.008,0.045,0.026,-0.074,-0.057
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,0.166,0.024,0.106,0.081,0.08,0.096,0.177,0.184,0.202,0.143,0.169,0.174,0.142,0.107,0.18,0.136,-0.013,0.014,0.151,0.052,-0.004,0.117,0.061
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,-0.064,0.023,-0.013,0.005,-0.259,-0.077,-0.15,0.005,0.023,-0.131,-0.045,0.021,-0.043,-0.065,-0.05,0.043,0.003,-0.112,-0.039,0.003,-0.037,-0.171
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.095,0.114,0.031,0.115,0.081,0.16,0.019,0.073,0.188,0.08,0.066,0.13,0.106,0.072,-0.075,0.033,0.154,0.045,0.047,0.077,0.045
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,-0.055,-0.04,-0.121,0.06,-0.052,-0.06,-0.162,-0.198,-0.103,-0.087,-0.153,0.011,0.059,0.025,-0.145,-0.136,-0.017,-0.117,-0.09,-0.205
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.033,-0.121,0.099,-0.039,0.064,0.026,-0.044,-0.063,-0.016,-0.007,-0.044,-0.11,0.109,-0.052,-0.007,0.035,0.062,0.028,-0.064
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029,-0.023,0.043,0.049,0.081,-0.033,-0.093,-0.076,-0.018,-0.01,0.005,-0.065,-0.009,0.064,0.0,-0.036,-0.019,0.012,-0.04
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,0.034,0.109,0.162,-0.116,0.098,-0.109,0.024,0.058,0.206,0.061,0.061,-0.073,0.121,0.064,-0.008,-0.207,-0.013
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,-0.079,0.103,0.278,0.037,0.284,0.02,-0.013,-0.157,-0.085,0.133,0.031,0.002,-0.078,-0.107,-0.096,-0.032
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.122,-0.012,0.091,-0.043,-0.012,0.033,0.049,-0.12,-0.06,0.042,0.131,-0.077,0.054,-0.012,0.063,-0.073
ctx-rh-parstriangularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,0.246,0.044,0.168,0.09,0.017,-0.036,-0.055,0.194,0.034,0.04,-0.036,-0.11,-0.064,-0.012
ctx-rh-pericalcarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232,0.164,0.242,0.052,-0.03,0.037,0.02,0.089,0.093,0.194,-0.056,0.047,0.032,0.112
