,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,-0.028,-0.072,-0.001,0.048,0.102,0.069,0.014,0.005,-0.091,0.137,0.039,0.063,0.047,-0.037,0.023,0.124,0.105,0.083,0.012,-0.019,-0.118,0.172,0.165,0.02,0.027,-0.021,0.029,0.043,-0.138,0.011,-0.012,0.081,-0.081,-0.037,-0.069,-0.118,0.002,0.038,0.102,0.161,0.119,0.097,-0.015,0.136,0.115,0.052,0.113,-0.043,0.027,0.024,-0.015,0.148,0.004,0.109,0.017,0.136,0.056
ctx-lh-lingual,,,,,,,,,,,,,-0.148,0.082,0.093,-0.111,0.141,-0.007,0.074,-0.052,-0.186,0.096,-0.034,-0.056,-0.115,0.015,-0.016,-0.143,-0.184,0.0,-0.028,-0.031,-0.265,-0.133,-0.027,-0.099,0.153,-0.103,0.063,0.033,0.258,0.045,-0.009,0.116,0.004,-0.004,-0.087,0.115,-0.011,-0.21,0.027,0.131,0.106,-0.024,-0.209,0.023,-0.059,-0.083,-0.038,0.127,0.024,0.038,-0.194,-0.012,-0.171,-0.054,-0.009,-0.235
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.049,-0.153,0.099,0.178,0.071,-0.032,-0.058,0.063,-0.031,-0.019,-0.082,-0.041,0.087,0.017,0.115,0.08,0.092,-0.059,-0.147,0.093,0.207,0.039,0.215,-0.072,-0.127,0.045,-0.175,-0.231,-0.058,-0.146,-0.265,0.048,-0.064,-0.014,-0.075,-0.142,0.096,0.236,0.112,0.242,0.004,0.053,0.061,-0.025,0.0,0.009,0.267,0.024,0.015,0.119,0.137,0.015,-0.056,0.04,0.084
ctx-lh-middletemporal,,,,,,,,,,,,,,,-0.025,0.002,0.011,-0.046,-0.027,0.221,-0.131,-0.066,-0.055,-0.168,-0.163,0.112,-0.081,0.041,0.06,0.045,0.07,0.026,0.097,-0.04,-0.234,-0.047,-0.077,0.103,0.062,-0.016,-0.042,-0.069,-0.013,0.144,-0.058,0.19,-0.106,-0.112,0.002,-0.082,0.055,-0.065,0.038,0.153,-0.011,0.002,0.027,-0.218,-0.289,0.052,-0.174,0.132,0.022,0.104,-0.057,-0.057,0.003,0.097
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,0.067,-0.03,0.075,-0.106,0.007,-0.035,-0.142,-0.068,-0.175,-0.203,-0.057,-0.294,-0.058,0.003,-0.108,-0.078,0.237,-0.117,-0.092,-0.015,-0.094,-0.33,0.114,0.135,0.158,-0.204,0.115,-0.117,0.327,-0.04,0.156,-0.061,-0.078,-0.025,-0.069,-0.12,0.053,0.021,0.178,0.045,-0.165,-0.007,-0.234,-0.234,-0.122,-0.284,0.083,-0.051,-0.003,-0.076,-0.015,-0.008,-0.037
ctx-lh-paracentral,,,,,,,,,,,,,,,,,-0.025,0.121,0.083,-0.15,-0.135,0.125,-0.111,0.223,0.07,0.061,0.013,-0.097,-0.064,0.015,-0.055,-0.027,-0.18,-0.026,0.092,-0.029,0.062,-0.197,0.019,-0.131,0.088,0.17,0.12,-0.15,0.201,-0.213,0.076,0.001,0.104,-0.113,0.093,0.038,-0.132,-0.121,-0.125,0.05,-0.192,0.248,0.096,0.05,0.065,-0.173,-0.02,-0.064,0.065,0.043,0.005,-0.057
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,0.107,0.049,0.1,0.187,0.227,0.077,0.16,0.171,0.099,-0.062,-0.01,0.039,0.034,-0.04,-0.028,0.087,0.092,-0.017,0.104,0.118,-0.023,-0.164,-0.04,-0.051,0.007,0.204,-0.108,0.122,-0.056,0.219,0.037,-0.144,0.022,0.224,0.139,0.059,0.055,0.033,0.219,0.016,0.222,0.204,0.188,0.089,-0.126,-0.016,0.126,0.059,-0.079,-0.132,0.069
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,0.053,-0.016,0.033,0.068,-0.008,-0.096,0.061,0.049,-0.03,0.032,0.168,-0.033,0.027,-0.094,0.233,0.228,-0.105,0.123,-0.096,0.041,0.007,-0.026,-0.078,0.084,0.015,0.102,0.174,0.015,-0.015,0.078,0.089,0.035,0.241,0.122,0.258,0.069,0.066,0.207,0.049,0.014,0.043,0.092,-0.037,0.158,0.215,0.115,0.154,0.044,0.139,0.216
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,0.135,-0.012,0.257,-0.083,0.351,0.035,0.047,-0.026,0.043,-0.1,-0.017,0.118,-0.014,-0.018,0.096,-0.198,0.074,0.161,0.05,-0.06,0.029,0.038,-0.027,0.22,-0.009,-0.02,0.074,0.02,0.112,0.029,-0.098,0.177,0.247,0.12,0.124,-0.036,0.205,-0.001,0.29,0.063,0.16,0.079,0.141,0.005,0.215,0.138,-0.002,-0.096,-0.055
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,-0.159,0.18,-0.075,0.035,-0.039,-0.004,0.146,-0.289,-0.031,0.102,-0.064,0.125,-0.094,-0.061,-0.089,0.001,0.191,-0.191,0.062,-0.015,0.181,-0.001,-0.064,-0.017,-0.009,0.011,-0.098,0.046,0.054,-0.173,-0.023,0.125,0.086,-0.131,-0.122,0.064,-0.043,-0.062,0.045,0.085,0.12,-0.111,-0.061,-0.029,-0.057,0.014,0.061,-0.111
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.314,-0.012,0.072,-0.003,0.096,0.106,-0.097,-0.222,0.314,-0.105,-0.176,-0.233,-0.019,-0.03,-0.068,0.208,-0.191,0.099,-0.148,0.025,0.124,0.009,-0.266,0.071,-0.334,0.026,0.064,0.075,-0.155,0.252,0.143,0.06,-0.212,-0.157,0.203,-0.083,0.125,0.269,0.235,0.268,-0.138,-0.12,0.094,-0.016,0.116,-0.014,0.013
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.347,0.051,-0.006,0.021,0.155,0.213,0.118,0.135,-0.096,-0.119,0.125,0.007,0.042,-0.043,0.205,0.176,-0.065,0.072,0.137,0.078,0.035,-0.04,0.053,-0.006,-0.006,-0.014,-0.04,0.23,0.13,0.11,0.019,0.154,0.253,-0.084,0.231,0.123,-0.096,0.017,0.164,0.126,0.079,0.152,-0.09,-0.067,0.114,-0.049
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,0.176,0.023,0.047,0.036,-0.182,-0.118,0.211,-0.122,-0.111,-0.031,-0.007,-0.064,-0.093,0.119,-0.125,0.138,-0.019,0.064,0.16,0.138,-0.141,0.039,-0.145,-0.014,0.119,-0.01,-0.153,0.019,0.119,0.009,-0.134,-0.131,0.284,-0.137,0.105,0.133,0.134,0.193,-0.119,-0.043,0.119,-0.059,0.035,0.066,0.044
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.017,0.083,0.086,-0.025,0.234,-0.117,0.059,-0.012,0.223,0.01,0.005,0.026,0.04,-0.019,0.044,0.118,-0.106,-0.245,-0.071,0.018,-0.018,-0.092,-0.118,0.02,0.223,0.158,0.081,0.184,0.22,0.158,0.077,0.166,-0.134,-0.001,0.133,0.135,0.154,0.03,0.206,-0.11,-0.024,-0.121,-0.012
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,0.115,0.048,-0.12,0.018,0.04,-0.198,0.075,0.081,-0.04,0.205,0.119,-0.105,-0.037,-0.168,-0.112,-0.151,-0.068,-0.209,0.072,-0.199,-0.117,-0.118,-0.107,0.048,0.215,0.142,0.368,-0.102,0.081,0.033,0.09,0.097,-0.076,0.383,0.14,-0.09,-0.12,0.087,0.057,0.034,-0.182,0.085
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.087,0.218,-0.021,0.052,0.064,0.096,0.117,0.05,-0.008,-0.001,0.124,0.043,0.095,-0.066,0.102,0.087,-0.102,0.183,-0.087,0.089,0.035,-0.046,0.15,0.17,0.1,0.192,-0.013,0.163,0.062,0.112,0.075,0.114,0.105,0.077,0.098,0.117,0.178,0.119,0.125,-0.096,0.119
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163,0.106,0.081,-0.032,-0.058,0.125,0.164,0.012,0.02,0.098,0.054,0.107,0.002,0.012,0.105,0.082,-0.132,0.2,-0.084,0.038,0.041,-0.025,0.13,0.145,0.079,0.144,0.021,0.074,0.268,0.1,0.171,0.18,0.16,0.055,0.026,0.105,0.166,0.062,0.06,-0.015,0.077
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065,0.133,-0.05,0.068,-0.161,-0.145,-0.033,-0.103,0.057,0.012,0.103,0.01,0.127,0.08,-0.131,-0.108,0.092,-0.199,0.006,0.193,-0.027,-0.21,-0.066,0.052,-0.061,-0.199,-0.146,-0.021,-0.137,-0.017,0.095,0.07,0.176,-0.093,0.035,-0.05,-0.082,0.138,0.176,-0.092
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,0.021,0.094,-0.075,-0.152,-0.26,-0.098,0.061,-0.157,0.137,-0.091,0.043,0.054,0.045,-0.088,0.098,-0.043,-0.002,-0.005,-0.005,-0.129,-0.024,0.086,0.145,-0.038,-0.058,0.026,-0.075,-0.088,-0.165,0.134,0.052,-0.024,-0.066,0.091,-0.028,0.046,-0.062,-0.073
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065,-0.095,-0.073,-0.094,0.084,-0.077,0.099,0.24,-0.014,0.046,0.005,-0.033,0.167,-0.041,-0.09,0.014,0.075,0.016,0.03,0.071,-0.066,-0.09,-0.121,0.108,0.182,-0.029,0.059,0.225,0.017,-0.03,0.126,0.069,0.099,0.033,-0.029,-0.07,0.122,0.001
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,0.048,0.009,-0.167,0.086,0.03,-0.19,0.058,-0.139,-0.041,-0.119,-0.22,-0.217,0.002,-0.141,-0.016,-0.301,-0.193,-0.013,0.224,0.147,0.092,-0.072,-0.189,-0.042,-0.146,-0.087,-0.013,0.127,0.032,-0.138,-0.167,-0.146,-0.176,0.018,-0.187,0.064
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123,-0.023,0.141,-0.056,-0.018,0.045,-0.018,-0.145,0.035,-0.044,0.01,-0.007,-0.126,0.065,-0.071,-0.01,0.065,0.016,-0.045,-0.102,0.091,0.041,0.041,-0.158,-0.096,0.025,-0.256,0.068,-0.04,0.004,-0.082,-0.014,0.08,0.021,-0.022,-0.2
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.142,-0.139,-0.076,0.04,-0.228,0.115,-0.092,0.098,-0.023,-0.016,-0.082,0.129,-0.11,0.115,-0.006,-0.07,-0.166,-0.138,0.163,0.082,-0.142,-0.143,0.052,-0.095,-0.068,0.092,0.043,0.056,-0.095,-0.079,-0.024,-0.044,0.063,0.012,-0.051
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,-0.053,0.142,-0.179,-0.166,-0.196,0.049,-0.032,0.051,-0.205,0.193,-0.22,0.314,0.122,-0.052,-0.093,-0.021,0.229,0.155,-0.103,-0.052,-0.098,-0.12,0.081,0.186,0.244,0.235,-0.258,0.018,-0.179,0.016,0.028,-0.133,-0.199
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.089,-0.078,-0.121,-0.114,0.118,0.079,0.137,0.004,-0.013,-0.071,0.071,0.146,0.044,0.047,-0.058,-0.198,0.049,-0.12,-0.027,-0.168,-0.087,-0.072,-0.062,0.052,-0.044,0.047,-0.063,-0.078,0.105,-0.187,0.064,-0.001,-0.195
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.063,-0.042,-0.027,0.045,0.16,0.15,0.038,0.138,-0.105,0.226,0.068,-0.008,-0.052,-0.149,0.164,0.06,0.011,-0.045,-0.031,-0.102,-0.042,0.097,0.127,0.133,-0.196,-0.121,-0.217,0.219,-0.054,-0.116,-0.096
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122,-0.015,0.161,-0.157,0.093,-0.021,0.108,0.031,0.204,-0.128,0.003,-0.064,0.181,0.124,-0.131,-0.155,0.123,0.105,0.267,0.211,-0.001,0.099,-0.154,-0.048,0.109,-0.01,0.166,0.063,0.038,0.132,0.068
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,-0.057,0.244,0.117,-0.029,-0.087,0.05,-0.083,-0.04,0.183,-0.033,-0.176,0.015,0.248,-0.001,-0.09,-0.241,0.116,-0.214,0.048,0.011,0.171,0.111,0.033,-0.161,-0.001,-0.239,0.058,-0.053,-0.059
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.249,-0.075,-0.196,0.163,0.099,-0.051,0.115,0.14,-0.15,-0.065,0.148,-0.077,-0.115,-0.102,0.298,0.067,-0.032,0.092,0.025,-0.167,0.002,0.01,0.018,-0.152,-0.009,0.087,-0.048,-0.065,-0.107
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,-0.17,0.125,-0.02,-0.179,0.095,-0.086,-0.121,-0.001,-0.064,0.029,-0.122,-0.116,0.04,-0.103,-0.009,-0.015,0.044,-0.132,0.15,0.058,-0.065,-0.215,0.003,-0.201,-0.122,-0.124,-0.318
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.072,0.002,0.182,-0.153,0.267,-0.125,-0.046,-0.07,0.153,-0.045,-0.062,-0.108,0.287,0.085,0.1,0.057,0.036,-0.07,-0.198,-0.056,0.089,0.062,0.156,-0.019,-0.037,0.081,0.023
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,0.042,-0.144,0.024,0.037,-0.013,0.068,0.21,0.007,-0.092,-0.102,0.031,0.044,0.027,0.158,-0.023,-0.058,0.151,0.161,-0.054,0.003,-0.085,-0.007,-0.055,0.089,-0.095
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,-0.012,0.079,-0.184,-0.068,-0.039,0.09,0.13,0.226,0.261,0.102,0.118,0.107,0.108,-0.229,0.035,0.146,0.115,-0.044,0.051,0.077,-0.13,0.029,-0.089,0.103
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.089,0.004,-0.206,0.046,0.156,-0.183,0.024,0.119,-0.168,-0.065,-0.266,-0.017,-0.193,-0.017,0.002,-0.069,-0.071,-0.159,-0.161,-0.16,-0.26,0.017,-0.03,-0.117
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,0.022,-0.078,0.003,0.169,0.201,-0.009,0.133,0.122,0.147,0.087,0.121,0.066,-0.032,0.114,0.091,0.025,0.024,-0.017,0.163,-0.06,0.093,0.052
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.117,0.119,0.042,-0.236,-0.067,0.055,-0.04,-0.112,-0.244,-0.075,-0.179,-0.085,-0.045,-0.023,-0.01,-0.057,-0.131,-0.113,-0.297,0.015,0.061,-0.169
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.072,-0.086,0.076,0.299,0.084,0.224,0.019,0.088,0.027,0.013,-0.034,0.001,0.192,0.038,-0.058,0.155,0.17,-0.039,-0.057,0.122,0.156
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,0.076,0.056,-0.093,-0.057,0.055,0.022,-0.045,0.059,-0.042,-0.041,0.058,0.02,0.051,-0.005,0.091,-0.071,-0.07,0.033,-0.015
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073,-0.153,0.081,0.03,0.064,-0.054,-0.029,-0.043,-0.079,-0.114,-0.039,-0.024,-0.102,0.002,-0.001,-0.059,-0.001,0.062,-0.256
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019,0.049,-0.009,-0.139,-0.149,0.184,-0.196,0.193,0.083,0.114,0.112,-0.122,-0.055,-0.028,0.032,0.09,0.069,-0.006
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232,-0.106,0.007,-0.037,-0.002,0.026,0.114,0.148,0.056,0.038,-0.114,-0.041,-0.137,0.194,0.003,-0.064,-0.081
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103,0.253,0.153,0.122,0.068,0.255,0.052,-0.028,-0.04,-0.007,0.056,-0.006,0.201,-0.073,-0.07,0.218
ctx-rh-parstriangularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.026,0.014,-0.048,0.211,0.178,-0.026,0.025,-0.151,-0.014,-0.052,0.123,0.041,-0.142,0.052
