,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,-0.169,-0.137,-0.101,-0.176,0.022,-0.009,-0.032,-0.111,-0.085,-0.033,-0.111,-0.021,-0.229,-0.063,0.083,-0.107,-0.015,-0.042,-0.035,-0.148,-0.085,-0.113,-0.014,-0.067,-0.094,-0.004,-0.082,-0.023,-0.138,-0.104,-0.065,-0.162,-0.132,0.025,-0.171,-0.096,-0.073,-0.151,-0.051,-0.022,-0.05,-0.04,-0.093,0.001,-0.132,-0.035,-0.186,-0.038,0.074,-0.077,-0.026,-0.041,-0.064,-0.183,-0.123,-0.05,-0.032
ctx-lh-lingual,,,,,,,,,,,,,-0.12,-0.101,-0.075,-0.058,-0.161,-0.117,-0.135,0.111,-0.026,-0.064,-0.085,-0.107,-0.018,-0.055,-0.053,-0.028,-0.118,-0.058,-0.025,-0.171,-0.055,-0.102,-0.191,-0.064,-0.065,0.014,-0.139,-0.167,-0.087,-0.126,-0.101,-0.008,-0.103,-0.046,-0.054,-0.121,-0.065,-0.092,-0.084,-0.066,-0.101,0.112,-0.049,-0.069,-0.054,-0.085,0.005,-0.067,-0.05,-0.047,-0.151,-0.085,-0.078,-0.169,-0.068,-0.081
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.056,0.024,-0.134,-0.047,0.023,-0.064,-0.102,-0.13,-0.104,-0.178,-0.083,-0.101,0.086,-0.153,-0.055,-0.109,-0.096,-0.133,-0.062,-0.105,-0.107,-0.119,-0.171,0.058,-0.095,-0.052,-0.107,0.047,-0.011,0.016,-0.086,-0.018,-0.122,-0.051,-0.018,-0.032,-0.214,-0.107,0.055,-0.072,-0.103,-0.177,-0.09,-0.19,-0.057,-0.094,0.072,-0.083,-0.103,-0.076,-0.151,-0.119,-0.05,-0.111,-0.169
ctx-lh-middletemporal,,,,,,,,,,,,,,,-0.129,0.027,-0.003,-0.003,-0.024,-0.014,-0.029,-0.016,-0.066,-0.088,-0.055,0.107,-0.038,0.018,-0.049,-0.032,-0.064,-0.083,-0.11,-0.056,-0.035,-0.113,0.006,-0.031,-0.043,-0.081,-0.044,-0.053,-0.102,-0.023,0.022,-0.101,-0.12,-0.061,-0.129,-0.084,-0.032,0.073,-0.004,0.006,-0.071,-0.027,-0.045,-0.096,-0.058,0.1,-0.061,-0.035,-0.075,-0.104,-0.087,0.004,-0.099,-0.068
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,-0.066,-0.181,-0.079,-0.162,-0.055,-0.058,-0.148,-0.166,0.001,0.022,-0.11,-0.145,-0.099,-0.118,-0.212,-0.033,-0.113,-0.101,-0.181,-0.13,-0.185,-0.096,-0.063,-0.13,-0.1,-0.053,-0.135,0.098,-0.028,-0.123,-0.112,0.021,-0.119,-0.007,-0.108,-0.197,-0.062,-0.157,-0.025,-0.095,-0.112,-0.182,-0.011,-0.018,-0.045,-0.079,-0.108,-0.131,-0.205,-0.033,-0.119,-0.1,-0.183
ctx-lh-paracentral,,,,,,,,,,,,,,,,,0.079,0.031,0.012,0.056,-0.135,0.128,-0.027,-0.02,0.027,0.099,0.013,-0.018,-0.029,0.164,-0.031,0.012,0.017,0.135,-0.086,0.192,-0.025,-0.124,-0.028,-0.076,-0.068,-0.069,-0.086,-0.092,0.034,-0.086,-0.125,-0.057,-0.038,-0.192,0.081,0.014,0.057,0.067,-0.162,0.1,-0.04,-0.036,0.062,0.08,0.039,-0.038,-0.087,0.12,-0.052,0.01,0.069,0.128
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,0.087,0.027,-0.07,0.058,-0.011,0.008,-0.085,-0.018,-0.002,-0.013,-0.026,-0.015,-0.019,-0.024,-0.035,-0.098,-0.066,0.024,-0.148,-0.009,-0.139,-0.096,-0.144,-0.062,-0.063,-0.065,-0.051,0.035,-0.154,-0.009,0.006,-0.183,0.033,-0.06,0.059,0.043,-0.062,0.048,-0.08,-0.006,-0.11,-0.0,-0.036,-0.01,-0.036,-0.003,-0.119,-0.048,-0.065,-0.008,-0.113
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,-0.006,-0.016,0.01,0.038,0.02,-0.071,0.048,0.083,0.025,-0.023,0.037,0.007,-0.063,-0.034,-0.066,0.024,0.006,-0.024,-0.01,0.012,0.033,-0.05,-0.047,-0.008,-0.0,-0.071,0.033,-0.084,-0.041,0.018,-0.104,-0.036,-0.034,0.061,0.05,-0.011,0.039,-0.008,0.03,-0.078,0.008,0.031,-0.015,-0.022,0.049,-0.037,-0.181,-0.063,-0.012,-0.002
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,-0.017,0.038,-0.017,-0.024,-0.142,-0.015,-0.053,-0.022,-0.009,-0.014,-0.071,-0.045,-0.019,-0.059,-0.036,0.055,-0.089,-0.04,-0.059,-0.012,-0.089,-0.077,-0.059,-0.075,-0.004,-0.012,-0.105,-0.037,-0.025,-0.187,-0.033,-0.008,0.064,0.048,-0.003,0.014,-0.054,0.014,-0.133,0.004,-0.039,-0.018,-0.003,-0.016,-0.092,-0.079,0.001,-0.031,-0.065
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,0.121,-0.071,0.07,-0.108,-0.06,-0.032,0.004,0.118,0.009,0.0,-0.016,-0.092,0.017,-0.048,-0.083,-0.087,-0.043,0.108,-0.124,-0.021,-0.082,-0.014,-0.126,0.068,-0.054,0.081,-0.047,-0.03,-0.029,0.018,-0.025,-0.007,-0.021,-0.1,0.094,-0.095,0.062,-0.11,-0.054,-0.093,-0.018,0.078,-0.009,-0.036,-0.098,-0.085,-0.028,-0.039
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.04,0.06,-0.041,-0.053,0.07,-0.032,-0.018,-0.062,0.087,-0.085,-0.115,0.009,0.064,-0.118,0.071,-0.034,-0.097,-0.104,-0.099,-0.089,-0.112,-0.112,-0.061,0.007,-0.059,-0.117,-0.128,-0.061,-0.144,0.07,0.037,0.041,0.127,-0.125,0.016,0.052,-0.049,-0.013,0.075,-0.003,-0.053,-0.082,0.015,-0.112,-0.047,0.02,0.048
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.002,-0.171,-0.078,0.036,-0.032,0.035,0.022,-0.053,-0.095,-0.048,-0.042,-0.132,0.028,-0.122,-0.032,-0.009,-0.091,-0.054,-0.054,-0.058,-0.202,-0.035,-0.023,-0.043,-0.104,-0.018,-0.085,0.052,-0.04,0.082,-0.015,-0.062,0.041,-0.158,0.023,-0.181,-0.091,0.038,-0.049,0.01,0.031,-0.035,-0.193,-0.127,-0.007,-0.066
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,-0.083,-0.064,0.027,-0.077,-0.017,-0.085,0.024,-0.096,-0.098,-0.062,0.014,-0.125,0.075,-0.057,-0.115,-0.139,-0.134,-0.138,-0.114,-0.176,-0.032,0.005,-0.103,-0.134,-0.097,-0.145,-0.08,0.062,0.018,0.027,0.06,-0.041,-0.009,0.013,-0.101,-0.018,0.012,-0.036,-0.018,-0.084,0.011,-0.113,-0.078,0.02,0.004
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,-0.023,-0.081,-0.035,-0.06,-0.139,-0.046,-0.052,-0.056,-0.136,0.001,-0.092,-0.009,-0.074,-0.069,-0.09,0.043,-0.079,0.013,-0.046,-0.047,-0.097,-0.013,-0.056,0.027,-0.08,-0.1,0.033,-0.068,-0.086,-0.036,-0.055,-0.076,0.054,-0.039,0.076,-0.011,-0.038,-0.043,-0.102,-0.068,-0.124,-0.071,-0.122
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.121,-0.035,0.004,-0.027,-0.027,-0.112,-0.042,-0.036,-0.062,-0.004,-0.028,0.049,-0.011,-0.036,-0.005,0.023,0.018,-0.1,-0.019,0.072,-0.006,-0.059,-0.012,-0.003,-0.046,-0.028,0.127,-0.021,-0.073,-0.06,0.003,-0.052,-0.081,-0.072,0.123,0.028,-0.025,0.018,-0.043,0.0,0.02,-0.068,-0.078
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164,0.002,0.074,0.003,-0.05,0.01,-0.008,0.013,0.005,-0.036,-0.02,0.032,-0.01,-0.087,-0.041,-0.061,-0.014,-0.032,0.085,-0.031,0.058,0.065,-0.105,0.038,-0.107,0.057,-0.038,-0.037,0.121,-0.006,0.053,-0.059,0.093,0.047,0.075,0.027,0.074,-0.109,-0.085,-0.068,0.03,-0.032
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014,-0.078,-0.028,-0.088,-0.036,-0.089,-0.092,-0.072,-0.056,0.003,-0.019,-0.07,-0.148,-0.089,-0.122,-0.113,-0.047,0.009,-0.076,-0.125,-0.056,-0.158,-0.107,-0.062,0.087,-0.03,-0.002,-0.02,-0.024,-0.043,-0.11,-0.008,0.098,0.017,-0.04,-0.047,-0.106,-0.1,-0.06,-0.084,-0.098
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,-0.007,-0.016,-0.035,0.029,-0.01,-0.01,0.014,-0.016,-0.018,-0.115,-0.057,-0.012,-0.056,-0.025,-0.03,-0.01,-0.047,-0.039,0.031,-0.032,-0.031,0.006,0.017,0.024,0.097,0.007,0.029,0.022,-0.02,0.03,0.011,0.019,0.056,-0.018,0.002,-0.015,-0.096,0.077,-0.002
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,-0.075,-0.148,-0.07,-0.061,-0.174,-0.082,-0.033,-0.117,-0.084,-0.169,-0.099,-0.111,-0.124,-0.079,0.017,-0.135,-0.129,-0.149,-0.152,-0.117,-0.008,0.041,0.01,0.02,-0.054,-0.027,-0.051,-0.073,-0.018,0.039,-0.092,-0.053,-0.174,-0.119,-0.113,-0.061,-0.008,-0.074
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023,-0.082,-0.009,-0.054,0.007,-0.098,0.01,-0.052,-0.069,-0.085,-0.061,-0.088,-0.117,-0.032,0.016,-0.063,-0.115,0.0,-0.158,0.081,-0.007,0.064,0.031,0.005,0.106,-0.097,0.056,-0.124,-0.039,0.048,-0.019,0.032,0.025,-0.072,-0.13,-0.113,0.046,-0.016
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.067,-0.151,-0.109,-0.015,-0.114,-0.012,0.071,0.023,-0.052,-0.024,-0.043,-0.082,-0.079,-0.091,-0.028,-0.147,-0.069,-0.005,-0.055,-0.056,-0.04,-0.041,-0.007,-0.078,-0.071,-0.081,-0.061,-0.129,-0.041,-0.114,-0.025,-0.082,-0.023,-0.134,-0.094,-0.107,-0.116
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148,-0.097,-0.115,-0.106,0.045,-0.095,-0.105,-0.138,-0.031,-0.075,-0.039,-0.103,-0.066,-0.182,-0.055,-0.091,-0.172,-0.02,-0.048,-0.048,-0.054,-0.073,-0.097,-0.085,-0.12,-0.054,-0.063,0.012,-0.046,-0.037,-0.191,-0.111,-0.084,-0.138,-0.095,-0.099
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.101,-0.079,-0.035,-0.03,-0.095,-0.094,-0.06,-0.092,-0.13,-0.089,-0.068,-0.071,-0.083,-0.112,-0.071,0.011,-0.026,0.005,-0.03,0.022,0.001,-0.083,-0.022,-0.056,-0.059,-0.026,-0.073,0.046,-0.072,-0.034,-0.13,-0.051,-0.07,-0.063
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.071,-0.1,-0.062,-0.169,-0.069,-0.082,-0.105,-0.06,-0.203,-0.059,0.005,-0.145,-0.071,-0.064,-0.146,0.098,-0.035,-0.009,-0.026,-0.099,0.086,-0.157,0.04,-0.135,-0.068,-0.024,-0.074,0.004,-0.02,-0.032,-0.107,-0.038,-0.003,-0.037
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.164,0.002,-0.164,-0.127,-0.185,0.023,-0.102,-0.084,-0.063,-0.005,-0.193,-0.067,-0.002,-0.186,-0.134,-0.005,0.045,0.045,-0.051,-0.1,-0.041,-0.091,-0.026,-0.039,-0.001,-0.052,-0.018,-0.205,-0.086,-0.024,-0.041,-0.074,-0.111
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.119,-0.076,-0.085,-0.1,-0.166,-0.129,-0.19,-0.105,-0.082,-0.074,-0.103,-0.139,-0.116,0.142,-0.144,-0.092,-0.116,-0.096,0.07,-0.124,0.022,-0.142,-0.032,-0.087,-0.068,0.018,-0.061,-0.115,-0.087,-0.065,-0.01,-0.119
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032,-0.066,-0.114,-0.034,-0.107,0.027,-0.034,-0.04,-0.079,0.04,-0.038,-0.113,-0.068,-0.091,-0.046,-0.035,-0.037,0.001,-0.025,-0.038,-0.058,0.027,-0.024,-0.037,-0.009,-0.03,-0.092,-0.002,-0.045,-0.018,-0.085
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,-0.105,-0.029,-0.056,-0.041,0.042,-0.067,-0.015,-0.027,-0.063,-0.023,-0.121,-0.12,-0.003,-0.11,0.136,-0.094,-0.0,-0.094,-0.052,0.009,-0.003,-0.022,-0.064,-0.174,-0.106,-0.025,-0.111,-0.066,-0.125
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.139,-0.078,-0.076,-0.132,-0.094,-0.099,-0.135,-0.094,-0.072,-0.118,-0.03,-0.138,-0.042,-0.065,-0.115,-0.045,-0.109,-0.121,-0.093,-0.086,-0.019,-0.066,-0.121,-0.113,-0.09,-0.045,0.056,-0.057,-0.114
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.092,-0.115,-0.088,0.057,-0.085,-0.17,-0.094,-0.104,-0.085,-0.097,-0.119,-0.06,-0.116,-0.003,-0.075,-0.03,-0.13,-0.092,-0.021,-0.099,-0.125,-0.079,-0.184,-0.125,-0.096,-0.13,-0.069,-0.113
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.104,0.086,-0.027,-0.045,-0.093,0.013,-0.047,-0.025,-0.109,-0.158,-0.018,-0.101,-0.068,-0.039,-0.053,-0.111,-0.059,-0.041,-0.023,-0.154,-0.019,-0.07,-0.138,-0.009,-0.076,-0.094,-0.119
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.083,-0.095,-0.041,-0.141,-0.065,-0.053,-0.091,-0.059,-0.129,-0.052,-0.073,0.007,-0.045,-0.06,-0.095,-0.113,-0.033,-0.085,-0.132,-0.073,-0.091,-0.166,-0.103,-0.098,-0.016,-0.089
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.044,-0.04,-0.102,0.025,-0.094,0.076,-0.17,-0.137,0.066,-0.087,-0.067,-0.118,-0.151,-0.166,-0.025,-0.108,0.036,-0.087,-0.086,-0.141,-0.139,-0.019,-0.087,-0.17,-0.207
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.074,0.038,-0.082,-0.036,-0.017,-0.123,-0.026,-0.047,-0.008,0.101,-0.026,-0.021,-0.014,-0.057,-0.026,-0.084,-0.04,-0.037,-0.072,-0.085,-0.081,-0.083,-0.029,-0.084
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.092,-0.003,-0.023,-0.083,-0.018,-0.034,-0.117,-0.057,-0.057,0.054,-0.052,-0.009,-0.057,-0.013,0.017,-0.068,-0.005,-0.002,-0.069,-0.114,-0.064,-0.017,-0.006
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.058,-0.1,-0.115,-0.121,-0.091,-0.064,-0.103,0.12,-0.068,-0.042,-0.067,-0.087,0.002,-0.056,-0.066,-0.076,-0.167,-0.092,-0.115,-0.176,-0.08,-0.113
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.063,-0.017,-0.201,-0.054,0.035,-0.051,-0.016,-0.15,-0.076,-0.135,-0.028,-0.088,0.057,-0.12,-0.088,-0.085,-0.119,-0.116,-0.066,-0.103,-0.114
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,-0.143,-0.044,0.017,-0.068,-0.006,-0.069,-0.049,-0.081,-0.091,-0.047,0.015,-0.16,0.007,-0.085,-0.077,-0.121,-0.088,-0.088,-0.083
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.081,-0.158,-0.068,-0.161,-0.01,-0.084,-0.038,-0.132,0.054,-0.019,-0.066,-0.123,-0.022,-0.182,-0.138,0.02,-0.114,-0.087,-0.144
