,ctx-lh-LH_region_1,ctx-lh-LH_region_2,ctx-lh-LH_region_3,ctx-lh-LH_region_4,ctx-lh-LH_region_5,ctx-lh-LH_region_6,ctx-lh-LH_region_7,ctx-lh-LH_region_8,ctx-lh-LH_region_9,ctx-lh-LH_region_10,ctx-lh-LH_region_11,ctx-lh-LH_region_12,ctx-lh-LH_region_13,ctx-lh-LH_region_14,ctx-lh-LH_region_15,ctx-lh-LH_region_16,ctx-lh-LH_region_17,ctx-lh-LH_region_18,ctx-lh-LH_region_19,ctx-lh-LH_region_20,ctx-lh-LH_region_21,ctx-lh-LH_region_22,ctx-lh-LH_region_23,ctx-lh-LH_region_24,ctx-lh-LH_region_25,ctx-lh-LH_region_26,ctx-lh-LH_region_27,ctx-lh-LH_region_28,ctx-lh-LH_region_29,ctx-lh-LH_region_30,ctx-lh-LH_region_31,ctx-lh-LH_region_32,ctx-lh-LH_region_33,ctx-lh-LH_region_34,ctx-lh-LH_region_35,ctx-lh-LH_region_36,ctx-lh-LH_region_37,ctx-lh-LH_region_38,ctx-lh-LH_region_39,ctx-lh-LH_region_40,ctx-lh-LH_region_41,ctx-lh-LH_region_42,ctx-lh-LH_region_43,ctx-lh-LH_region_44,ctx-lh-LH_region_45,ctx-lh-LH_region_46,ctx-lh-LH_region_47,ctx-lh-LH_region_48,ctx-lh-LH_region_49,ctx-lh-LH_region_50,ctx-lh-LH_region_51,ctx-lh-LH_region_52,ctx-lh-LH_region_53,ctx-lh-LH_region_54,ctx-lh-LH_region_55,ctx-lh-LH_region_56,ctx-lh-LH_region_57,ctx-lh-LH_region_58,ctx-lh-LH_region_59,ctx-lh-LH_region_60,ctx-lh-LH_region_61,ctx-lh-LH_region_62,ctx-lh-LH_region_63,ctx-lh-LH_region_64,ctx-lh-LH_region_65,ctx-rh-RH_region_1,ctx-rh-RH_region_2,ctx-rh-RH_region_3,ctx-rh-RH_region_4,ctx-rh-RH_region_5,ctx-rh-RH_region_6,ctx-rh-RH_region_7,ctx-rh-RH_region_8,ctx-rh-RH_region_9,ctx-rh-RH_region_10,ctx-rh-RH_region_11,ctx-rh-RH_region_12,ctx-rh-RH_region_13,ctx-rh-RH_region_14,ctx-rh-RH_region_15,ctx-rh-RH_region_16,ctx-rh-RH_region_17,ctx-rh-RH_region_18,ctx-rh-RH_region_19,ctx-rh-RH_region_20,ctx-rh-RH_region_21,ctx-rh-RH_region_22,ctx-rh-RH_region_23,ctx-rh-RH_region_24,ctx-rh-RH_region_25,ctx-rh-RH_region_26,ctx-rh-RH_region_27,ctx-rh-RH_region_28,ctx-rh-RH_region_29,ctx-rh-RH_region_30,ctx-rh-RH_region_31,ctx-rh-RH_region_32,ctx-rh-RH_region_33,ctx-rh-RH_region_34,ctx-rh-RH_region_35,ctx-rh-RH_region_36,ctx-rh-RH_region_37,ctx-rh-RH_region_38,ctx-rh-RH_region_39,ctx-rh-RH_region_40,ctx-rh-RH_region_41,ctx-rh-RH_region_42,ctx-rh-RH_region_43,ctx-rh-RH_region_44,ctx-rh-RH_region_45,ctx-rh-RH_region_46,ctx-rh-RH_region_47,ctx-rh-RH_region_48,ctx-rh-RH_region_49,ctx-rh-RH_region_50,ctx-rh-RH_region_51,ctx-rh-RH_region_52,ctx-rh-RH_region_53,ctx-rh-RH_region_54,ctx-rh-RH_region_55,ctx-rh-RH_region_56,ctx-rh-RH_region_57,ctx-rh-RH_region_58,ctx-rh-RH_region_59,ctx-rh-RH_region_60,ctx-rh-RH_region_61,ctx-rh-RH_region_62,ctx-rh-RH_region_63,ctx-rh-RH_region_64,ctx-rh-RH_region_65
ctx-lh-LH_region_20,,,,,,,,,,,,,,,,,,,,,0.054,-0.032,0.06,0.032,0.013,-0.069,0.058,0.038,-0.034,-0.022,0.076,-0.021,0.031,0.047,0.038,0.12,0.015,0.033,0.005,-0.046,-0.076,-0.068,0.002,-0.039,0.007,-0.065,-0.052,0.094,-0.136,-0.008,0.053,0.01,-0.089,-0.132,-0.051,0.041,0.009,0.107,0.028,0.001,-0.062,-0.083,0.062,-0.101,-0.037,-0.094,0.007,-0.07,-0.028,-0.094,-0.012,-0.056,-0.016,-0.162,-0.006,-0.048,0.048,0.029,-0.035,0.093,0.068,-0.005,0.097,0.038,-0.015,-0.086,0.026,0.005,-0.01,-0.02,0.03,0.023,0.043,0.028,0.143,-0.014,0.003,-0.014,-0.058,-0.067,-0.062,-0.056,-0.051,-0.008,0.065,0.024,0.061,0.067,-0.169,-0.007,-0.002,-0.1,-0.113,0.012,-0.075,-0.074,0.027,0.072,-0.05,0.051,0.009,0.01,-0.024,-0.057,-0.023,0.051,-0.028,0.002,0.029,-0.037
ctx-lh-LH_region_21,,,,,,,,,,,,,,,,,,,,,,-0.002,0.071,0.093,0.102,-0.052,0.081,0.124,0.041,-0.037,0.034,0.003,-0.043,0.076,0.082,0.067,-0.042,-0.046,-0.012,-0.077,0.036,0.015,0.042,0.083,0.061,0.058,0.016,0.035,-0.13,-0.023,-0.01,-0.077,0.011,-0.056,0.009,-0.008,-0.023,-0.039,-0.068,0.019,0.104,0.026,0.11,-0.056,0.008,-0.018,0.044,-0.025,0.038,-0.13,0.034,-0.076,0.008,-0.107,-0.004,-0.089,0.027,0.047,-0.075,0.027,-0.043,-0.04,0.134,0.025,0.065,-0.049,0.102,0.077,0.143,-0.021,-0.006,0.026,0.035,0.038,0.035,0.028,-0.054,-0.042,-0.058,-0.108,0.047,0.021,0.027,0.053,0.106,0.011,0.138,-0.017,-0.119,-0.023,-0.062,-0.123,-0.049,-0.001,0.004,-0.095,0.045,-0.003,-0.036,-0.036,-0.035,-0.04,-0.118,-0.024,0.057,0.063,0.045,-0.051,-0.032,-0.083
ctx-lh-LH_region_22,,,,,,,,,,,,,,,,,,,,,,,0.023,-0.05,-0.033,-0.093,-0.058,0.033,-0.005,-0.017,-0.05,0.068,0.055,0.085,0.124,-0.075,0.058,0.029,-0.004,0.021,-0.034,0.1,-0.075,0.035,-0.009,-0.062,-0.043,-0.036,-0.109,-0.009,0.067,0.066,-0.052,0.09,0.013,-0.021,-0.081,0.026,-0.004,0.041,0.002,0.119,0.008,-0.018,-0.053,-0.123,0.073,-0.103,-0.045,-0.075,-0.037,0.005,-0.044,0.099,-0.034,-0.01,0.027,-0.014,0.015,-0.046,-0.06,0.017,0.022,0.075,-0.027,-0.042,0.012,-0.06,-0.056,0.018,0.082,0.052,0.049,0.111,0.028,-0.014,0.042,0.035,0.011,0.003,0.072,0.06,-0.009,0.022,-0.029,-0.002,0.025,-0.037,-0.133,0.039,0.04,-0.154,0.072,0.067,-0.016,-0.007,-0.069,-0.03,-0.009,-0.07,0.057,0.064,0.03,-0.033,-0.054,0.018,0.096,0.022,-0.009,-0.017
ctx-lh-LH_region_23,,,,,,,,,,,,,,,,,,,,,,,,-0.033,0.075,-0.112,-0.001,-0.047,-0.053,-0.129,-0.002,-0.027,0.049,-0.081,-0.032,-0.036,0.051,-0.016,-0.013,0.011,0.031,0.044,-0.028,0.006,0.048,-0.1,-0.086,-0.008,-0.065,-0.039,-0.062,-0.061,0.114,-0.002,-0.105,-0.004,0.025,0.122,0.154,-0.019,-0.078,-0.046,-0.121,0.009,0.055,-0.108,-0.032,0.104,0.024,-0.001,-0.022,0.043,0.01,-0.036,-0.0,0.051,0.051,0.012,0.031,0.028,-0.029,0.001,0.058,-0.106,0.095,-0.035,0.029,-0.061,-0.072,0.026,-0.027,0.024,-0.099,-0.05,0.004,-0.016,0.025,-0.043,-0.078,-0.073,0.048,0.034,0.006,0.051,-0.033,-0.066,0.013,-0.118,-0.059,0.025,-0.072,-0.02,0.002,0.005,0.06,0.102,-0.019,-0.001,0.02,0.025,0.061,0.075,0.015,-0.061,-0.081,-0.091,-0.027,-0.026,-0.014,-0.042
ctx-lh-LH_region_24,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,-0.039,0.003,-0.021,-0.019,-0.032,-0.043,0.04,0.095,-0.006,0.107,-0.017,0.079,0.01,0.041,0.021,-0.044,0.105,0.067,-0.099,0.019,-0.13,-0.077,0.004,-0.119,-0.04,-0.052,-0.104,-0.076,-0.003,-0.034,-0.021,-0.057,0.124,0.115,0.032,0.006,0.038,-0.071,-0.01,-0.061,-0.031,-0.002,-0.006,0.046,-0.064,-0.011,-0.027,-0.035,-0.01,-0.01,0.035,0.022,-0.009,0.066,0.037,0.003,0.061,0.099,-0.094,0.059,0.027,0.043,-0.012,-0.027,-0.014,0.064,0.092,0.009,0.044,0.033,-0.036,-0.019,-0.002,-0.006,-0.003,0.068,0.06,0.004,-0.023,-0.045,-0.028,0.021,-0.102,-0.049,-0.009,-0.073,-0.109,0.008,0.077,-0.027,-0.029,-0.022,-0.06,-0.027,-0.024,0.038,0.019,0.013,-0.033,-0.093,-0.025,-0.001,-0.135,0.062,-0.036
ctx-lh-LH_region_25,,,,,,,,,,,,,,,,,,,,,,,,,,-0.186,-0.0,-0.04,-0.103,-0.087,0.002,0.037,0.016,0.042,0.118,0.068,0.079,0.009,-0.003,-0.058,-0.068,-0.025,-0.137,-0.055,0.0,-0.0,0.004,0.086,-0.163,0.161,0.094,0.113,-0.02,-0.081,-0.03,0.03,0.0,0.057,0.034,0.05,-0.011,0.116,0.017,-0.062,-0.1,-0.219,0.033,-0.146,-0.08,-0.015,-0.046,-0.059,-0.163,-0.137,-0.017,-0.009,0.002,-0.015,-0.018,-0.002,0.015,-0.009,0.063,0.022,-0.097,-0.13,0.017,-0.104,-0.073,0.06,0.104,0.116,0.075,0.152,0.063,-0.091,0.022,-0.014,-0.085,-0.086,-0.013,-0.036,-0.101,0.006,0.027,0.007,0.031,0.105,-0.142,0.112,0.132,-0.091,-0.124,0.058,0.064,-0.081,-0.03,-0.045,-0.011,-0.001,0.025,0.11,0.069,0.005,-0.038,-0.005,-0.015,-0.059,-0.005,-0.024
ctx-lh-LH_region_26,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,-0.039,-0.087,0.086,-0.072,0.001,-0.068,-0.091,-0.003,-0.07,-0.011,0.08,0.101,-0.042,-0.0,-0.037,-0.115,-0.115,-0.093,0.014,0.053,0.011,0.013,-0.062,-0.023,0.038,-0.091,-0.06,-0.052,-0.09,-0.08,-0.001,-0.032,-0.048,0.004,0.027,0.029,0.093,-0.14,-0.032,-0.068,-0.02,0.017,-0.063,-0.026,-0.096,-0.093,0.062,0.069,0.022,0.002,-0.151,0.114,-0.108,0.024,-0.075,-0.074,-0.002,-0.147,-0.029,0.037,-0.144,-0.036,0.004,-0.005,0.014,0.017,-0.008,-0.017,-0.09,0.019,0.133,0.11,0.02,-0.074,-0.053,-0.117,-0.057,-0.019,-0.203,-0.036,-0.025,0.038,-0.086,-0.015,-0.109,-0.089,0.006,0.016,-0.005,-0.057,-0.055,-0.06,-0.038,-0.067,0.157,-0.075,0.048,-0.022,-0.137,0.015,0.014,0.009,0.045
ctx-lh-LH_region_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,-0.005,0.068,0.074,0.1,0.091,-0.004,0.106,0.016,0.037,0.052,0.023,0.101,0.016,-0.017,-0.051,-0.077,0.027,-0.018,0.076,0.05,0.013,-0.062,0.014,-0.053,-0.045,0.041,0.075,-0.032,-0.025,0.001,-0.003,0.016,0.023,-0.004,-0.043,0.052,0.003,-0.007,-0.048,0.003,0.032,-0.031,-0.024,-0.012,0.004,0.009,-0.024,0.068,0.058,0.105,-0.02,0.05,0.12,0.099,-0.001,-0.128,-0.012,-0.086,0.057,0.032,-0.009,-0.025,0.034,-0.0,-0.065,0.026,0.076,-0.005,-0.046,0.035,0.058,0.04,-0.044,-0.048,-0.094,-0.005,-0.014,0.011,0.115,0.009,0.03,-0.03,-0.019,-0.019,0.017,0.002,-0.018,0.045,0.081,0.048,0.04,0.083,0.005,0.139,0.009,-0.07,0.069,0.03,0.007,0.02,0.054,0.075
ctx-lh-LH_region_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,-0.031,0.004,0.055,0.072,-0.027,0.033,0.045,0.033,0.028,-0.014,0.049,-0.042,0.002,-0.037,-0.072,-0.036,0.005,-0.0,0.067,-0.106,0.024,-0.001,-0.043,-0.061,-0.091,0.011,0.025,-0.011,0.073,0.114,-0.054,0.035,0.021,0.022,0.008,-0.027,-0.014,0.04,0.056,-0.065,-0.068,-0.093,-0.13,-0.091,-0.038,0.07,0.079,0.064,-0.065,0.095,0.097,0.048,-0.048,0.009,-0.02,0.001,0.034,0.057,-0.002,-0.068,0.038,0.038,0.048,-0.031,0.033,0.107,0.028,0.059,0.034,0.039,-0.014,0.03,0.003,-0.003,-0.076,-0.01,0.055,0.05,0.023,-0.045,-0.035,-0.052,-0.038,-0.049,0.018,0.025,-0.012,-0.191,0.011,-0.058,0.017,-0.019,0.076,0.003,0.016,-0.049,0.022,0.067,-0.058,0.057,-0.002
ctx-lh-LH_region_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016,0.046,-0.01,-0.016,-0.1,0.013,-0.0,0.057,0.043,0.023,-0.092,-0.029,-0.066,-0.028,-0.023,0.043,-0.012,0.033,0.058,-0.088,-0.091,0.031,-0.043,-0.064,-0.099,0.045,0.04,0.005,0.059,0.1,-0.034,0.045,0.041,-0.019,-0.026,-0.093,0.081,-0.103,-0.049,0.013,-0.074,-0.055,-0.022,0.011,-0.031,0.018,0.068,0.028,0.076,0.046,0.096,0.195,-0.045,0.031,0.005,-0.057,-0.022,0.024,0.015,-0.044,0.006,-0.005,0.007,0.023,0.033,0.059,0.04,0.015,0.011,0.035,0.019,-0.051,-0.024,0.004,-0.035,-0.026,0.043,0.011,0.004,-0.033,-0.041,-0.011,-0.041,-0.038,0.008,0.063,-0.01,0.03,0.0,0.084,0.097,-0.011,0.044,-0.067,0.06,0.114,0.054,0.077,-0.074,0.129,-0.032
ctx-lh-LH_region_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007,-0.132,-0.014,-0.045,-0.109,-0.003,-0.007,0.024,0.091,-0.091,0.04,-0.062,0.031,-0.047,-0.059,-0.01,-0.029,-0.073,-0.067,0.078,-0.005,0.035,-0.01,-0.11,-0.042,0.087,-0.005,0.128,0.02,-0.025,0.013,0.009,-0.041,0.001,-0.053,0.021,-0.015,-0.007,0.115,-0.018,-0.056,-0.03,0.022,-0.059,-0.014,0.084,0.076,0.015,0.174,0.077,0.115,0.008,-0.021,-0.092,-0.053,0.021,0.072,0.005,-0.065,0.106,-0.123,-0.011,-0.078,-0.079,-0.02,-0.098,-0.046,-0.008,-0.005,-0.052,-0.1,-0.134,-0.034,-0.073,-0.014,-0.016,0.05,0.024,-0.021,0.069,0.046,0.043,-0.097,0.081,0.12,0.122,-0.028,-0.034,0.1,0.039,0.081,0.107,0.005,-0.108,-0.011,-0.08,-0.09,-0.022,0.047,-0.021
ctx-lh-LH_region_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.102,0.005,0.015,-0.033,-0.004,0.027,0.094,0.033,-0.014,-0.002,0.018,-0.05,0.026,0.02,0.07,0.003,0.001,-0.014,0.043,-0.09,-0.06,-0.061,-0.026,-0.012,-0.08,0.024,0.095,-0.053,-0.094,-0.026,0.039,0.029,0.044,0.004,-0.067,0.024,0.055,-0.066,-0.013,-0.011,-0.018,-0.011,0.063,0.046,0.041,-0.025,0.119,0.043,0.111,-0.031,-0.048,-0.071,-0.023,-0.044,0.091,-0.079,-0.025,-0.042,0.029,0.1,-0.083,-0.058,0.066,-0.052,0.005,0.022,0.058,0.001,-0.024,-0.055,-0.064,-0.037,0.029,-0.102,-0.009,-0.041,-0.009,-0.032,-0.025,0.011,-0.039,0.006,0.056,-0.016,-0.079,-0.038,0.034,0.002,-0.045,0.141,-0.007,-0.041,-0.086,0.078,0.001,0.046,0.086,0.072
ctx-lh-LH_region_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.046,0.094,-0.079,0.176,-0.028,0.03,-0.079,-0.025,-0.125,0.019,-0.015,0.029,-0.04,0.063,-0.021,0.078,-0.107,-0.115,0.062,0.031,-0.062,-0.005,-0.054,-0.063,0.01,-0.043,-0.112,-0.034,-0.045,-0.024,0.118,-0.125,-0.039,0.031,0.009,-0.046,-0.01,-0.089,-0.026,-0.064,0.01,0.096,-0.053,-0.043,0.011,0.046,-0.01,0.099,-0.029,0.032,0.048,0.041,-0.023,-0.054,0.084,0.005,0.035,0.062,0.005,-0.0,0.139,0.008,0.089,0.04,0.059,0.014,0.028,-0.013,0.006,-0.054,-0.008,-0.014,0.098,0.088,-0.034,0.165,-0.125,-0.069,0.043,-0.014,-0.023,0.014,-0.021,0.053,0.017,0.108,-0.064,-0.022,-0.051,0.044,-0.126,0.063,0.028,-0.007,0.119,0.089,-0.095,-0.045
ctx-lh-LH_region_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.023,0.115,-0.051,-0.065,-0.078,-0.091,-0.072,0.009,-0.044,-0.012,-0.063,0.114,0.063,0.123,-0.124,-0.045,-0.064,0.017,-0.001,-0.028,0.074,0.061,0.113,0.072,-0.053,0.116,0.015,0.018,0.109,-0.057,0.015,-0.022,0.076,-0.014,0.002,-0.099,0.014,-0.062,-0.011,-0.093,-0.037,-0.019,0.043,0.054,-0.044,0.135,-0.007,0.087,0.125,0.005,-0.02,-0.042,0.099,0.055,0.036,0.066,-0.034,0.091,-0.011,0.014,0.01,0.038,-0.029,-0.123,-0.064,-0.083,0.037,-0.01,-0.026,-0.064,0.073,0.047,0.056,0.074,-0.114,-0.005,-0.016,0.016,0.003,0.044,-0.032,0.018,0.056,0.092,0.031,0.044,0.036,-0.001,-0.04,-0.021,0.06,0.05,-0.002,0.089,-0.017,-0.022
ctx-lh-LH_region_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118,0.107,0.03,0.013,-0.001,0.058,-0.1,0.15,-0.043,0.026,-0.102,0.006,-0.04,-0.006,-0.067,-0.132,-0.037,-0.044,-0.06,0.163,0.023,-0.124,0.034,-0.107,-0.039,0.004,0.015,0.054,0.105,0.006,-0.044,-0.019,-0.032,-0.058,-0.033,-0.156,-0.095,-0.134,-0.028,0.212,-0.002,0.073,0.095,0.006,0.049,0.053,0.015,0.001,0.066,-0.019,0.005,-0.053,0.065,0.063,-0.002,0.013,0.073,0.026,0.042,0.121,0.035,0.033,0.108,0.021,0.108,0.054,0.124,0.062,-0.019,-0.049,-0.023,0.016,0.02,0.028,-0.062,-0.046,-0.05,-0.09,0.111,0.07,0.021,0.158,-0.057,0.053,-0.092,0.006,-0.018,0.035,-0.064,0.027,0.029,0.067,0.158,0.105,-0.052,-0.036
ctx-lh-LH_region_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,-0.071,0.024,-0.005,0.008,-0.053,0.12,0.048,0.087,-0.031,-0.024,0.039,0.013,-0.125,-0.162,-0.044,-0.088,-0.06,0.051,-0.041,-0.054,0.051,-0.055,-0.085,-0.055,-0.027,-0.024,0.063,-0.062,0.045,0.076,0.088,-0.049,0.013,-0.16,-0.045,-0.087,0.002,0.15,-0.066,0.018,0.018,0.007,0.068,0.067,-0.077,0.04,0.091,0.06,0.058,-0.031,0.131,0.068,0.072,0.096,-0.089,-0.056,0.048,0.034,-0.029,0.05,0.015,0.031,0.092,0.08,0.076,0.022,0.06,-0.007,-0.012,0.081,0.015,0.002,-0.107,-0.09,-0.059,-0.057,0.043,-0.004,-0.11,0.071,-0.01,0.11,-0.085,-0.033,-0.022,0.029,-0.117,0.018,0.033,0.061,0.137,0.111,-0.005,-0.069
ctx-lh-LH_region_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.001,-0.002,0.112,-0.075,0.143,-0.011,0.072,-0.05,0.11,0.098,-0.018,-0.056,-0.095,0.048,0.018,-0.007,0.175,0.147,-0.105,0.048,-0.168,-0.07,0.05,0.005,0.1,0.095,-0.035,0.018,0.072,-0.012,-0.017,-0.073,-0.061,-0.016,-0.112,-0.013,0.275,-0.036,-0.058,-0.038,0.048,0.02,-0.051,-0.058,0.056,-0.061,0.014,0.05,-0.104,-0.012,0.084,0.033,-0.018,0.117,0.027,0.011,0.061,-0.041,0.063,0.132,0.051,0.021,0.13,0.109,0.096,-0.017,-0.01,0.026,0.067,-0.042,0.043,-0.058,0.012,0.009,0.052,0.16,0.079,0.0,0.06,0.002,-0.036,-0.113,-0.047,-0.106,-0.06,-0.034,0.061,0.008,0.064,0.061,0.08,-0.066,0.032
ctx-lh-LH_region_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015,-0.056,-0.024,-0.049,-0.02,0.052,0.129,0.031,0.024,-0.054,0.03,-0.047,0.009,-0.026,0.028,-0.026,-0.032,-0.017,-0.057,-0.019,-0.115,-0.103,-0.026,0.101,-0.104,0.054,-0.109,0.029,0.053,-0.1,0.042,0.027,0.065,0.036,0.014,0.068,0.013,-0.033,-0.083,-0.046,0.069,-0.065,-0.036,-0.03,0.019,0.009,-0.019,0.057,-0.044,-0.019,0.038,0.057,0.007,-0.057,-0.086,0.027,-0.093,0.024,0.048,0.017,0.018,-0.018,-0.022,-0.001,-0.056,0.025,0.056,0.03,0.033,0.044,0.084,-0.039,0.057,0.02,0.051,-0.036,-0.019,-0.032,0.104,0.024,0.029,-0.021,-0.057,-0.072,-0.056,-0.022,-0.008,0.023,0.035,-0.006,0.027,-0.036,0.014
ctx-lh-LH_region_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049,-0.017,-0.002,-0.063,0.078,0.057,-0.03,0.101,0.008,-0.058,-0.013,0.04,-0.066,0.076,-0.048,0.016,0.082,-0.011,-0.025,-0.138,-0.117,0.004,0.123,0.001,0.032,-0.044,0.014,0.067,-0.083,0.088,0.008,0.03,-0.012,0.001,0.076,0.04,-0.036,-0.004,-0.019,0.034,-0.074,-0.004,0.011,0.001,-0.005,0.026,0.081,0.051,-0.031,0.097,0.03,0.008,0.02,-0.097,0.045,0.018,-0.021,0.034,-0.025,0.039,0.005,0.034,0.006,0.052,0.015,0.033,0.072,0.05,0.022,0.03,-0.037,0.041,0.036,-0.065,0.049,0.008,0.018,0.086,0.042,-0.007,0.031,-0.058,-0.003,-0.069,0.01,0.044,0.033,0.027,-0.032,0.02,-0.076,-0.056
ctx-lh-LH_region_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.048,-0.054,0.079,0.054,-0.029,0.057,-0.048,-0.047,0.045,-0.029,-0.119,0.06,0.023,-0.048,0.086,-0.017,0.038,0.002,-0.076,-0.022,0.09,-0.005,0.057,-0.069,-0.017,0.026,-0.104,0.047,-0.021,0.035,0.032,0.056,0.028,-0.037,-0.031,0.001,-0.001,0.003,-0.069,0.056,0.017,-0.029,0.033,-0.04,-0.013,0.049,0.021,0.059,0.038,0.126,-0.028,-0.087,-0.023,-0.027,-0.035,-0.03,-0.07,-0.021,-0.016,-0.051,-0.007,-0.014,0.008,-0.038,0.042,0.042,0.02,0.079,0.027,0.026,0.007,0.041,-0.054,-0.033,-0.081,0.126,-0.006,0.042,0.047,0.005,0.015,-0.034,0.001,-0.025,0.019,-0.031,0.016,0.103,-0.014,-0.033
ctx-lh-LH_region_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,-0.028,-0.02,-0.029,-0.002,-0.057,-0.027,0.072,-0.031,-0.0,-0.014,0.09,-0.07,-0.056,-0.014,-0.021,-0.016,-0.068,-0.053,-0.025,0.018,0.008,0.052,-0.032,-0.037,0.04,-0.005,-0.05,0.053,-0.046,-0.048,-0.058,-0.091,-0.022,-0.069,-0.004,0.061,0.038,-0.055,0.033,0.029,0.018,0.032,-0.001,-0.088,-0.06,0.057,0.031,0.053,0.025,0.052,-0.135,0.125,0.063,0.056,-0.043,0.064,0.021,-0.039,0.073,-0.034,-0.105,0.046,-0.056,0.054,-0.003,-0.041,0.078,-0.044,0.014,0.068,-0.07,-0.112,-0.024,0.057,-0.006,0.044,0.022,-0.027,-0.0,0.022,-0.091,0.019,0.061,-0.004,0.03,0.014,0.029,-0.025,-0.023
ctx-lh-LH_region_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.198,-0.014,0.032,0.012,-0.005,-0.054,-0.061,0.184,0.023,-0.031,0.042,0.075,-0.166,-0.021,0.018,-0.025,-0.017,-0.101,-0.073,0.021,-0.029,0.047,0.038,-0.132,-0.047,0.06,0.012,-0.057,0.063,0.016,0.024,-0.031,-0.085,0.06,0.057,0.074,0.017,-0.013,0.028,-0.012,0.06,-0.026,0.116,-0.031,-0.038,0.015,0.021,0.01,0.085,-0.023,0.009,0.03,-0.01,-0.02,-0.09,0.007,0.005,0.027,-0.026,-0.052,-0.072,-0.057,0.027,0.056,-0.015,0.062,0.059,0.162,0.067,0.005,-0.035,-0.105,0.017,-0.161,0.006,0.06,0.023,0.03,0.007,0.02,-0.012,0.086,-0.022,-0.058,-0.057,0.04,0.096,0.056,0.022
ctx-lh-LH_region_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004,0.003,0.043,0.026,0.081,0.04,-0.031,-0.0,0.019,0.065,-0.036,-0.132,0.056,0.027,0.078,0.015,0.006,0.055,0.07,0.022,0.096,-0.073,-0.094,-0.025,-0.046,-0.011,-0.067,-0.031,-0.085,-0.046,-0.066,-0.185,-0.008,-0.054,0.053,0.016,-0.158,0.023,0.105,0.003,0.08,0.081,-0.084,-0.032,0.057,0.032,0.031,0.042,0.048,0.093,0.127,0.152,0.05,0.001,0.021,-0.111,-0.174,-0.021,-0.059,-0.159,-0.009,-0.089,0.065,-0.02,-0.008,0.095,-0.021,0.011,0.05,0.005,-0.121,-0.049,-0.013,-0.029,0.027,0.022,-0.021,0.036,0.058,-0.066,0.072,0.065,0.018,0.12,0.076,0.128,-0.009,-0.002
ctx-lh-LH_region_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.003,-0.021,0.029,0.052,-0.1,0.054,-0.054,0.011,-0.036,-0.083,-0.019,0.025,-0.031,0.155,0.086,0.04,-0.024,0.039,0.02,0.015,-0.089,0.006,-0.013,-0.029,0.062,-0.09,-0.025,-0.097,-0.07,-0.026,-0.071,0.053,0.056,-0.026,0.101,-0.018,0.094,-0.046,0.007,-0.089,-0.12,-0.055,0.065,-0.124,-0.008,0.077,0.007,0.043,-0.025,0.034,0.013,-0.048,-0.024,0.038,0.004,0.016,-0.072,-0.05,-0.121,-0.059,-0.031,-0.023,0.008,-0.052,-0.065,0.022,0.003,-0.036,-0.091,0.013,0.04,0.025,-0.006,-0.031,0.009,0.026,0.019,0.088,-0.025,0.053,-0.038,-0.107,-0.055,-0.057,0.027,-0.014
ctx-lh-LH_region_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,-0.071,-0.028,-0.017,0.048,0.017,0.043,0.157,-0.055,0.012,-0.021,-0.039,-0.108,-0.079,0.0,0.089,0.078,0.15,0.047,0.005,-0.106,-0.209,-0.006,0.055,-0.007,-0.039,-0.072,-0.067,-0.103,-0.075,0.067,0.162,0.189,0.004,0.077,0.016,0.039,-0.035,-0.043,0.059,-0.009,-0.069,-0.067,-0.057,-0.09,0.066,0.085,0.081,0.08,0.119,0.088,-0.038,0.137,0.033,-0.006,-0.038,-0.05,-0.002,-0.111,-0.073,0.074,-0.017,-0.004,0.108,0.02,0.053,0.114,-0.05,-0.059,0.005,0.112,0.048,-0.065,-0.061,-0.008,0.001,-0.012,0.042,0.063,0.019,-0.02,-0.056,0.063,0.042,-0.078,0.037
