,ctx-lh-prefrontal,ctx-lh-frontal,ctx-lh-inter_precentral,ctx-lh-precentral,ctx-lh-postcentral,ctx-lh-inter_postcentral,ctx-lh-parietal,ctx-lh-visuopsychic,ctx-lh-visuosensory,ctx-lh-temporal,ctx-lh-audiopsychic,ctx-lh-audiosensory,ctx-lh-olfactory,ctx-lh-limbicA,ctx-lh-limbicB,ctx-lh-limbicC,ctx-lh-insula,ctx-rh-prefrontal,ctx-rh-frontal,ctx-rh-inter_precentral,ctx-rh-precentral,ctx-rh-postcentral,ctx-rh-inter_postcentral,ctx-rh-parietal,ctx-rh-visuopsychic,ctx-rh-visuosensory,ctx-rh-temporal,ctx-rh-audiopsychic,ctx-rh-audiosensory,ctx-rh-olfactory,ctx-rh-limbicA,ctx-rh-limbicB,ctx-rh-limbicC,ctx-rh-insula
ctx-lh-audiopsychic,,,,,,,,,,,,-0.044,0.002,-0.104,-0.123,-0.033,-0.024,-0.076,0.039,-0.06,-0.123,-0.178,-0.139,-0.082,-0.164,-0.069,-0.2,-0.309,-0.081,-0.077,-0.051,0.012,-0.088,-0.005
ctx-lh-audiosensory,,,,,,,,,,,,,-0.061,-0.073,-0.033,-0.078,-0.086,-0.057,-0.04,-0.041,0.005,-0.06,-0.018,0.041,-0.046,-0.073,-0.075,-0.076,-0.219,-0.091,-0.112,-0.052,-0.065,-0.029
ctx-lh-olfactory,,,,,,,,,,,,,,-0.093,0.122,-0.116,-0.005,0.025,0.094,-0.097,-0.05,-0.033,-0.023,-0.211,-0.128,-0.083,-0.079,-0.064,-0.045,0.017,-0.031,0.038,-0.09,-0.175
ctx-lh-limbicA,,,,,,,,,,,,,,,-0.02,0.034,-0.146,0.032,-0.024,-0.101,-0.129,-0.139,-0.167,-0.152,-0.04,-0.097,-0.082,-0.098,-0.121,-0.151,0.025,0.084,-0.089,-0.148
ctx-lh-limbicB,,,,,,,,,,,,,,,,-0.045,-0.15,-0.117,-0.154,-0.102,-0.062,-0.085,-0.088,-0.128,-0.007,-0.014,-0.119,-0.056,-0.021,-0.083,-0.108,-0.083,-0.074,-0.133
ctx-lh-limbicC,,,,,,,,,,,,,,,,,-0.12,0.064,0.073,-0.079,-0.113,-0.115,-0.13,-0.159,-0.051,-0.119,0.016,-0.025,-0.114,-0.067,0.065,0.124,-0.063,-0.151
ctx-lh-insula,,,,,,,,,,,,,,,,,,-0.05,-0.027,-0.1,0.057,0.018,0.122,0.038,-0.056,-0.109,-0.103,0.015,-0.03,-0.05,-0.112,-0.129,-0.112,0.009
ctx-rh-prefrontal,,,,,,,,,,,,,,,,,,,0.084,0.026,-0.042,-0.036,-0.001,0.051,0.066,0.036,-0.024,-0.078,-0.091,-0.08,0.07,-0.052,0.066,-0.025
ctx-rh-frontal,,,,,,,,,,,,,,,,,,,,0.023,0.041,0.004,0.081,0.239,0.128,0.1,0.106,0.005,-0.141,0.03,0.011,-0.117,0.084,-0.022
ctx-rh-inter_precentral,,,,,,,,,,,,,,,,,,,,,0.042,-0.011,0.068,0.074,-0.033,-0.003,-0.05,0.021,0.004,-0.035,-0.055,-0.031,-0.098,0.047
ctx-rh-precentral,,,,,,,,,,,,,,,,,,,,,,-0.071,-0.108,-0.06,-0.19,-0.032,-0.077,-0.082,0.087,-0.057,-0.078,-0.016,-0.156,0.088
ctx-rh-postcentral,,,,,,,,,,,,,,,,,,,,,,,-0.156,-0.13,-0.252,-0.079,-0.109,-0.156,0.007,-0.063,-0.098,-0.013,-0.138,0.022
ctx-rh-inter_postcentral,,,,,,,,,,,,,,,,,,,,,,,,-0.057,-0.185,0.012,-0.055,-0.13,0.031,-0.099,-0.022,0.081,-0.152,0.133
ctx-rh-parietal,,,,,,,,,,,,,,,,,,,,,,,,,-0.093,-0.048,-0.041,-0.092,-0.041,-0.181,-0.004,0.097,-0.179,0.098
ctx-rh-visuopsychic,,,,,,,,,,,,,,,,,,,,,,,,,,0.114,-0.067,-0.182,-0.094,-0.135,0.073,0.197,-0.049,-0.002
ctx-rh-visuosensory,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042,-0.094,-0.111,-0.086,-0.033,0.097,-0.06,-0.04
ctx-rh-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.212,-0.129,-0.091,-0.01,0.003,-0.042,-0.048
ctx-rh-audiopsychic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.061,-0.082,-0.025,0.028,-0.131,0.057
ctx-rh-audiosensory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.086,-0.126,-0.047,-0.139,-0.013
ctx-rh-olfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.108,-0.03,-0.081,-0.077
ctx-rh-limbicA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,-0.0,-0.135
ctx-rh-limbicB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,-0.133
ctx-rh-limbicC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.138
ctx-rh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
