,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,0.035,-0.083,0.002,-0.038,-0.043,-0.008,-0.071,-0.001,0.012,0.011,-0.03,0.012,-0.059,0.001,0.067,0.012,0.061,-0.002,-0.048,-0.012,0.064,0.01,0.054,-0.031,-0.005,0.043,0.087,-0.001,0.095,0.021,0.043,-0.101,0.097,0.099,0.006,0.063,0.012,0.037,-0.056,-0.026,0.008,-0.025,0.048,-0.048,-0.038,-0.008,-0.05,0.011,0.065,0.017,0.041,-0.001,-0.028,-0.036,-0.009,-0.066,0.044
ctx-lh-lingual,,,,,,,,,,,,,-0.018,-0.107,-0.142,-0.033,-0.033,-0.033,-0.048,-0.08,-0.061,0.006,-0.07,-0.112,0.024,-0.001,-0.037,-0.025,-0.027,-0.002,0.036,-0.095,0.01,-0.023,-0.078,-0.001,-0.005,-0.101,0.05,-0.006,0.059,-0.019,-0.06,0.027,0.086,-0.09,0.019,-0.033,-0.045,-0.016,-0.039,-0.039,-0.029,-0.072,-0.051,0.059,-0.051,-0.079,0.059,0.044,-0.005,-0.036,-0.017,0.007,0.006,0.061,-0.027,-0.003
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.028,-0.048,-0.073,-0.076,-0.088,-0.047,-0.037,-0.124,0.0,-0.082,0.007,-0.014,-0.032,-0.022,-0.004,-0.048,-0.026,-0.009,-0.013,-0.006,-0.04,-0.045,-0.033,-0.066,0.023,-0.066,-0.01,-0.045,-0.066,-0.061,0.064,-0.132,-0.01,0.02,-0.078,0.027,-0.036,-0.081,-0.101,-0.084,0.024,-0.151,-0.021,-0.083,-0.048,-0.009,-0.046,-0.111,-0.02,-0.03,-0.007,-0.041,-0.062,-0.086,-0.067
ctx-lh-middletemporal,,,,,,,,,,,,,,,0.013,0.01,-0.039,0.054,0.012,-0.098,-0.067,-0.029,-0.074,-0.014,-0.038,0.038,0.038,-0.064,-0.005,-0.035,-0.002,0.015,-0.077,-0.048,0.006,-0.111,0.005,-0.064,-0.097,-0.012,0.037,-0.094,0.002,-0.005,-0.015,-0.071,0.055,-0.055,-0.018,-0.03,-0.093,-0.012,-0.039,-0.033,-0.103,-0.073,-0.094,-0.03,-0.078,0.029,-0.05,-0.034,0.003,-0.064,-0.02,-0.031,-0.069,-0.052
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,-0.017,-0.116,-0.02,-0.079,-0.101,-0.041,0.04,-0.089,-0.092,-0.053,0.03,-0.025,0.005,-0.017,-0.058,-0.0,-0.074,0.005,-0.047,0.012,-0.015,-0.098,-0.073,-0.071,-0.019,-0.015,-0.051,-0.018,0.089,-0.044,-0.081,-0.01,-0.043,-0.111,0.015,-0.146,-0.044,-0.164,-0.088,-0.057,-0.0,-0.079,-0.111,0.001,0.0,-0.04,-0.013,0.004,-0.101,-0.114,0.015,0.025,-0.119
ctx-lh-paracentral,,,,,,,,,,,,,,,,,0.03,0.066,0.067,-0.059,-0.001,-0.058,-0.001,-0.07,-0.128,-0.021,-0.071,0.008,0.047,0.073,-0.104,0.014,-0.021,0.055,-0.031,0.002,0.031,-0.041,-0.006,0.016,0.046,-0.026,-0.038,0.018,-0.058,-0.025,-0.063,-0.002,-0.068,0.058,0.052,0.034,0.018,-0.062,0.004,0.014,-0.052,-0.026,-0.069,-0.019,-0.006,-0.0,-0.011,0.006,-0.065,0.006,-0.077,0.017
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,0.017,-0.022,-0.064,0.038,0.016,0.003,-0.071,-0.044,0.123,-0.039,0.023,-0.078,0.051,-0.047,-0.037,-0.06,0.025,-0.073,-0.019,0.068,-0.044,-0.091,0.02,0.053,-0.048,-0.044,0.069,0.077,-0.085,0.027,0.006,-0.156,-0.007,-0.059,0.029,0.002,-0.042,0.015,0.066,-0.03,-0.01,-0.003,0.23,0.093,0.018,-0.056,0.04,-0.013,-0.126,-0.115,-0.02
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,-0.008,-0.041,0.055,0.03,0.089,0.0,-0.016,0.055,0.05,0.059,-0.012,0.01,-0.055,-0.004,0.022,0.087,-0.037,-0.004,0.017,0.058,-0.033,0.112,0.024,0.023,-0.039,0.078,0.021,-0.012,0.074,0.071,0.022,0.072,-0.006,0.128,-0.018,0.001,0.008,0.033,0.028,0.022,0.032,0.08,0.059,0.072,-0.004,0.045,-0.083,-0.073,0.024,0.064
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,-0.079,0.063,0.016,0.081,-0.029,-0.012,0.048,-0.027,0.022,-0.031,0.018,-0.042,-0.013,-0.093,0.052,-0.026,0.004,0.032,-0.005,-0.021,0.055,0.022,-0.016,-0.009,0.042,0.075,-0.062,0.059,-0.036,-0.061,0.038,-0.017,0.027,-0.041,-0.05,0.064,0.058,0.041,0.009,0.032,0.15,0.069,0.055,0.003,0.115,-0.053,-0.116,-0.111,0.041
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,-0.097,-0.003,-0.09,-0.095,-0.043,-0.055,-0.057,-0.006,-0.095,-0.067,0.052,-0.003,-0.103,-0.071,-0.115,-0.035,-0.042,0.013,0.068,-0.027,0.058,-0.008,-0.079,-0.001,0.076,-0.087,0.01,-0.047,-0.036,-0.086,-0.107,-0.043,-0.138,-0.057,-0.104,0.068,-0.06,-0.046,0.017,0.008,-0.047,0.013,-0.071,-0.048,0.048,0.069,-0.114,-0.058
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,-0.157,0.043,-0.148,-0.134,-0.019,-0.1,0.018,0.062,-0.001,-0.043,0.022,-0.014,0.023,-0.009,-0.001,0.082,-0.084,0.017,0.079,-0.023,-0.026,-0.105,0.018,-0.001,-0.05,-0.084,-0.074,-0.068,-0.0,0.088,0.018,0.012,-0.095,-0.034,-0.046,-0.01,-0.065,-0.093,0.016,-0.049,-0.01,0.0,-0.108,-0.011,-0.002,-0.073,0.026
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,-0.12,-0.066,-0.002,-0.098,-0.063,-0.01,-0.034,-0.105,-0.05,0.008,-0.061,-0.056,-0.086,-0.075,0.006,0.036,-0.017,0.072,0.052,-0.006,-0.01,0.046,-0.013,-0.019,0.06,0.012,0.004,-0.063,-0.051,0.011,0.004,0.029,-0.122,-0.065,-0.138,-0.048,-0.011,-0.061,-0.088,0.016,-0.024,-0.15,-0.049,-0.045,-0.078,-0.058
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.131,0.01,-0.124,0.028,-0.027,-0.006,-0.085,0.009,-0.058,-0.016,-0.095,-0.015,0.096,-0.093,-0.044,0.022,0.042,-0.004,-0.071,0.019,0.024,-0.098,-0.016,-0.027,-0.106,-0.008,0.058,0.037,0.057,-0.085,0.002,-0.007,-0.08,-0.022,-0.067,0.105,0.01,0.048,-0.058,-0.05,-0.003,-0.053,-0.132,-0.024
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,0.011,-0.101,-0.04,-0.053,-0.009,-0.081,-0.067,0.076,-0.068,-0.053,-0.011,-0.027,-0.223,-0.091,-0.004,-0.03,-0.114,-0.096,-0.057,0.038,-0.086,-0.108,-0.007,-0.086,-0.09,-0.059,-0.111,-0.084,-0.096,-0.072,-0.096,-0.11,-0.081,-0.213,-0.031,-0.175,-0.192,-0.079,-0.008,-0.078,-0.1,0.013,-0.051,-0.042
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024,-0.026,-0.01,-0.03,-0.082,-0.094,-0.059,-0.066,-0.036,-0.028,0.013,-0.063,0.002,0.026,0.002,-0.075,-0.06,-0.022,0.076,-0.046,-0.013,-0.069,-0.064,0.008,-0.128,-0.049,-0.067,0.005,-0.023,-0.138,-0.077,-0.111,-0.108,0.016,-0.035,-0.109,-0.027,-0.002,-0.031,-0.134,-0.024,-0.084,-0.027
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,-0.001,0.029,-0.032,-0.098,0.004,-0.018,0.054,-0.062,-0.039,-0.066,-0.01,-0.003,0.033,-0.067,-0.015,-0.092,-0.003,0.117,-0.064,0.06,0.019,-0.017,-0.077,-0.036,-0.001,0.069,-0.062,-0.004,-0.083,-0.022,-0.049,0.016,-0.033,0.037,-0.003,-0.003,-0.033,-0.122,-0.061,-0.077,0.032
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.043,-0.073,-0.057,-0.118,-0.006,-0.097,0.01,-0.133,-0.08,-0.031,-0.036,-0.037,0.005,-0.036,-0.09,-0.069,0.015,0.011,-0.071,0.089,-0.044,-0.085,-0.111,-0.052,-0.011,-0.037,-0.032,-0.124,-0.063,-0.11,-0.082,0.055,0.054,-0.043,-0.035,-0.056,-0.033,-0.095,-0.075,-0.097,-0.009
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.095,-0.017,0.025,0.093,0.102,0.008,0.093,0.007,-0.035,0.108,0.046,0.076,-0.012,-0.016,-0.064,0.122,-0.086,0.07,0.042,0.05,0.022,0.055,0.045,0.063,-0.074,0.055,0.099,0.014,0.067,0.073,0.054,0.054,-0.091,0.015,0.005,0.034,0.0,0.077,0.107
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016,-0.056,0.051,-0.089,-0.012,-0.072,-0.092,0.021,-0.033,-0.03,0.094,0.059,-0.007,0.062,0.125,-0.008,0.003,0.022,-0.087,-0.008,0.057,-0.063,-0.077,-0.065,-0.028,-0.013,-0.012,-0.053,0.004,-0.044,0.031,-0.071,0.056,-0.077,-0.039,0.002,-0.049,-0.119,-0.014
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027,-0.063,-0.03,-0.024,0.005,-0.04,-0.013,-0.007,-0.054,0.111,0.08,0.052,-0.003,0.104,0.057,-0.02,0.054,0.066,-0.047,-0.015,-0.028,-0.001,0.081,-0.043,0.022,-0.025,-0.063,0.016,-0.055,0.015,-0.002,0.071,-0.038,-0.061,-0.009,-0.06,-0.082,-0.034
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,-0.001,-0.022,-0.111,-0.068,-0.093,0.101,0.021,0.007,-0.085,0.025,-0.113,0.033,-0.001,0.069,-0.029,-0.033,-0.079,-0.084,-0.026,-0.024,-0.053,0.065,-0.069,-0.096,-0.07,-0.079,-0.114,-0.132,-0.186,-0.043,-0.093,-0.041,-0.043,0.059,-0.01,0.022
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.017,0.016,-0.015,0.012,0.103,-0.068,0.006,0.04,-0.065,0.082,0.039,-0.006,-0.025,0.024,-0.04,-0.039,0.008,-0.063,-0.041,-0.062,0.049,-0.021,-0.003,0.043,0.068,-0.064,-0.001,-0.042,0.064,0.035,-0.055,0.033,0.015,0.014,0.014
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.098,-0.056,-0.166,0.025,0.032,-0.054,0.06,0.103,-0.025,-0.012,0.109,0.011,0.0,0.0,-0.036,-0.039,-0.026,-0.055,-0.08,-0.056,-0.087,-0.034,-0.048,-0.046,-0.028,-0.083,0.009,-0.043,0.08,-0.108,-0.066,0.047,-0.03,-0.013,-0.041
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,0.031,0.076,0.02,0.026,0.095,0.08,0.085,0.007,0.098,0.077,-0.067,-0.014,0.029,-0.124,-0.004,0.022,0.03,0.027,-0.093,-0.009,0.017,-0.024,-0.023,-0.001,0.086,0.054,0.048,-0.016,-0.039,-0.009,0.025,-0.124,0.061
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027,0.003,-0.051,-0.054,0.047,0.034,-0.028,0.042,0.037,-0.026,-0.038,-0.005,0.016,-0.01,-0.045,-0.017,0.001,-0.015,-0.067,-0.027,0.008,-0.092,0.021,0.008,0.074,-0.044,0.025,0.041,0.06,-0.086,-0.052,-0.088,-0.006
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031,-0.003,0.026,0.126,0.032,0.063,0.018,0.043,0.028,-0.033,0.005,-0.021,-0.04,-0.049,0.031,-0.012,0.025,-0.007,-0.014,-0.079,-0.017,0.008,0.011,0.021,-0.017,0.071,-0.024,-0.001,-0.071,0.002,-0.147,0.024
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,-0.05,0.01,-0.137,-0.022,-0.149,0.019,0.006,-0.019,-0.005,-0.018,-0.114,0.05,0.06,-0.079,0.005,-0.068,0.084,0.023,0.115,-0.125,-0.006,0.001,0.03,0.1,0.018,0.035,0.022,-0.041,0.025,0.126
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,0.026,0.065,-0.018,-0.058,0.023,0.105,-0.051,0.029,0.011,-0.029,-0.032,-0.007,0.061,-0.003,0.036,-0.079,0.086,-0.043,-0.034,0.079,0.024,-0.012,-0.081,-0.019,0.01,0.054,0.144,-0.015,0.013
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018,-0.005,0.006,-0.043,0.064,-0.023,0.054,-0.016,-0.081,-0.02,0.021,-0.062,-0.07,-0.027,0.039,0.043,0.024,0.029,0.018,-0.035,0.025,-0.037,0.129,-0.009,-0.039,-0.101,0.053,-0.043,0.055
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,0.039,0.005,0.089,0.078,-0.013,0.075,0.01,0.018,0.055,0.027,0.026,0.012,0.008,0.087,0.161,0.05,-0.028,0.088,0.071,0.035,0.068,0.052,0.105,-0.041,0.006,0.091,0.093
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,-0.059,0.111,0.048,0.074,0.009,0.084,0.047,0.06,-0.009,-0.029,-0.004,0.055,0.085,0.07,0.072,-0.029,-0.03,-0.006,-0.042,0.139,0.078,0.114,0.009,-0.033,0.124,0.102
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.062,0.014,0.046,-0.001,0.021,0.069,0.022,0.012,0.012,-0.007,-0.009,0.033,0.062,0.053,0.03,-0.022,0.048,0.059,-0.033,0.031,0.04,0.021,0.019,-0.044,0.03,0.111
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,-0.114,-0.047,-0.065,-0.06,0.018,-0.001,-0.061,-0.119,-0.075,-0.047,-0.071,-0.017,-0.053,-0.134,-0.023,-0.128,-0.14,0.007,0.045,-0.01,-0.115,-0.009,0.039,0.001
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137,0.095,0.101,0.031,0.118,0.036,0.077,0.042,0.011,0.026,0.06,0.112,0.034,0.039,0.144,0.076,0.036,-0.023,0.102,0.123,0.007,0.052,0.143,0.116
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,-0.005,-0.045,0.012,-0.036,-0.042,-0.097,-0.0,0.077,-0.024,0.01,0.004,-0.055,-0.02,0.101,-0.015,0.109,0.002,0.012,0.01,-0.04,-0.035,0.058
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,-0.025,-0.028,-0.025,-0.077,-0.026,-0.032,-0.031,-0.039,0.066,-0.052,-0.071,0.042,-0.002,-0.007,-0.05,-0.006,0.013,0.017,0.06,-0.043,-0.039
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,0.062,-0.032,-0.022,-0.007,-0.027,0.047,-0.126,-0.019,-0.062,-0.069,-0.066,0.025,-0.023,0.049,0.019,0.018,-0.009,-0.053,-0.016,-0.022
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,0.007,-0.036,-0.033,-0.023,-0.012,-0.051,-0.0,-0.046,-0.063,-0.069,0.082,-0.056,0.049,0.037,0.056,-0.018,-0.084,-0.02,0.051
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,-0.144,-0.016,-0.161,-0.058,-0.013,0.03,-0.085,-0.09,0.033,-0.033,-0.069,0.061,-0.007,-0.031,-0.083,-0.023,-0.036,-0.11
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,0.051,-0.001,-0.063,-0.004,0.004,-0.063,0.028,-0.065,-0.047,-0.041,0.021,-0.006,-0.003,-0.055,0.023,-0.094,-0.018
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,-0.03,-0.102,0.097,0.036,0.097,-0.052,-0.033,0.069,0.024,0.076,0.007,-0.017,0.027,-0.082,-0.099,0.078
