,ctx-lh-prefrontal,ctx-lh-frontal,ctx-lh-inter_precentral,ctx-lh-precentral,ctx-lh-postcentral,ctx-lh-inter_postcentral,ctx-lh-parietal,ctx-lh-visuopsychic,ctx-lh-visuosensory,ctx-lh-temporal,ctx-lh-audiopsychic,ctx-lh-audiosensory,ctx-lh-olfactory,ctx-lh-limbicA,ctx-lh-limbicB,ctx-lh-limbicC,ctx-lh-insula,ctx-rh-prefrontal,ctx-rh-frontal,ctx-rh-inter_precentral,ctx-rh-precentral,ctx-rh-postcentral,ctx-rh-inter_postcentral,ctx-rh-parietal,ctx-rh-visuopsychic,ctx-rh-visuosensory,ctx-rh-temporal,ctx-rh-audiopsychic,ctx-rh-audiosensory,ctx-rh-olfactory,ctx-rh-limbicA,ctx-rh-limbicB,ctx-rh-limbicC,ctx-rh-insula
ctx-rh-precentral,,,,,,,,,,,,,,,,,,,,,,-0.228,-0.231,-0.419,-0.484,-0.296,-0.335,-0.356,0.113,-0.046,-0.075,-0.087,-0.108,0.06
ctx-rh-postcentral,,,,,,,,,,,,,,,,,,,,,,,-0.186,-0.109,-0.442,-0.229,-0.201,-0.316,0.027,0.096,-0.015,0.109,-0.067,0.06
ctx-rh-inter_postcentral,,,,,,,,,,,,,,,,,,,,,,,,-0.141,-0.388,-0.383,-0.323,-0.366,-0.044,-0.073,-0.064,-0.171,-0.205,0.185
ctx-rh-parietal,,,,,,,,,,,,,,,,,,,,,,,,,-0.294,-0.254,-0.163,-0.331,-0.1,0.038,0.013,0.182,0.041,-0.27
ctx-rh-visuopsychic,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029,-0.338,-0.435,-0.248,-0.105,-0.273,0.106,-0.338,-0.241
ctx-rh-visuosensory,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.286,-0.428,-0.386,0.11,-0.265,0.054,-0.28,-0.242
ctx-rh-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.209,-0.095,-0.054,-0.124,0.194,-0.025,-0.455
ctx-rh-audiopsychic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,-0.222,-0.352,0.029,-0.038,-0.472
ctx-rh-audiosensory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,-0.254,-0.103,-0.111,-0.378
ctx-rh-olfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.073,0.023,-0.02,-0.069
ctx-rh-limbicA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173,0.108,-0.194
ctx-rh-limbicB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166,-0.039
ctx-rh-limbicC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.202
ctx-rh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
