,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,0.066,-0.005,-0.014,0.001,0.059,-0.214,0.031,-0.168,0.062,0.025,-0.213,-0.014,0.085,-0.108,-0.071,-0.028,0.037,0.079,-0.209,-0.021,-0.01,-0.022,-0.133,-0.073,-0.098,-0.097,0.085,-0.03,0.126,-0.089,-0.078,0.016,0.056,-0.057,0.048,-0.021,0.012,0.021,-0.009,-0.299,-0.07,-0.197,0.056,-0.025,-0.213,-0.053,0.043,-0.128,-0.137,-0.102,0.018,0.009,-0.2,-0.001,-0.0,-0.009,-0.13
ctx-lh-lingual,,,,,,,,,,,,,-0.013,0.038,-0.031,0.002,0.13,-0.031,0.105,-0.032,-0.041,0.178,0.028,0.012,0.103,0.068,0.058,-0.158,-0.096,0.211,-0.096,-0.014,0.148,0.169,0.053,0.064,0.025,-0.118,-0.023,-0.127,0.037,-0.044,-0.029,0.027,-0.031,-0.144,0.006,0.013,0.114,-0.014,0.143,-0.052,0.047,0.037,-0.054,0.194,0.025,0.013,0.087,0.091,0.056,-0.201,-0.033,0.158,-0.027,0.093,0.133,0.101
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.022,-0.043,-0.005,0.008,0.097,0.06,0.039,-0.19,-0.18,-0.12,-0.005,-0.047,-0.05,-0.004,-0.017,-0.085,-0.118,0.009,-0.066,-0.008,-0.126,0.02,-0.082,0.111,-0.029,-0.024,-0.039,0.029,-0.014,-0.045,-0.033,0.0,0.01,-0.097,-0.011,-0.039,-0.062,-0.081,0.099,-0.018,-0.008,-0.211,-0.167,-0.175,0.003,-0.157,0.019,0.068,-0.058,-0.087,-0.135,0.069,-0.014,-0.034,-0.114
ctx-lh-middletemporal,,,,,,,,,,,,,,,0.055,-0.057,0.037,0.087,-0.045,0.07,-0.156,-0.115,-0.131,0.002,-0.014,-0.03,-0.077,0.012,0.015,-0.112,-0.005,0.03,-0.057,-0.034,-0.022,-0.055,0.015,0.078,0.085,0.127,-0.062,-0.029,0.071,0.089,0.022,0.054,-0.033,-0.135,0.111,-0.087,-0.058,0.035,-0.022,0.055,-0.141,-0.074,-0.11,0.01,-0.113,-0.077,-0.051,-0.026,-0.102,-0.081,0.003,0.106,0.033,-0.019
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,-0.059,0.038,0.044,0.051,-0.015,-0.158,0.021,-0.134,0.001,-0.012,0.082,0.09,-0.148,0.014,0.032,-0.082,-0.04,0.097,0.056,0.085,0.051,0.075,-0.072,-0.046,-0.036,0.081,-0.083,0.03,-0.005,-0.032,-0.025,-0.052,0.079,-0.089,-0.119,0.025,0.028,0.068,-0.061,-0.158,0.052,-0.135,0.002,0.054,0.054,0.092,-0.097,-0.002,-0.012,-0.147,0.037,0.092,0.014
ctx-lh-paracentral,,,,,,,,,,,,,,,,,-0.005,0.063,-0.04,0.086,-0.195,0.049,-0.214,-0.028,0.053,0.23,-0.05,0.011,-0.193,0.078,0.018,-0.0,-0.161,-0.035,-0.137,0.167,0.093,-0.041,-0.086,-0.132,0.09,-0.054,-0.064,-0.058,-0.024,-0.049,-0.066,-0.063,-0.042,-0.31,0.2,-0.011,0.021,0.084,-0.222,0.064,-0.175,-0.028,0.051,0.212,0.026,-0.006,-0.227,0.094,0.059,0.034,-0.258,-0.058
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,-0.175,-0.056,0.043,0.202,0.102,0.13,0.144,0.028,-0.073,0.061,0.099,0.058,-0.073,0.14,0.015,-0.043,-0.065,-0.036,-0.056,-0.081,0.162,-0.139,0.076,0.015,-0.077,0.156,0.099,-0.243,0.091,0.003,-0.042,0.055,0.079,-0.131,-0.227,-0.155,0.087,0.25,-0.029,0.079,0.104,-0.001,-0.1,-0.002,0.022,-0.011,-0.093,-0.087,0.039,-0.082,-0.097
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,-0.145,-0.031,-0.02,-0.136,-0.039,0.114,0.101,-0.175,0.043,-0.052,0.191,-0.156,-0.099,0.029,-0.014,0.017,0.047,-0.034,-0.191,0.169,0.06,0.049,-0.065,-0.017,0.082,0.058,0.053,-0.012,0.113,0.087,0.042,0.034,-0.197,0.004,-0.101,-0.057,0.034,-0.039,-0.033,0.041,0.033,-0.183,-0.02,-0.06,0.149,-0.125,-0.01,0.109,0.005,0.074
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,0.016,0.106,-0.044,0.039,0.047,0.04,-0.054,0.033,0.096,0.003,-0.066,0.072,-0.028,-0.067,-0.03,-0.055,-0.064,-0.147,0.145,-0.045,0.119,-0.031,-0.005,0.122,0.117,-0.157,0.134,0.004,-0.068,0.121,0.043,-0.06,-0.147,-0.126,0.041,0.142,-0.094,0.042,0.001,-0.028,-0.119,-0.064,0.016,-0.018,-0.039,-0.066,0.006,-0.077,-0.005
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,0.181,0.039,0.164,-0.026,0.011,-0.001,-0.037,0.045,0.047,0.135,-0.072,0.047,0.104,0.156,0.109,-0.024,-0.094,-0.032,-0.0,0.041,0.032,0.086,-0.063,0.124,0.01,-0.029,0.024,0.124,0.115,0.097,0.071,-0.037,0.019,-0.111,0.132,0.075,0.181,0.009,-0.034,-0.026,-0.03,-0.016,0.102,0.156,-0.073,0.053,0.041,0.114
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.123,-0.01,-0.106,-0.061,0.221,-0.05,-0.003,-0.11,0.218,0.025,0.016,-0.049,0.117,-0.064,0.329,0.077,-0.007,0.004,-0.162,-0.084,-0.146,-0.196,-0.126,-0.036,-0.06,-0.236,-0.258,-0.149,-0.206,0.35,-0.054,0.162,0.213,-0.247,0.119,-0.03,-0.085,-0.058,0.254,0.074,-0.068,-0.156,0.19,0.028,0.022,-0.129,0.086
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.173,-0.05,-0.172,0.03,-0.036,0.217,-0.083,-0.0,0.016,-0.099,-0.098,-0.033,0.084,-0.032,0.006,0.213,-0.173,-0.035,0.012,-0.157,-0.013,-0.01,-0.183,0.153,-0.186,-0.085,-0.082,0.105,0.146,-0.097,0.065,0.008,0.103,-0.09,0.142,-0.003,-0.156,0.008,-0.094,0.205,0.013,0.032,-0.05,-0.09,-0.21,-0.077
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,-0.035,-0.047,0.123,-0.128,0.042,-0.081,0.156,0.088,-0.0,-0.097,0.085,-0.104,0.312,-0.015,0.075,-0.043,-0.132,-0.006,-0.118,-0.117,-0.088,-0.089,-0.015,-0.087,-0.163,-0.177,-0.17,0.257,-0.085,0.055,0.195,-0.085,0.174,-0.134,0.015,0.011,0.19,0.003,0.009,-0.147,0.191,0.011,0.014,-0.154,0.075
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,0.109,0.066,0.055,-0.047,-0.078,0.017,-0.025,-0.021,0.008,0.072,-0.067,0.045,-0.0,-0.025,-0.012,0.005,-0.028,0.109,0.051,0.024,-0.007,-0.052,-0.011,-0.081,-0.024,0.046,0.086,0.036,-0.046,-0.125,0.029,-0.051,-0.037,-0.118,0.027,0.005,0.097,0.012,-0.082,0.006,0.029,-0.021,-0.058
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.02,0.038,-0.13,-0.127,0.091,-0.12,-0.099,-0.139,0.044,-0.15,0.091,0.088,-0.168,-0.032,0.049,-0.088,0.024,0.015,-0.136,0.093,-0.073,-0.021,-0.024,-0.036,-0.041,0.019,-0.028,-0.011,-0.078,-0.193,-0.101,-0.002,-0.267,0.001,0.014,0.019,-0.153,-0.138,0.036,-0.124,-0.129,-0.15
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,0.093,0.123,-0.047,0.022,-0.066,-0.045,0.008,-0.021,0.023,-0.103,0.125,-0.127,-0.032,-0.069,-0.035,0.116,0.085,-0.11,0.007,-0.016,-0.075,0.001,0.276,-0.09,-0.151,-0.084,-0.026,0.229,0.078,0.175,0.061,0.041,-0.128,0.042,0.028,0.114,-0.069,-0.126,-0.081,-0.01,0.011
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,-0.016,-0.1,0.155,0.005,-0.135,-0.091,0.003,0.015,-0.028,0.043,0.014,-0.03,0.035,0.037,0.08,0.009,-0.022,0.015,0.083,-0.091,0.011,-0.055,0.051,-0.01,-0.049,-0.026,-0.033,-0.064,-0.076,0.058,-0.093,-0.011,0.062,-0.034,-0.079,-0.102,0.119,0.009,-0.118,-0.101
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.21,-0.045,0.031,0.09,0.065,0.029,0.07,-0.049,-0.063,-0.016,-0.125,0.087,-0.147,-0.04,-0.092,-0.038,-0.145,-0.011,0.039,-0.136,0.011,0.132,-0.031,0.099,0.053,-0.02,0.237,0.098,0.027,0.036,0.088,0.032,-0.148,0.011,0.174,-0.018,-0.002,0.055,0.09
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.003,0.085,-0.174,0.025,-0.127,0.03,-0.045,-0.009,0.014,-0.042,-0.046,-0.06,-0.094,-0.089,0.041,-0.083,-0.161,-0.117,0.06,-0.15,-0.026,0.05,-0.047,0.063,-0.191,-0.069,-0.162,-0.089,-0.106,0.051,-0.065,-0.065,-0.33,-0.007,0.016,0.111,-0.144,-0.03
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,-0.091,-0.026,-0.099,-0.044,-0.018,-0.129,0.263,0.021,0.154,-0.091,-0.099,0.035,0.188,-0.178,0.175,-0.189,-0.077,0.065,0.096,-0.062,-0.144,-0.092,0.168,0.213,-0.039,0.174,-0.059,-0.092,-0.119,-0.231,0.12,0.028,-0.086,-0.068,-0.019,-0.067,-0.025
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.103,0.057,-0.084,0.037,0.007,0.091,-0.007,-0.153,-0.122,0.071,-0.155,0.032,-0.066,-0.009,-0.073,-0.002,-0.064,0.006,0.024,0.063,-0.015,-0.031,-0.031,-0.019,-0.046,0.025,-0.023,0.022,0.043,0.141,-0.057,-0.065,-0.008,-0.036,-0.058,0.05,-0.026
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.058,0.05,-0.008,0.07,-0.051,0.058,0.105,-0.127,0.048,-0.066,0.022,0.032,-0.056,-0.129,0.075,-0.011,0.012,-0.065,-0.031,-0.075,-0.001,0.007,-0.123,0.006,0.012,-0.148,-0.085,-0.007,0.073,-0.014,-0.009,-0.086,0.049,0.035,0.054
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.069,-0.089,-0.039,-0.004,0.08,-0.063,0.02,0.069,-0.058,-0.027,0.048,-0.034,0.105,-0.096,-0.007,0.194,-0.186,-0.064,-0.008,-0.065,0.047,-0.068,-0.138,-0.104,-0.028,-0.024,0.029,-0.095,0.042,-0.048,0.006,0.028,0.13,-0.215,-0.094
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014,0.011,-0.078,0.186,-0.048,0.023,0.022,-0.131,0.05,-0.02,-0.215,0.11,-0.161,0.01,0.003,0.012,-0.125,-0.137,-0.061,0.179,0.11,-0.077,0.028,0.056,-0.087,-0.043,-0.121,0.062,0.099,0.02,-0.051,0.004,-0.074,-0.132
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,-0.042,0.045,-0.065,-0.017,0.026,-0.073,0.047,0.035,-0.106,0.067,-0.044,-0.203,0.088,-0.097,-0.003,-0.041,-0.069,0.139,-0.075,-0.012,-0.056,0.029,0.064,-0.057,-0.11,0.034,-0.157,-0.004,-0.021,0.07,0.023,-0.005
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.054,0.11,-0.055,-0.075,-0.06,-0.059,-0.023,-0.1,-0.121,0.018,-0.028,-0.051,-0.046,0.19,-0.017,-0.154,-0.041,0.051,0.291,-0.051,0.237,-0.024,-0.113,0.011,-0.084,0.099,0.087,0.044,-0.02,-0.03,-0.042,-0.066
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.01,0.02,0.008,0.051,0.03,0.028,-0.029,0.02,0.129,-0.016,0.025,0.063,-0.083,-0.075,-0.101,-0.132,0.061,0.033,0.011,0.017,0.115,-0.077,-0.006,0.001,-0.036,-0.102,0.133,0.061,-0.009,-0.065
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.094,-0.116,0.13,-0.062,-0.052,0.02,-0.021,-0.141,-0.025,0.02,0.02,-0.07,0.15,0.086,0.129,0.019,-0.025,0.241,0.052,0.001,-0.024,0.071,-0.028,-0.139,-0.002,0.202,-0.042,0.035,0.09,0.153
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.005,0.146,-0.032,0.007,0.072,-0.041,-0.017,0.117,-0.127,-0.04,-0.153,0.048,-0.07,0.009,-0.011,-0.117,-0.053,-0.021,-0.101,-0.051,0.04,-0.006,0.051,0.01,-0.082,0.152,0.008,0.034
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.062,0.016,-0.052,-0.132,0.092,-0.153,0.01,0.087,-0.01,-0.162,-0.004,0.035,0.033,0.008,-0.14,-0.073,-0.096,-0.062,0.015,-0.046,0.027,-0.195,-0.051,0.025,-0.077,0.137,0.097,0.044
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065,0.05,0.012,-0.003,0.097,0.005,-0.113,-0.035,0.13,-0.098,0.079,0.003,-0.024,-0.051,0.063,0.046,0.011,0.023,-0.07,-0.011,0.179,-0.016,-0.049,0.057,-0.004,0.119,0.026
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.128,-0.03,-0.037,-0.053,0.022,0.066,0.009,-0.063,-0.184,0.012,-0.052,0.039,-0.124,-0.183,-0.141,-0.067,0.09,-0.01,0.049,-0.146,0.007,-0.159,-0.092,0.028,0.008,-0.048
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023,-0.006,-0.021,-0.138,-0.027,0.018,-0.054,0.023,0.018,0.096,-0.103,-0.234,0.025,-0.176,0.079,-0.07,-0.007,0.022,-0.048,-0.04,-0.003,-0.009,0.069,-0.037,0.008
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.033,-0.024,-0.01,0.014,-0.095,0.025,0.094,0.039,0.126,-0.124,-0.031,-0.017,-0.034,0.009,0.042,-0.006,-0.154,-0.141,0.007,-0.006,-0.011,0.109,0.004
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,-0.028,0.059,-0.005,-0.044,-0.244,-0.028,-0.15,-0.002,-0.09,-0.191,-0.085,-0.02,-0.057,-0.035,-0.07,-0.007,0.051,-0.117,0.008,0.012,-0.021,-0.131
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.021,0.106,-0.043,0.113,-0.011,0.111,-0.035,-0.084,0.149,0.002,-0.007,0.103,0.029,0.033,-0.178,-0.046,0.115,-0.019,0.085,0.104,0.062
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.059,-0.069,-0.075,0.121,-0.022,-0.042,-0.279,-0.2,-0.157,-0.072,-0.15,0.072,0.105,0.01,-0.151,-0.13,-0.021,-0.109,-0.059,-0.181
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,-0.05,-0.116,0.106,-0.056,0.073,-0.239,-0.102,-0.24,-0.051,-0.013,-0.082,-0.165,0.048,-0.098,-0.062,-0.027,0.109,0.11,-0.025
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.046,0.013,0.045,0.064,0.041,-0.13,-0.108,-0.134,-0.048,0.007,0.0,-0.046,-0.08,0.088,0.0,-0.043,-0.025,0.087,0.035
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,-0.011,0.034,0.125,-0.231,0.075,-0.168,-0.03,-0.006,0.248,0.032,-0.018,-0.168,0.133,0.068,0.006,-0.244,-0.033
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,-0.099,0.086,0.306,0.038,0.304,0.024,0.002,-0.118,-0.05,0.101,0.081,-0.014,-0.025,-0.055,-0.08,-0.023
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.158,-0.056,-0.04,-0.092,-0.075,0.0,0.059,-0.134,-0.093,-0.047,0.151,-0.12,0.084,-0.0,0.083,-0.054
