,ctx-lh-prefrontal,ctx-lh-frontal,ctx-lh-inter_precentral,ctx-lh-precentral,ctx-lh-postcentral,ctx-lh-inter_postcentral,ctx-lh-parietal,ctx-lh-visuopsychic,ctx-lh-visuosensory,ctx-lh-temporal,ctx-lh-audiopsychic,ctx-lh-audiosensory,ctx-lh-olfactory,ctx-lh-limbicA,ctx-lh-limbicB,ctx-lh-limbicC,ctx-lh-insula,ctx-rh-prefrontal,ctx-rh-frontal,ctx-rh-inter_precentral,ctx-rh-precentral,ctx-rh-postcentral,ctx-rh-inter_postcentral,ctx-rh-parietal,ctx-rh-visuopsychic,ctx-rh-visuosensory,ctx-rh-temporal,ctx-rh-audiopsychic,ctx-rh-audiosensory,ctx-rh-olfactory,ctx-rh-limbicA,ctx-rh-limbicB,ctx-rh-limbicC,ctx-rh-insula
ctx-lh-audiopsychic,,,,,,,,,,,,0.292,-0.182,-0.066,-0.252,-0.148,-0.231,-0.233,-0.088,-0.125,-0.054,-0.234,0.003,-0.004,0.033,-0.042,-0.066,-0.298,-0.055,0.096,-0.266,-0.115,0.051,-0.342
ctx-lh-audiosensory,,,,,,,,,,,,,-0.143,-0.11,-0.35,-0.116,-0.359,-0.001,-0.005,-0.204,-0.049,-0.153,0.061,-0.015,-0.014,-0.056,0.123,-0.1,-0.024,-0.026,-0.094,-0.108,0.029,-0.368
ctx-lh-olfactory,,,,,,,,,,,,,,-0.019,-0.078,0.142,-0.204,-0.121,0.084,-0.031,0.227,0.118,0.1,0.226,0.177,-0.144,0.181,-0.186,-0.224,-0.053,0.111,-0.244,0.107,-0.07
ctx-lh-limbicA,,,,,,,,,,,,,,,-0.239,0.051,-0.039,-0.019,0.216,-0.129,0.004,-0.113,0.06,0.405,-0.19,-0.287,-0.001,0.002,-0.25,-0.097,0.318,0.077,0.149,0.019
ctx-lh-limbicB,,,,,,,,,,,,,,,,0.106,0.012,0.007,0.196,0.01,-0.045,0.025,-0.229,0.168,0.034,-0.027,-0.059,-0.172,-0.198,0.114,-0.067,-0.015,0.08,0.035
ctx-lh-limbicC,,,,,,,,,,,,,,,,,-0.198,-0.019,0.156,-0.02,-0.033,-0.003,-0.173,0.149,-0.246,-0.256,0.054,0.158,-0.225,-0.017,0.095,0.287,0.105,-0.017
ctx-lh-insula,,,,,,,,,,,,,,,,,,-0.04,-0.032,0.087,0.295,0.212,0.3,0.106,0.331,0.117,-0.339,-0.372,-0.34,-0.054,-0.175,0.003,-0.142,0.068
ctx-rh-prefrontal,,,,,,,,,,,,,,,,,,,0.23,-0.016,0.027,-0.01,0.018,0.269,-0.198,-0.117,-0.147,0.035,-0.011,-0.166,0.143,0.067,0.076,0.118
ctx-rh-frontal,,,,,,,,,,,,,,,,,,,,-0.096,0.027,0.144,0.04,-0.125,-0.107,0.086,0.013,0.208,0.176,-0.174,0.081,-0.045,0.233,0.002
ctx-rh-inter_precentral,,,,,,,,,,,,,,,,,,,,,0.189,0.077,0.111,-0.148,0.018,0.226,-0.274,-0.268,0.035,-0.173,-0.222,-0.215,-0.035,-0.017
ctx-rh-precentral,,,,,,,,,,,,,,,,,,,,,,-0.265,-0.208,-0.326,-0.417,-0.177,-0.36,-0.217,0.17,0.006,-0.012,-0.125,-0.095,0.254
ctx-rh-postcentral,,,,,,,,,,,,,,,,,,,,,,,-0.177,-0.144,-0.431,-0.179,-0.385,-0.258,0.009,0.112,-0.034,0.031,-0.129,0.181
ctx-rh-inter_postcentral,,,,,,,,,,,,,,,,,,,,,,,,-0.037,-0.245,-0.225,-0.28,-0.237,0.041,-0.001,-0.031,-0.207,-0.235,0.376
ctx-rh-parietal,,,,,,,,,,,,,,,,,,,,,,,,,-0.058,0.003,0.046,0.014,0.028,0.137,0.169,0.132,0.119,-0.048
ctx-rh-visuopsychic,,,,,,,,,,,,,,,,,,,,,,,,,,0.141,-0.154,-0.192,-0.143,0.021,-0.125,0.044,-0.36,0.026
ctx-rh-visuosensory,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,-0.192,-0.284,0.237,-0.116,-0.019,-0.304,-0.029
ctx-rh-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.199,0.03,0.09,0.015,0.187,-0.016,-0.266
ctx-rh-audiopsychic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093,0.03,-0.012,-0.009,0.228,-0.308
ctx-rh-audiosensory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,-0.194,-0.089,-0.139,-0.323
ctx-rh-olfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031,0.03,-0.003,-0.093
ctx-rh-limbicA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223,0.198,-0.09
ctx-rh-limbicB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141,-0.046
ctx-rh-limbicC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.087
ctx-rh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
