,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,-0.116,0.003,0.035,0.019,-0.109,0.134,-0.174,0.148,-0.055,0.01,0.099,0.092,-0.045,0.228,0.051,0.1,-0.073,0.103,-0.136,-0.207,-0.052,-0.093,-0.031,0.063,0.006,-0.195,0.033,-0.032,-0.167,-0.162,-0.295,-0.211,-0.165,-0.03,-0.066,-0.154,-0.049,0.046,-0.202,0.087,-0.145,-0.034,-0.056,-0.205,-0.241,-0.054,-0.258,0.101,-0.253,-0.012,-0.194,0.16,-0.222,-0.313,-0.186,0.065,-0.071
ctx-lh-lingual,,,,,,,,,,,,,-0.225,-0.053,0.151,-0.237,0.318,0.035,-0.005,0.235,-0.137,0.122,0.172,-0.145,-0.053,0.157,0.07,0.226,-0.057,-0.105,-0.033,-0.096,-0.143,0.019,-0.212,0.018,-0.116,0.447,0.24,0.18,-0.264,-0.011,-0.197,-0.09,-0.176,0.104,-0.328,-0.312,0.002,-0.048,-0.137,-0.388,-0.124,0.386,-0.186,0.044,0.018,-0.166,-0.15,-0.089,-0.104,0.237,-0.099,-0.116,-0.15,0.084,0.1,0.03
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.034,0.006,-0.168,0.364,-0.012,0.254,-0.058,-0.015,0.285,0.077,0.007,0.122,-0.144,0.074,-0.148,0.275,-0.098,0.015,0.151,0.101,0.126,0.001,-0.007,-0.014,-0.015,0.196,-0.061,-0.141,-0.369,0.052,-0.15,0.015,-0.239,-0.183,0.02,0.027,-0.236,-0.012,-0.177,-0.043,-0.208,-0.159,-0.07,-0.071,-0.106,0.183,-0.304,0.026,-0.17,0.189,-0.255,-0.019,-0.039,0.049,-0.039
ctx-lh-middletemporal,,,,,,,,,,,,,,,-0.071,0.033,-0.01,0.187,0.042,0.026,-0.106,0.198,-0.101,0.146,0.005,0.118,0.092,0.076,-0.143,-0.067,-0.086,-0.099,-0.103,-0.136,-0.193,-0.285,0.057,-0.036,-0.216,-0.103,-0.096,-0.017,-0.05,-0.025,-0.043,0.02,-0.15,-0.065,-0.089,-0.1,-0.248,0.171,-0.181,0.037,-0.254,-0.074,-0.107,-0.025,0.065,-0.093,0.083,-0.001,-0.115,-0.243,-0.196,-0.07,-0.037,-0.233
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,0.117,-0.078,-0.082,-0.053,0.145,0.171,0.056,0.165,0.138,-0.041,-0.023,-0.032,0.173,-0.018,-0.024,-0.022,-0.059,-0.06,-0.226,0.102,-0.089,0.19,0.167,-0.248,0.021,0.008,0.077,0.072,0.254,-0.216,0.054,-0.092,0.036,-0.199,-0.081,-0.071,-0.206,-0.173,0.167,0.031,-0.154,0.088,-0.024,-0.034,-0.146,-0.039,0.156,-0.038,-0.183,-0.161,-0.386,-0.072,-0.191
ctx-lh-paracentral,,,,,,,,,,,,,,,,,0.134,0.083,0.003,-0.158,-0.412,-0.051,-0.028,-0.201,-0.054,0.003,-0.029,-0.275,0.083,-0.04,-0.084,-0.127,0.013,0.115,-0.12,-0.07,0.076,-0.257,-0.111,-0.071,-0.026,-0.005,-0.315,-0.214,-0.162,-0.213,-0.144,-0.011,0.002,-0.036,0.118,-0.223,-0.064,-0.151,-0.413,-0.162,-0.245,-0.309,0.068,-0.155,-0.004,-0.176,0.115,-0.062,-0.222,-0.038,-0.027,0.059
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,0.155,0.333,0.3,-0.023,0.099,-0.079,0.207,0.141,0.158,0.123,0.293,-0.058,-0.027,0.03,-0.259,-0.306,-0.228,0.115,-0.092,-0.307,0.214,-0.219,0.015,0.037,0.103,-0.068,0.271,-0.095,0.234,0.127,-0.144,-0.154,0.04,-0.145,-0.231,-0.047,0.264,-0.086,-0.123,-0.028,0.025,0.221,-0.282,-0.094,0.29,-0.07,-0.152,-0.19,-0.075,-0.041,-0.14
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,0.083,0.19,-0.028,0.254,0.059,0.082,0.059,0.037,0.141,-0.074,0.202,-0.084,-0.06,-0.366,0.107,-0.132,0.189,0.023,-0.219,-0.027,-0.188,-0.069,-0.038,-0.05,0.063,-0.072,-0.143,0.098,-0.069,0.143,0.077,-0.016,0.069,-0.138,-0.099,0.161,-0.132,-0.017,-0.048,-0.083,0.147,-0.257,0.026,-0.123,0.19,-0.056,-0.276,-0.189,0.161,-0.032
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,0.042,-0.14,0.096,-0.058,0.125,0.132,-0.141,0.126,0.046,0.147,-0.113,-0.066,-0.307,-0.224,-0.282,0.055,-0.16,-0.316,0.05,-0.051,0.111,-0.076,-0.054,0.036,0.024,-0.11,0.048,0.147,-0.144,-0.009,-0.034,-0.045,-0.193,-0.124,0.1,-0.179,-0.196,-0.1,-0.042,0.227,-0.409,-0.103,0.055,0.038,-0.155,-0.363,-0.082,-0.154,-0.135
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,-0.185,0.133,0.143,0.038,-0.09,0.14,0.045,0.408,0.062,-0.081,0.036,0.028,-0.133,0.02,-0.225,0.043,-0.022,0.451,0.26,0.19,-0.08,-0.044,0.0,-0.153,-0.109,0.102,-0.078,-0.15,0.06,0.024,-0.205,-0.25,-0.099,-0.061,-0.191,0.032,0.031,0.087,-0.088,-0.088,-0.134,0.412,0.014,-0.036,-0.076,0.174,-0.158,0.022
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.04,0.063,-0.097,-0.001,0.039,-0.182,-0.017,0.076,0.165,-0.258,-0.207,-0.062,0.2,-0.161,-0.053,-0.133,-0.164,-0.061,-0.146,-0.083,-0.067,-0.301,-0.041,0.009,-0.157,-0.095,-0.179,-0.079,-0.393,0.012,-0.215,-0.19,-0.094,-0.266,-0.103,-0.065,-0.18,0.083,-0.182,-0.21,-0.093,-0.014,0.041,-0.463,-0.006,-0.129,0.086
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.132,0.185,0.367,0.186,0.064,0.17,0.107,0.015,-0.102,-0.016,-0.171,0.17,-0.085,-0.046,0.067,0.146,-0.056,-0.122,0.206,0.027,0.001,0.05,0.008,0.133,0.117,0.051,0.006,0.07,-0.096,-0.108,-0.168,0.154,0.015,0.077,0.039,0.084,0.237,-0.007,0.093,0.143,0.029,-0.106,-0.124,0.076,-0.011,0.09
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.014,0.069,-0.205,0.275,-0.066,0.215,-0.085,-0.196,-0.135,0.127,-0.184,0.017,-0.09,0.12,0.046,0.009,0.048,0.18,-0.154,0.038,0.044,0.124,-0.012,-0.194,0.026,-0.062,-0.069,-0.095,-0.16,0.167,-0.19,-0.018,-0.086,0.018,0.134,-0.145,-0.187,0.231,-0.08,0.141,-0.26,-0.037,-0.072,0.09
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,0.176,0.177,0.202,-0.061,0.145,0.001,-0.036,0.172,-0.051,0.135,0.032,-0.099,0.112,0.021,0.128,0.003,0.009,0.035,-0.159,-0.133,-0.048,0.047,-0.044,0.242,0.114,-0.034,-0.054,-0.108,-0.012,0.155,-0.043,0.056,-0.011,-0.213,0.338,-0.047,0.156,-0.029,0.189,-0.098,-0.108,0.146,-0.022,0.038
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,-0.141,0.108,-0.058,0.035,-0.094,0.024,-0.017,0.072,0.144,-0.01,0.008,-0.004,0.242,-0.026,0.107,0.026,0.11,-0.094,0.175,-0.042,0.046,0.21,-0.014,-0.138,0.014,-0.143,-0.049,-0.207,-0.12,0.116,-0.022,0.055,0.024,-0.13,-0.106,0.128,0.003,-0.056,-0.034,-0.002,0.009,-0.005
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076,0.09,0.134,0.104,-0.045,-0.307,-0.054,0.075,0.085,-0.018,-0.166,0.155,-0.116,-0.022,0.095,-0.058,-0.09,0.057,-0.079,0.219,-0.179,0.007,0.038,-0.114,-0.026,-0.231,-0.177,0.191,-0.12,-0.041,-0.083,0.062,0.151,-0.288,0.014,0.067,0.019,-0.051,-0.214,-0.173,-0.009,0.046
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,-0.027,-0.082,-0.008,-0.203,-0.237,-0.14,-0.113,-0.228,-0.256,0.082,-0.138,0.033,0.021,-0.076,-0.052,0.179,-0.041,0.105,-0.04,-0.045,0.006,-0.205,-0.254,-0.066,-0.172,0.01,-0.316,-0.21,-0.26,-0.01,0.142,-0.233,-0.316,0.074,-0.013,-0.229,-0.126,0.026,-0.072,-0.224
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156,0.314,0.108,0.077,0.078,0.401,0.024,0.221,0.082,0.52,0.1,0.232,-0.053,0.067,-0.071,-0.016,-0.131,0.388,-0.211,-0.036,-0.065,-0.06,0.162,-0.267,0.093,0.495,-0.101,0.079,0.04,-0.034,0.238,0.003,0.063,0.078,0.094,0.244,-0.11,-0.069,-0.002,0.285
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,-0.152,-0.14,-0.222,-0.303,-0.185,-0.238,-0.001,-0.056,-0.165,-0.211,0.072,0.064,-0.023,0.026,0.062,-0.042,0.081,-0.161,-0.138,-0.124,-0.135,-0.008,-0.162,0.121,-0.131,-0.166,-0.041,-0.038,0.062,-0.095,-0.037,0.053,-0.14,-0.116,-0.224,-0.006,-0.154,-0.355
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,-0.214,-0.124,0.145,-0.093,-0.07,-0.08,0.058,-0.137,-0.23,-0.183,0.006,-0.312,-0.015,-0.091,0.064,-0.249,-0.153,-0.267,-0.021,0.07,-0.205,-0.184,0.099,-0.084,-0.094,-0.031,-0.11,0.008,-0.019,-0.073,0.085,-0.02,0.039,-0.2,-0.041,0.009,0.224
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,-0.081,-0.031,-0.15,-0.155,-0.153,-0.115,-0.176,-0.052,-0.043,-0.157,-0.323,0.048,-0.194,-0.085,-0.178,-0.12,0.005,-0.303,-0.15,-0.173,-0.216,-0.08,-0.36,-0.277,-0.188,-0.231,-0.059,-0.26,-0.203,0.107,-0.181,-0.055,-0.135,-0.173,-0.119,-0.1
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.099,-0.183,-0.142,-0.178,-0.14,-0.104,-0.076,-0.237,0.011,-0.157,0.026,-0.103,-0.004,-0.173,0.028,-0.174,0.034,-0.313,-0.273,-0.363,-0.325,-0.016,-0.304,-0.23,-0.234,0.044,0.118,-0.311,-0.18,-0.058,-0.177,-0.248,-0.108,-0.127,-0.055,-0.314
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.219,-0.152,-0.262,-0.132,-0.062,-0.193,-0.147,0.063,-0.004,-0.139,0.031,-0.034,-0.232,-0.066,-0.009,-0.128,-0.102,-0.123,-0.081,-0.252,-0.132,-0.169,-0.164,-0.071,-0.139,0.066,-0.127,-0.129,0.075,-0.207,-0.11,-0.132,-0.01,-0.175,-0.182
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.154,0.092,-0.086,0.175,-0.335,-0.259,0.072,0.028,-0.106,0.11,0.006,-0.002,-0.092,-0.139,-0.21,0.009,0.102,-0.354,-0.191,0.121,0.059,0.097,0.169,0.01,-0.016,-0.002,-0.06,0.267,-0.205,0.169,-0.098,-0.234,-0.066,-0.091
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.143,-0.067,-0.146,-0.073,-0.21,0.066,-0.134,-0.212,-0.258,0.056,-0.219,-0.027,-0.248,-0.031,-0.148,-0.104,0.013,-0.196,-0.167,-0.203,-0.151,-0.194,-0.052,0.136,-0.078,-0.064,-0.031,-0.259,-0.181,-0.152,0.011,-0.304,-0.2
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.081,0.112,-0.145,-0.118,-0.108,-0.166,-0.167,-0.075,0.087,0.031,-0.099,-0.273,-0.001,0.043,-0.024,-0.251,-0.168,0.125,-0.135,0.1,-0.122,-0.058,-0.096,-0.125,-0.089,0.256,-0.106,-0.05,-0.3,-0.084,-0.11,0.238
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,-0.292,-0.13,0.219,0.121,0.135,-0.107,-0.008,-0.077,0.055,0.115,0.063,-0.021,-0.165,0.044,-0.103,-0.007,-0.122,-0.037,-0.081,0.174,0.215,-0.16,-0.119,0.123,-0.088,-0.114,-0.22,0.0,-0.156,-0.132
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,0.341,0.145,0.19,-0.264,0.095,0.136,0.491,-0.101,-0.078,0.147,-0.037,0.014,-0.249,-0.024,0.611,-0.226,0.087,0.061,0.076,0.037,-0.046,0.016,0.426,0.003,0.133,-0.181,0.208,0.08,0.202
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,-0.02,0.094,-0.052,0.144,-0.237,0.134,0.069,-0.138,0.12,-0.151,-0.34,-0.49,-0.293,0.194,-0.251,-0.142,-0.108,-0.056,0.153,-0.226,-0.242,0.036,-0.341,-0.247,-0.167,-0.208,-0.226,-0.311
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.395,0.064,-0.086,0.228,-0.318,0.129,-0.244,-0.348,-0.09,-0.094,-0.166,-0.306,-0.172,0.312,-0.212,-0.242,-0.076,-0.095,-0.043,-0.282,-0.21,0.311,-0.302,-0.415,-0.303,-0.129,-0.143,-0.363
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.091,0.107,-0.196,-0.089,-0.171,-0.01,0.165,-0.082,0.018,-0.022,-0.004,-0.016,-0.007,-0.085,0.059,-0.021,0.133,0.24,0.012,0.221,-0.038,0.033,-0.167,-0.222,0.032,-0.063,0.021
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023,-0.163,-0.446,0.036,-0.443,-0.272,0.109,-0.031,-0.106,-0.152,-0.158,0.019,-0.109,-0.056,0.026,-0.006,-0.064,-0.023,-0.026,0.185,-0.185,-0.127,-0.315,-0.283,-0.066,0.023
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.109,-0.054,-0.2,0.112,0.026,0.192,-0.266,-0.164,0.06,-0.074,-0.094,-0.275,-0.144,-0.176,-0.185,0.304,-0.136,0.0,-0.018,-0.106,-0.32,-0.237,0.147,-0.086,-0.146
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.302,0.05,-0.158,-0.246,0.108,-0.156,-0.195,-0.173,-0.129,0.048,-0.182,-0.047,-0.147,-0.176,-0.027,-0.027,-0.066,0.121,-0.093,-0.105,-0.282,0.101,-0.101,-0.082
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.138,-0.031,0.006,0.012,-0.262,0.049,-0.088,0.044,-0.08,-0.285,-0.128,-0.085,-0.07,0.145,0.052,0.116,-0.132,-0.003,-0.187,-0.101,-0.409,-0.077,-0.051
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.293,-0.204,-0.076,-0.024,-0.098,-0.247,-0.081,0.424,-0.229,0.037,-0.019,-0.057,-0.097,-0.06,-0.076,0.342,-0.122,-0.04,-0.23,0.069,-0.032,-0.029
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027,0.054,-0.211,-0.158,-0.118,-0.007,-0.25,-0.198,-0.125,-0.158,-0.036,0.182,-0.276,-0.023,-0.149,0.019,-0.315,-0.045,-0.172,-0.169,-0.258
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,-0.163,-0.169,0.157,-0.156,-0.109,-0.153,0.038,-0.132,0.128,0.35,0.013,0.09,-0.079,-0.159,-0.224,-0.122,0.049,-0.058,-0.142
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.127,-0.016,-0.039,-0.083,0.056,-0.106,-0.071,-0.05,0.023,0.054,-0.074,0.01,-0.073,-0.179,-0.279,-0.013,-0.132,-0.15,-0.173
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019,-0.339,-0.197,0.06,-0.46,-0.107,-0.319,-0.177,-0.048,-0.256,-0.121,-0.047,-0.089,-0.05,-0.3,-0.187,-0.139,-0.059
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.126,0.025,-0.063,-0.174,-0.113,-0.077,-0.046,0.06,-0.102,-0.214,0.175,-0.105,0.029,-0.148,-0.125,-0.114,0.24
