,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,0.023,0.002,-0.06,0.064,-0.072,-0.125,-0.021,-0.077,-0.021,-0.089,-0.115,-0.108,0.12,-0.128,0.018,-0.046,0.053,0.062,-0.08,0.059,-0.068,-0.124,-0.15,-0.028,-0.128,-0.037,0.121,-0.107,0.042,0.057,-0.039,0.071,-0.067,-0.073,0.032,-0.128,-0.045,0.148,-0.072,-0.161,-0.061,-0.114,-0.036,-0.035,-0.097,-0.053,0.119,-0.118,-0.001,-0.098,0.023,-0.025,-0.083,-0.057,-0.029,-0.005,-0.155
ctx-lh-lingual,,,,,,,,,,,,,-0.019,0.047,-0.067,0.01,0.148,0.048,0.023,-0.137,-0.087,0.11,0.063,-0.104,0.037,0.161,0.112,-0.208,-0.112,0.119,-0.131,-0.092,0.008,0.107,0.024,0.184,0.146,-0.361,-0.058,-0.182,0.121,-0.079,-0.142,-0.086,0.044,-0.249,0.023,0.06,-0.04,-0.039,0.152,0.124,0.032,-0.166,-0.127,0.153,0.02,-0.092,0.08,0.186,0.203,-0.193,-0.053,0.108,-0.09,-0.016,0.055,0.115
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.045,0.005,-0.098,-0.041,0.103,0.051,-0.041,-0.265,-0.144,-0.147,-0.029,-0.121,-0.005,-0.034,-0.039,-0.064,-0.055,0.075,-0.116,-0.045,-0.143,-0.055,-0.077,0.061,0.063,-0.041,-0.043,0.136,-0.006,0.006,-0.086,-0.029,0.021,-0.069,0.053,0.032,-0.138,0.015,0.116,0.166,-0.091,-0.18,-0.06,-0.091,0.042,-0.101,0.097,0.121,-0.079,-0.068,-0.065,0.048,-0.119,-0.047,-0.162
ctx-lh-middletemporal,,,,,,,,,,,,,,,0.079,-0.062,-0.063,-0.109,-0.08,0.07,-0.26,-0.104,-0.207,-0.02,-0.067,-0.044,-0.011,-0.051,0.002,-0.11,0.098,0.054,-0.127,-0.071,-0.164,-0.058,-0.019,0.096,0.017,0.042,-0.049,0.075,0.018,0.068,-0.049,0.076,-0.075,-0.06,0.047,-0.066,-0.098,-0.066,0.006,0.027,-0.186,-0.108,-0.149,-0.048,-0.064,-0.103,0.005,-0.106,-0.213,-0.133,0.033,-0.007,-0.019,-0.141
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,-0.076,-0.094,-0.006,-0.018,-0.126,-0.21,-0.019,-0.172,0.03,-0.001,-0.05,-0.086,-0.027,-0.02,-0.071,-0.037,0.114,0.091,0.053,0.007,-0.03,0.126,-0.101,0.083,0.106,0.08,0.158,0.016,-0.086,0.104,-0.085,-0.009,0.167,0.025,-0.092,-0.079,0.061,0.058,-0.085,-0.227,0.041,-0.175,0.027,-0.009,0.021,0.013,0.019,-0.006,-0.014,-0.049,0.046,0.059,-0.033
ctx-lh-paracentral,,,,,,,,,,,,,,,,,-0.083,0.019,-0.115,0.131,-0.292,-0.006,-0.346,-0.041,-0.066,0.171,-0.099,-0.022,-0.398,0.018,0.029,0.001,-0.304,-0.132,-0.204,0.145,0.042,-0.128,0.106,0.102,0.107,0.152,-0.096,0.104,-0.016,0.0,-0.057,0.027,-0.111,-0.317,0.047,0.085,0.009,0.208,-0.302,0.037,-0.291,-0.065,-0.036,0.233,-0.034,-0.076,-0.284,0.111,0.024,0.14,-0.236,-0.073
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,-0.075,-0.122,0.144,0.106,0.091,0.023,0.154,-0.024,0.007,0.053,0.029,0.032,0.043,0.107,-0.089,-0.208,-0.155,-0.045,-0.007,-0.179,0.152,-0.098,0.015,-0.063,-0.14,0.027,0.114,-0.172,0.153,-0.078,-0.106,-0.045,-0.05,-0.126,-0.157,-0.181,0.136,0.125,-0.019,0.015,0.007,0.07,-0.102,-0.066,-0.013,-0.033,-0.048,0.043,-0.072,-0.132,-0.189
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,0.038,-0.015,-0.057,0.074,-0.072,0.149,0.105,-0.09,0.002,-0.015,0.155,-0.041,0.065,0.012,-0.022,0.005,-0.098,0.015,-0.022,0.176,-0.067,-0.041,0.16,-0.039,0.208,-0.06,0.086,0.095,0.1,0.062,0.12,-0.005,-0.094,0.083,0.082,-0.022,0.004,0.064,-0.037,0.158,0.185,-0.038,0.075,-0.065,0.027,-0.041,0.031,0.057,-0.006,0.016
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,-0.014,-0.026,0.018,-0.095,0.209,-0.009,0.065,0.034,-0.016,0.022,0.026,0.089,-0.116,-0.252,-0.133,-0.122,-0.07,-0.038,0.074,-0.131,-0.095,0.125,-0.079,0.141,-0.014,-0.189,0.035,0.009,-0.029,0.008,-0.078,-0.11,-0.031,-0.063,0.006,0.036,-0.02,-0.067,0.096,0.061,-0.018,-0.017,-0.13,-0.09,-0.076,-0.009,-0.192,-0.154,-0.178
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,0.181,0.108,0.226,-0.113,0.03,0.105,0.071,0.041,0.104,0.168,-0.129,-0.093,-0.005,0.114,0.182,0.138,0.018,-0.038,-0.069,-0.073,0.06,-0.156,-0.162,0.087,-0.036,-0.117,-0.051,0.026,-0.055,0.145,0.187,0.016,0.043,-0.248,0.17,0.132,0.208,-0.039,0.055,0.079,0.1,0.109,0.102,0.137,-0.112,-0.058,-0.009,0.175
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.089,-0.105,-0.289,-0.052,0.133,-0.152,-0.016,-0.378,0.139,-0.054,0.007,-0.143,0.195,-0.245,0.444,-0.036,-0.138,0.082,-0.041,-0.187,-0.066,-0.32,-0.035,-0.064,-0.076,-0.263,-0.264,-0.219,-0.233,0.309,0.055,0.126,0.241,-0.281,0.157,-0.085,-0.225,-0.046,0.245,-0.019,-0.019,-0.323,0.229,-0.05,0.064,-0.086,0.231
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.087,0.033,-0.182,0.276,-0.023,0.212,-0.101,0.046,-0.027,-0.149,-0.263,-0.32,-0.054,-0.158,0.083,0.264,-0.183,0.043,0.148,-0.07,-0.065,0.1,-0.174,0.124,-0.167,-0.074,-0.027,0.013,-0.053,0.003,-0.095,0.145,0.085,-0.015,0.059,0.015,-0.226,0.117,-0.184,0.249,-0.057,-0.016,-0.013,-0.074,-0.317,-0.294
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,-0.148,-0.063,0.062,-0.139,-0.021,-0.225,0.035,0.042,-0.043,-0.206,0.047,-0.164,0.368,-0.075,0.006,0.049,0.01,-0.124,-0.026,-0.185,0.126,-0.068,0.063,-0.149,-0.163,-0.2,-0.283,0.137,-0.004,0.006,0.305,-0.147,0.105,-0.17,-0.097,0.042,0.149,-0.051,-0.034,-0.2,0.131,0.01,0.01,-0.118,0.052
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,0.243,0.05,0.14,-0.073,-0.001,0.02,-0.009,-0.142,-0.15,0.006,0.035,0.136,-0.022,-0.01,0.044,0.081,-0.021,-0.089,0.03,0.074,-0.103,-0.03,-0.024,-0.02,-0.083,0.134,0.205,0.21,-0.062,-0.227,0.086,-0.178,-0.105,-0.055,0.177,-0.0,0.098,-0.063,0.005,-0.001,0.072,-0.181,-0.104
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,-0.088,0.003,-0.065,-0.091,0.087,-0.116,-0.158,-0.185,0.043,-0.079,0.087,0.131,-0.041,-0.016,0.034,0.038,-0.051,-0.002,-0.166,0.046,-0.105,-0.054,0.033,-0.035,-0.026,0.094,0.039,-0.002,-0.053,-0.137,-0.021,0.029,-0.226,0.13,-0.0,0.03,-0.062,-0.051,0.07,-0.047,-0.146,-0.165
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,0.103,0.106,0.036,0.005,-0.062,-0.002,-0.002,-0.022,0.105,-0.106,0.209,-0.162,-0.001,-0.046,-0.132,0.13,0.054,-0.002,0.122,0.05,-0.14,-0.017,0.183,-0.047,-0.108,-0.146,0.115,0.194,0.177,0.14,0.14,0.165,-0.082,-0.015,0.049,0.095,0.009,-0.144,0.003,0.069,0.007
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,0.018,-0.03,0.1,-0.026,-0.312,-0.101,-0.008,0.161,-0.127,0.123,-0.052,0.11,-0.044,0.021,-0.03,0.112,-0.075,0.16,-0.014,-0.015,-0.049,-0.16,0.098,0.094,0.102,0.132,-0.102,-0.05,-0.08,-0.041,0.022,0.082,0.113,-0.18,-0.056,-0.072,0.005,0.025,-0.214,-0.078
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.279,0.179,-0.052,-0.042,0.046,0.116,-0.058,0.194,0.02,-0.11,0.041,-0.074,0.072,-0.084,-0.006,-0.051,0.076,-0.16,0.036,-0.095,0.011,-0.08,0.085,-0.065,-0.097,0.11,-0.061,0.192,-0.068,0.117,0.059,0.088,-0.067,-0.103,-0.13,0.2,-0.056,-0.045,0.046,0.124
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.176,0.066,0.052,-0.346,-0.01,-0.123,0.115,-0.059,-0.04,0.045,-0.138,-0.054,-0.034,-0.123,-0.063,0.028,-0.074,-0.118,-0.038,-0.069,-0.327,-0.063,0.137,0.123,0.143,-0.275,-0.06,-0.21,-0.118,0.011,0.074,0.021,-0.258,-0.332,-0.146,0.012,0.063,-0.15,-0.09
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,-0.169,-0.194,-0.137,0.007,-0.107,-0.084,0.2,-0.06,0.071,-0.033,-0.114,-0.08,0.186,-0.099,0.047,-0.128,-0.142,-0.027,0.071,-0.021,-0.1,-0.152,0.207,0.148,-0.057,0.043,-0.064,-0.126,-0.104,-0.223,0.182,-0.081,-0.072,-0.03,-0.091,-0.113,-0.077
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.124,-0.057,0.038,0.08,0.009,0.017,-0.048,0.001,-0.124,0.019,-0.103,-0.036,-0.137,0.069,-0.081,0.06,0.015,-0.066,0.056,0.02,0.075,0.115,-0.096,-0.014,-0.02,0.042,-0.031,0.05,0.005,0.14,-0.074,-0.092,-0.032,-0.1,-0.068,-0.036,-0.08
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.016,-0.036,-0.104,0.018,-0.123,0.159,0.101,-0.019,0.172,0.034,-0.079,-0.042,-0.085,-0.153,0.127,0.165,0.037,-0.095,0.023,-0.001,-0.104,0.027,-0.082,0.022,0.011,-0.162,-0.072,0.002,0.015,-0.094,-0.065,-0.118,0.131,-0.017,0.034
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.083,-0.191,0.001,0.026,-0.005,0.022,0.149,0.099,0.129,-0.073,0.076,-0.036,-0.007,-0.066,0.017,0.081,-0.267,-0.076,0.115,-0.101,0.048,-0.099,-0.148,-0.14,-0.062,-0.132,0.15,-0.155,0.095,-0.207,-0.022,0.074,0.063,-0.15,-0.046
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.141,-0.091,0.132,-0.03,0.092,-0.057,-0.007,-0.139,0.067,-0.241,0.075,-0.211,-0.12,-0.006,-0.008,-0.207,-0.142,-0.301,0.14,0.205,-0.277,0.087,-0.099,-0.237,-0.071,-0.206,0.193,-0.004,0.001,0.009,0.056,-0.03,-0.202
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.097,0.051,-0.056,-0.116,0.095,-0.159,-0.004,-0.051,-0.123,-0.022,-0.068,-0.193,0.006,-0.09,0.026,-0.035,0.056,0.189,-0.155,-0.011,-0.077,0.038,0.016,0.0,0.039,-0.022,-0.23,0.043,0.06,-0.036,-0.107,-0.107
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045,0.194,-0.111,0.021,-0.138,-0.103,-0.078,0.031,-0.223,0.18,-0.038,-0.241,-0.022,0.176,-0.176,-0.146,-0.277,0.191,0.404,-0.289,0.305,-0.047,-0.162,-0.018,-0.106,0.223,0.114,-0.069,0.06,-0.068,-0.017,-0.211
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,-0.045,0.116,0.034,0.081,0.21,0.02,0.037,0.075,0.119,0.016,0.128,0.031,-0.025,0.037,0.018,-0.017,-0.013,0.144,-0.05,0.15,0.107,0.042,-0.08,0.051,-0.004,-0.042,0.194,0.088,-0.049,-0.067
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.105,-0.211,0.267,-0.169,-0.096,-0.087,0.089,-0.369,0.09,0.019,-0.115,-0.093,0.201,0.201,0.188,-0.035,-0.126,0.256,0.023,0.03,0.241,0.241,0.168,-0.143,-0.064,0.097,-0.014,-0.057,-0.017,0.144
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,-0.007,0.164,0.105,0.023,-0.109,-0.022,-0.125,0.041,0.068,0.13,-0.087,-0.147,-0.112,-0.034,0.041,-0.126,0.081,0.045,-0.068,-0.145,-0.001,0.102,-0.037,-0.011,-0.077,0.025,-0.049,-0.029
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.11,0.006,-0.248,0.022,-0.147,-0.007,0.024,0.032,0.074,-0.126,-0.106,-0.111,-0.079,-0.13,0.038,-0.022,0.035,0.031,-0.082,0.197,-0.142,-0.145,0.025,-0.132,0.138,0.134,0.042
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.068,0.297,-0.004,0.113,0.056,0.129,-0.009,0.029,0.093,0.068,0.215,0.164,0.048,-0.107,0.205,-0.089,0.108,-0.001,0.01,-0.002,0.176,-0.008,-0.008,0.182,0.051,0.014,-0.05
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,-0.085,0.033,-0.023,-0.008,0.053,0.164,0.109,-0.174,-0.09,-0.13,-0.111,-0.113,-0.059,-0.014,0.044,0.008,-0.095,0.045,-0.046,-0.11,-0.113,-0.128,0.075,0.099,-0.041
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018,0.086,-0.201,0.019,0.141,0.035,-0.125,0.136,0.325,0.293,-0.158,-0.306,0.058,-0.186,0.001,-0.09,0.226,0.081,0.041,-0.081,-0.084,0.003,0.124,-0.163,-0.135
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.079,-0.044,-0.058,0.061,-0.102,0.052,-0.057,-0.051,-0.113,0.055,0.008,0.086,0.096,0.005,0.078,-0.042,0.147,-0.121,-0.007,0.051,-0.093,-0.053,0.099,0.05
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,-0.137,-0.073,0.121,-0.046,-0.203,-0.037,-0.133,-0.059,-0.03,-0.17,-0.012,0.077,-0.192,0.053,-0.107,0.09,-0.012,-0.106,-0.003,-0.151,-0.025,-0.23
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,0.06,-0.058,-0.034,0.09,0.086,0.037,-0.155,-0.123,0.116,0.03,-0.135,0.07,0.105,0.164,-0.214,-0.066,0.036,-0.133,-0.015,0.046,0.08
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052,0.032,-0.099,0.042,0.144,0.124,-0.109,-0.218,-0.063,-0.088,0.036,-0.15,0.18,0.086,0.035,-0.163,-0.125,0.062,-0.101,-0.108,-0.21
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146,0.018,-0.106,0.052,0.036,0.013,-0.228,-0.072,-0.142,-0.018,-0.067,-0.133,-0.042,-0.067,-0.128,-0.195,0.032,0.071,0.025,-0.184
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.133,-0.046,0.099,0.106,-0.035,-0.291,0.044,-0.228,0.002,0.068,0.08,0.072,0.038,-0.032,-0.031,-0.004,0.033,0.047,-0.051
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.033,0.034,0.219,-0.261,0.072,-0.259,-0.054,-0.014,0.237,-0.013,-0.102,-0.213,0.164,0.021,0.095,-0.16,-0.006
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.119,-0.207,0.14,0.286,-0.106,0.129,0.115,-0.023,-0.108,-0.067,0.096,0.045,-0.066,0.163,-0.129,-0.052,-0.186
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,-0.021,0.034,-0.001,0.012,0.204,0.142,-0.068,0.072,-0.055,0.166,-0.162,0.029,-0.093,0.15,-0.129
