,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,-0.137,-0.01,-0.221,-0.17,-0.097,-0.07,-0.067,-0.032,-0.254,-0.291,-0.103,0.057,-0.035,-0.11,0.185,-0.055,0.145,-0.309,0.108,0.083,-0.217,-0.293,-0.508,-0.054,0.12,0.14,-0.027,0.031,-0.054,0.305,0.21,-0.069,-0.084,-0.034,-0.176,0.079,-0.11,-0.003,-0.092,0.225,0.033,0.1,-0.206,-0.295,-0.13,-0.043,0.067,0.214,0.079,-0.025,0.291,-0.437,0.124,0.373,-0.185,-0.301,-0.31
ctx-lh-lingual,,,,,,,,,,,,,-0.125,-0.152,0.002,-0.347,0.196,-0.001,0.251,0.122,-0.282,-0.168,-0.159,-0.126,0.146,0.145,0.129,0.03,-0.142,-0.001,0.121,-0.24,-0.068,-0.071,-0.043,-0.008,0.05,-0.125,0.036,-0.149,-0.124,-0.255,-0.375,0.127,-0.059,-0.048,-0.095,-0.228,0.229,-0.343,0.214,-0.085,0.165,0.031,-0.167,-0.143,-0.172,-0.133,0.03,-0.025,0.194,0.047,-0.213,0.12,-0.337,-0.313,-0.263,-0.177
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.107,0.089,-0.156,-0.101,-0.016,-0.18,-0.213,-0.272,0.014,-0.133,0.157,0.073,0.111,-0.119,0.185,-0.283,0.046,-0.002,-0.172,-0.112,-0.173,-0.095,0.095,0.07,-0.14,0.073,-0.099,0.482,0.137,0.208,-0.169,-0.041,-0.208,-0.006,-0.078,0.107,-0.202,0.123,0.17,0.016,-0.255,-0.221,0.192,-0.095,0.191,0.313,0.064,-0.066,0.148,-0.393,0.108,0.117,-0.248,-0.09,-0.098
ctx-lh-middletemporal,,,,,,,,,,,,,,,0.034,-0.071,0.222,0.113,0.128,-0.252,-0.081,-0.215,-0.013,-0.019,-0.24,-0.144,-0.031,0.083,-0.004,0.035,-0.121,-0.209,0.076,-0.276,0.074,-0.213,0.165,0.099,-0.168,-0.127,0.272,-0.041,0.059,-0.09,-0.093,0.019,-0.171,0.031,-0.088,-0.0,0.111,0.104,-0.052,-0.084,-0.124,-0.111,-0.002,0.102,-0.173,-0.01,-0.14,0.123,0.203,-0.09,0.076,-0.063,-0.093,-0.176
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,0.23,-0.298,-0.082,-0.209,0.178,0.116,0.106,-0.02,0.468,0.115,-0.046,0.156,-0.02,-0.105,-0.285,-0.105,-0.206,0.071,-0.203,0.069,-0.106,0.04,0.186,-0.184,-0.17,0.182,-0.252,0.215,0.042,0.014,0.026,0.049,-0.109,0.159,0.143,-0.239,-0.033,-0.202,-0.057,0.036,0.284,-0.125,0.339,-0.055,-0.019,0.124,-0.072,-0.026,-0.144,-0.118,-0.172,-0.001,-0.18
ctx-lh-paracentral,,,,,,,,,,,,,,,,,0.155,-0.026,0.011,-0.118,-0.259,-0.043,-0.044,-0.289,-0.108,0.102,-0.037,-0.07,-0.179,0.083,0.044,0.153,0.093,0.219,-0.315,0.31,0.198,-0.392,0.099,-0.193,-0.329,0.089,-0.18,-0.436,-0.129,-0.408,-0.236,-0.428,0.144,-0.16,0.213,0.053,0.037,-0.062,-0.459,0.11,-0.24,-0.258,-0.024,0.193,0.092,-0.168,-0.294,0.024,-0.023,-0.02,0.105,0.241
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,0.019,0.197,0.229,-0.006,-0.158,0.096,-0.082,-0.163,0.077,0.127,-0.076,0.047,0.035,0.211,0.051,-0.249,0.023,-0.189,-0.221,-0.015,0.151,-0.088,0.153,-0.187,-0.05,-0.09,0.089,-0.142,0.09,-0.064,0.046,-0.329,0.094,-0.181,-0.138,-0.2,0.13,0.124,-0.351,-0.043,-0.166,-0.094,0.002,0.035,-0.021,-0.132,-0.221,-0.131,-0.147,-0.158,-0.1
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,-0.056,-0.039,-0.018,-0.039,-0.047,0.011,-0.12,-0.025,-0.064,-0.096,0.009,0.038,-0.041,0.079,-0.035,-0.176,0.005,-0.058,0.07,-0.044,-0.173,-0.043,0.13,-0.032,0.082,-0.139,-0.011,0.167,-0.091,0.02,-0.112,0.1,0.094,-0.137,-0.132,-0.009,0.039,-0.124,0.096,0.091,-0.009,0.007,-0.006,0.118,-0.053,0.05,0.135,0.005,0.014,-0.047
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,0.081,-0.047,-0.208,-0.041,-0.138,-0.21,0.149,-0.034,-0.073,-0.022,0.066,0.126,-0.1,-0.203,0.048,-0.18,-0.131,-0.223,0.126,-0.113,0.004,-0.129,0.021,-0.093,0.174,-0.148,0.257,-0.145,-0.16,-0.281,-0.141,-0.092,-0.251,-0.001,0.011,-0.087,-0.37,-0.12,-0.229,-0.107,-0.063,-0.135,0.117,-0.154,-0.09,-0.023,-0.098,-0.102,-0.15
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,-0.192,-0.159,-0.079,-0.116,-0.001,0.123,-0.127,0.05,-0.298,-0.028,-0.046,0.068,-0.297,0.009,-0.207,0.014,0.081,-0.007,0.2,0.172,-0.043,-0.084,-0.272,0.13,0.056,0.16,-0.086,-0.153,0.299,0.007,0.154,-0.067,0.064,0.006,-0.121,-0.107,-0.106,-0.175,0.02,-0.051,-0.03,-0.008,-0.16,0.194,-0.268,-0.046,-0.34,-0.071
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.044,-0.008,-0.118,-0.089,0.133,0.075,0.048,-0.096,0.188,0.002,0.072,-0.189,0.026,-0.348,0.16,0.175,-0.417,0.204,-0.31,-0.078,-0.133,-0.195,-0.407,-0.136,-0.328,-0.224,-0.076,-0.095,-0.236,0.046,-0.2,0.125,-0.16,-0.454,0.014,0.066,-0.216,-0.03,0.284,0.248,-0.111,-0.262,0.019,-0.181,-0.042,0.038,0.131
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.216,0.099,-0.112,0.119,-0.168,0.004,-0.336,-0.095,0.073,-0.227,-0.179,-0.261,-0.095,-0.308,0.498,-0.232,-0.166,-0.053,0.401,-0.059,0.147,-0.201,0.031,-0.403,0.148,0.025,0.116,-0.051,-0.068,-0.019,-0.185,-0.159,0.042,-0.047,0.099,0.222,0.018,0.33,-0.066,0.066,-0.158,-0.049,-0.06,0.029,-0.318,-0.217
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,-0.202,-0.118,-0.063,-0.026,-0.076,-0.099,0.12,0.021,0.263,-0.185,0.165,-0.371,0.155,-0.055,-0.344,0.256,-0.072,-0.347,0.196,-0.1,-0.175,0.07,-0.102,-0.09,-0.135,-0.14,-0.041,-0.024,-0.186,-0.146,-0.134,-0.346,0.073,-0.328,-0.295,-0.143,-0.007,0.06,-0.132,-0.231,-0.076,-0.114,0.087,0.039,0.103
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,0.109,0.071,-0.075,-0.073,-0.068,-0.078,-0.261,0.159,-0.112,-0.063,0.22,-0.101,0.131,-0.095,0.029,-0.068,0.209,-0.062,0.305,-0.38,0.05,-0.252,0.281,0.006,0.502,-0.137,-0.204,0.202,-0.034,-0.109,-0.247,0.187,-0.313,0.338,0.306,0.148,0.052,-0.08,0.194,-0.057,-0.16,0.076,-0.265,-0.062
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009,-0.135,0.248,-0.366,-0.108,-0.029,-0.347,-0.198,-0.066,-0.026,0.013,0.267,0.089,-0.101,0.029,0.403,-0.056,0.351,-0.046,-0.205,0.144,0.17,-0.09,0.118,0.053,-0.019,0.06,-0.071,-0.023,-0.011,0.146,-0.028,0.321,0.357,0.206,-0.095,0.231,-0.24,0.049,0.025,-0.208,-0.059,-0.012
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,-0.055,0.031,-0.051,0.204,0.019,-0.17,0.102,-0.108,0.005,-0.045,0.141,-0.143,0.165,-0.194,0.185,0.032,0.242,0.081,0.11,-0.013,-0.052,-0.349,0.283,-0.086,-0.135,0.026,0.025,0.183,-0.071,0.045,0.107,-0.001,0.089,-0.034,0.027,-0.0,-0.016,-0.061,-0.177,0.217,0.171
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,-0.24,-0.074,0.035,0.072,-0.195,-0.139,-0.139,-0.216,0.108,0.041,-0.151,0.099,-0.073,0.027,0.185,-0.071,0.038,0.133,-0.03,-0.162,-0.062,0.014,-0.057,-0.087,-0.053,-0.05,0.04,-0.048,-0.014,-0.046,0.053,0.112,0.017,0.128,-0.112,-0.135,-0.039,0.043,-0.041,-0.165
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277,-0.264,0.206,0.205,-0.167,0.218,-0.149,0.021,-0.373,-0.002,0.085,0.031,-0.338,-0.102,-0.015,0.111,0.189,0.068,0.277,0.179,0.218,-0.004,-0.208,-0.047,-0.133,0.137,-0.033,-0.02,-0.072,-0.11,0.197,-0.17,0.251,-0.266,-0.002,-0.179,-0.151,0.008,-0.073,0.12
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217,-0.043,-0.006,0.034,-0.315,-0.256,-0.367,0.212,-0.11,0.089,-0.107,0.227,0.046,-0.013,-0.176,-0.303,0.002,-0.311,-0.201,0.077,-0.242,-0.068,-0.243,-0.318,-0.038,-0.251,-0.277,-0.119,0.007,-0.215,-0.159,-0.356,0.233,-0.269,-0.026,-0.105,-0.053,-0.147,-0.481
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252,-0.022,-0.083,0.249,0.141,-0.066,-0.164,0.008,0.067,-0.031,-0.165,-0.2,-0.076,0.218,-0.001,0.074,-0.168,-0.069,-0.261,0.045,0.033,-0.144,-0.048,-0.059,0.233,-0.196,0.187,-0.041,-0.038,0.033,-0.045,-0.02,-0.022,-0.115,-0.098,-0.021,-0.132,0.121
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039,0.008,-0.126,-0.044,0.045,0.064,0.085,-0.066,-0.145,0.078,0.005,-0.282,-0.093,-0.128,-0.116,0.078,-0.3,0.028,-0.027,0.29,-0.016,0.184,-0.131,-0.145,0.056,0.055,-0.245,0.098,0.146,-0.03,0.298,-0.059,0.233,-0.051,-0.121,-0.062,-0.117
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.248,-0.21,-0.054,-0.125,0.26,0.005,0.091,-0.039,0.144,0.087,0.009,0.088,-0.115,0.015,-0.017,-0.166,-0.181,-0.073,-0.036,0.178,-0.134,-0.055,0.036,-0.275,0.231,0.063,-0.251,-0.086,-0.004,0.12,-0.149,0.012,0.12,0.081,-0.156,-0.212
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.157,0.09,-0.207,-0.042,-0.303,0.019,-0.062,0.029,0.077,-0.011,0.101,-0.346,0.102,-0.116,0.029,0.138,0.08,-0.139,-0.282,-0.146,-0.125,-0.096,-0.303,0.018,-0.045,-0.011,-0.088,-0.179,-0.052,-0.066,-0.053,-0.058,-0.139,-0.022,-0.281
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.158,0.095,0.158,-0.08,0.042,-0.173,0.032,-0.185,-0.12,-0.013,-0.16,-0.156,-0.135,-0.247,-0.33,0.181,0.16,-0.339,-0.047,-0.015,0.226,-0.246,0.317,-0.008,-0.026,0.201,-0.126,0.328,-0.363,0.098,-0.03,-0.253,-0.297,0.136
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.171,-0.152,-0.084,0.072,-0.006,0.24,0.2,0.112,-0.032,-0.105,-0.038,0.046,0.08,0.265,-0.373,-0.052,-0.029,-0.199,-0.155,-0.251,-0.221,-0.329,0.137,-0.127,-0.222,-0.211,-0.071,0.016,-0.131,-0.019,0.057,-0.006,-0.3
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,-0.132,0.086,0.199,-0.053,0.024,-0.135,0.089,0.173,-0.081,0.13,-0.163,0.018,0.112,-0.073,-0.109,-0.076,0.07,0.122,-0.33,0.258,-0.155,-0.17,0.06,-0.003,0.11,-0.314,0.04,0.014,0.159,-0.039,0.022
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,-0.008,0.096,-0.082,0.107,0.299,-0.053,0.246,0.145,-0.031,-0.027,-0.029,0.146,-0.06,0.157,-0.178,0.016,0.146,0.318,-0.031,0.098,0.107,-0.025,0.135,-0.445,0.306,-0.134,-0.025,0.209,0.255,0.138
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,-0.205,0.039,-0.161,-0.126,-0.095,-0.094,0.003,0.124,-0.088,0.307,-0.5,0.036,-0.114,-0.075,0.028,-0.32,-0.223,-0.306,-0.103,0.013,-0.118,-0.001,-0.037,-0.254,-0.087,-0.153,-0.222,-0.239,-0.302
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.066,0.064,-0.039,-0.393,0.061,0.019,0.096,-0.012,-0.09,-0.192,0.054,0.023,-0.123,0.188,0.176,0.243,-0.352,0.262,-0.055,-0.035,-0.234,-0.056,0.011,-0.062,0.053,-0.022,0.152,0.008,0.064
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,-0.142,-0.195,0.323,0.11,-0.057,0.019,-0.146,-0.069,-0.26,0.099,-0.042,0.176,0.062,-0.373,-0.06,-0.154,-0.034,-0.088,-0.005,0.042,0.033,-0.244,-0.046,0.148,-0.202,-0.028,-0.221
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.043,0.288,-0.023,0.218,-0.133,0.383,0.301,0.344,-0.149,-0.288,0.272,-0.101,-0.031,-0.108,0.3,-0.355,0.236,0.197,-0.251,-0.088,-0.34,0.575,-0.043,-0.05,0.23,-0.196,-0.025
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.327,0.039,0.199,-0.177,0.215,0.111,-0.096,-0.022,0.013,0.154,0.021,0.121,-0.05,-0.062,0.11,-0.171,0.014,0.066,-0.107,-0.108,0.084,-0.087,0.335,0.023,-0.146,-0.247
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.395,-0.13,-0.326,0.31,0.009,0.322,-0.098,-0.157,0.259,-0.065,-0.22,-0.2,0.216,-0.19,0.316,0.296,0.077,0.222,-0.149,0.192,-0.132,-0.139,0.09,-0.119,-0.166
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.063,0.199,-0.041,-0.104,0.1,-0.437,0.21,-0.027,0.174,0.241,-0.284,-0.208,-0.211,-0.274,-0.143,0.137,-0.095,0.029,-0.23,0.107,-0.045,-0.039,-0.24,-0.09
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042,0.044,0.002,-0.124,-0.003,0.154,0.047,0.198,-0.035,-0.054,-0.002,0.068,0.145,0.204,-0.025,0.039,0.204,-0.33,0.152,0.23,-0.003,-0.194,-0.005
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.043,0.042,-0.272,0.182,0.042,0.13,0.059,-0.285,-0.147,-0.271,-0.173,-0.063,-0.032,0.048,0.007,-0.067,0.012,-0.275,-0.121,-0.17,0.012
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,0.198,-0.119,-0.166,0.179,-0.052,-0.153,-0.243,0.241,-0.226,0.301,0.294,-0.021,-0.056,0.184,-0.155,-0.034,0.037,-0.167,-0.129,-0.192
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.113,-0.272,0.084,0.26,-0.015,-0.143,-0.22,0.075,-0.269,0.031,-0.04,0.001,-0.23,0.041,0.214,0.009,-0.014,0.026,-0.064,-0.134
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,-0.23,-0.197,-0.156,0.277,-0.138,0.197,-0.289,0.472,0.088,-0.225,0.017,0.252,-0.05,-0.161,-0.127,-0.096,-0.102,-0.2
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,0.111,-0.09,-0.066,-0.284,0.084,-0.146,-0.237,-0.053,0.198,0.006,-0.184,-0.383,-0.041,-0.163,-0.196,0.13,0.192
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,-0.005,0.087,0.201,-0.259,0.18,-0.231,-0.143,0.035,-0.008,-0.092,-0.008,-0.158,-0.189,0.046,0.115,0.221
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,-0.059,-0.143,-0.052,-0.132,0.292,0.092,-0.019,-0.069,-0.103,0.029,-0.114,0.447,0.255,-0.003,-0.296
