,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,0.167,-0.06,-0.249,0.236,0.004,-0.217,-0.069,-0.178,0.156,-0.079,-0.257,-0.068,0.033,-0.082,-0.129,-0.065,0.016,-0.046,-0.242,-0.063,-0.182,0.02,-0.085,-0.124,-0.023,0.028,0.171,-0.053,0.185,0.023,-0.072,0.065,0.242,-0.105,0.247,-0.042,-0.088,0.194,0.027,-0.08,-0.143,-0.141,0.275,-0.031,-0.128,0.029,0.106,-0.006,0.037,-0.021,0.046,-0.026,-0.121,-0.024,-0.025,0.053,-0.119
ctx-lh-lingual,,,,,,,,,,,,,-0.035,0.278,0.036,-0.133,0.143,0.171,0.149,-0.125,-0.121,0.212,-0.076,-0.096,-0.062,0.147,-0.007,-0.24,-0.094,0.233,0.02,0.185,0.038,0.206,-0.061,0.066,0.07,-0.28,0.037,-0.266,0.111,0.049,-0.036,-0.168,0.039,-0.221,-0.087,0.202,-0.049,-0.129,0.091,0.124,0.081,-0.124,-0.149,0.249,-0.085,-0.082,0.037,0.211,-0.06,-0.251,-0.036,0.126,0.059,0.204,0.105,0.224
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.08,0.03,-0.048,0.028,0.049,-0.027,0.039,-0.305,-0.087,-0.285,0.049,-0.061,-0.117,-0.092,-0.068,-0.073,-0.105,-0.015,-0.201,0.035,-0.061,0.002,-0.094,-0.028,-0.032,-0.156,0.122,0.065,0.11,-0.009,0.172,0.008,0.04,-0.086,0.06,0.111,-0.145,-0.044,0.022,0.031,0.091,-0.258,-0.097,-0.202,0.091,0.063,-0.067,0.035,-0.092,-0.083,-0.071,-0.001,0.091,0.006,-0.082
ctx-lh-middletemporal,,,,,,,,,,,,,,,0.096,-0.027,0.013,-0.089,-0.041,0.088,-0.085,0.048,-0.059,0.187,-0.061,-0.112,-0.05,-0.036,0.217,-0.039,-0.088,-0.039,-0.012,-0.039,-0.083,0.117,-0.014,0.211,-0.146,0.086,-0.113,-0.166,0.102,0.17,-0.274,0.219,-0.085,-0.15,-0.089,-0.003,0.009,-0.147,-0.033,0.016,-0.072,0.129,-0.062,0.143,-0.004,-0.124,0.012,-0.125,0.008,-0.098,-0.117,-0.027,-0.031,-0.023
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,-0.12,-0.038,0.286,0.052,-0.037,-0.192,0.021,-0.197,-0.091,-0.057,0.067,-0.092,-0.112,0.056,0.059,-0.013,0.039,0.046,0.117,0.1,0.053,-0.033,-0.077,0.029,0.102,-0.148,0.231,-0.033,-0.047,0.283,0.04,-0.073,0.154,0.057,-0.072,0.058,0.269,0.206,-0.113,-0.093,0.046,-0.064,-0.061,0.053,0.004,0.007,-0.08,0.212,0.021,-0.008,0.057,0.061,0.146
ctx-lh-paracentral,,,,,,,,,,,,,,,,,-0.238,0.015,-0.232,0.008,-0.261,0.017,-0.31,-0.058,-0.02,0.242,-0.142,-0.045,-0.339,-0.043,0.035,0.092,-0.296,-0.013,-0.126,0.128,0.052,-0.309,0.093,-0.029,0.014,0.177,-0.001,-0.125,0.087,-0.169,-0.036,0.102,-0.038,-0.332,-0.014,0.037,-0.002,0.037,-0.313,0.062,-0.277,-0.026,0.179,0.353,-0.036,-0.087,-0.344,0.068,-0.023,0.199,-0.227,-0.096
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,-0.27,-0.094,0.085,0.0,-0.039,0.011,0.165,-0.069,-0.123,-0.087,0.087,-0.092,-0.005,0.173,-0.035,-0.207,-0.178,-0.178,-0.079,0.047,0.137,-0.176,0.064,0.16,-0.264,0.165,0.113,-0.176,0.153,0.053,-0.173,0.006,-0.151,-0.041,-0.168,-0.187,0.135,-0.021,-0.017,-0.153,0.074,-0.066,-0.097,-0.135,0.084,-0.187,-0.12,0.137,-0.019,-0.244,-0.229
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,-0.188,0.079,-0.186,-0.111,-0.185,0.324,0.085,-0.319,0.029,-0.098,0.068,-0.335,-0.134,-0.122,-0.166,-0.192,-0.057,-0.008,0.032,0.238,-0.156,0.145,0.134,-0.086,0.305,0.148,-0.022,0.25,0.105,0.013,0.11,-0.092,-0.21,-0.123,-0.136,0.141,-0.077,0.023,-0.082,0.34,0.117,-0.088,0.113,-0.072,0.021,-0.24,-0.124,0.045,-0.09,-0.112
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,0.08,-0.114,0.003,-0.133,0.126,0.012,-0.1,-0.154,0.031,0.023,-0.072,-0.136,-0.023,-0.26,-0.101,-0.143,-0.026,0.048,0.177,-0.154,0.107,0.142,-0.086,0.16,0.144,-0.094,0.212,0.055,-0.08,-0.047,-0.183,0.002,-0.066,-0.072,0.055,-0.153,0.068,-0.2,0.078,0.065,-0.031,-0.074,0.019,-0.101,-0.08,-0.055,-0.052,-0.259,-0.12
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,0.01,0.177,0.004,-0.141,0.045,0.084,-0.071,0.125,-0.056,0.124,-0.027,0.135,-0.122,0.158,0.004,0.03,-0.093,-0.089,0.077,-0.116,-0.0,0.131,-0.08,-0.028,0.115,-0.141,0.057,0.085,0.09,-0.072,0.07,0.099,0.063,-0.184,-0.005,0.165,0.023,-0.113,0.02,0.079,-0.064,0.073,-0.018,0.099,0.027,0.251,-0.076,0.156
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.117,-0.13,-0.131,-0.136,0.223,-0.212,0.015,-0.292,0.229,-0.026,0.019,-0.087,0.184,-0.166,0.385,-0.043,-0.307,0.249,-0.047,-0.18,0.11,-0.187,-0.186,-0.011,-0.249,-0.343,-0.102,-0.041,-0.203,0.237,-0.177,0.029,0.029,-0.359,0.25,-0.136,-0.113,-0.026,0.261,-0.139,-0.036,-0.309,0.263,-0.058,0.157,-0.072,0.186
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.089,0.179,-0.071,0.197,0.087,0.195,0.057,0.005,0.101,-0.144,-0.288,-0.119,0.118,-0.126,-0.03,0.207,-0.315,0.032,0.163,-0.169,0.045,0.012,-0.282,0.192,-0.192,-0.104,0.136,0.039,-0.131,-0.259,-0.088,0.181,0.115,-0.109,0.051,0.168,-0.068,-0.015,-0.098,0.131,0.035,-0.123,-0.083,-0.089,-0.223,-0.217
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,-0.055,-0.062,0.2,-0.203,0.042,-0.184,0.15,0.051,0.007,-0.199,0.036,-0.154,0.245,-0.045,-0.222,0.11,-0.008,-0.047,0.019,-0.033,-0.041,-0.125,-0.112,-0.226,-0.109,-0.033,-0.25,0.139,-0.197,-0.053,0.101,-0.295,0.164,-0.325,-0.04,-0.044,0.267,-0.153,0.008,-0.251,0.165,0.067,0.103,-0.163,0.034
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,-0.047,0.091,0.049,0.026,0.08,0.015,0.04,-0.059,-0.12,-0.033,-0.04,-0.158,-0.119,-0.027,-0.062,-0.051,-0.028,-0.021,-0.085,0.056,-0.021,-0.05,-0.031,0.075,-0.098,-0.074,-0.018,0.174,0.048,-0.076,-0.115,0.128,-0.103,-0.057,-0.031,-0.02,-0.055,0.045,0.068,0.015,-0.067,0.061,-0.02,-0.004
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.134,-0.046,0.055,0.023,-0.14,0.069,-0.118,-0.1,-0.163,0.063,-0.089,0.038,0.136,-0.211,-0.039,0.099,0.093,-0.085,0.155,-0.046,0.029,-0.05,0.034,0.037,0.066,-0.123,0.078,0.029,0.013,-0.074,-0.127,-0.073,0.061,-0.122,0.019,-0.016,0.179,0.003,-0.03,0.031,0.039,-0.117,-0.167
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.158,0.134,-0.012,-0.104,-0.08,0.047,-0.004,-0.001,0.107,-0.093,0.214,-0.188,0.086,-0.016,-0.206,0.067,0.177,-0.131,0.232,-0.045,-0.277,0.068,0.252,-0.123,-0.209,-0.141,0.098,0.243,0.215,0.229,0.049,-0.005,-0.097,0.027,0.138,0.083,0.014,-0.216,0.012,0.04,0.031
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.145,-0.004,-0.126,-0.009,0.081,-0.301,-0.071,-0.136,0.117,-0.092,-0.136,-0.028,0.119,-0.061,0.086,-0.083,0.115,0.054,0.042,0.02,0.015,-0.031,-0.083,-0.036,0.057,0.054,-0.062,-0.15,0.088,-0.213,0.021,0.004,0.016,0.046,-0.087,-0.09,-0.05,0.021,0.204,-0.2,-0.098
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.086,0.199,0.07,-0.148,0.172,0.189,-0.022,0.183,-0.009,-0.095,0.107,-0.349,0.096,-0.233,0.043,-0.219,0.036,-0.189,-0.062,-0.147,0.012,-0.142,0.091,0.002,0.065,0.194,-0.07,0.256,0.01,0.04,0.118,0.288,-0.079,-0.137,-0.117,0.256,-0.129,-0.071,0.084,0.145
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,-0.083,-0.082,-0.275,-0.043,-0.156,0.09,0.099,-0.231,-0.043,-0.047,0.044,0.053,-0.016,-0.029,-0.1,-0.139,-0.104,-0.018,-0.074,-0.276,-0.01,-0.048,-0.046,-0.052,-0.364,0.104,-0.245,0.024,0.038,0.094,0.019,-0.164,-0.437,-0.16,-0.052,0.028,-0.214,-0.09
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,-0.129,0.044,0.05,0.019,0.066,-0.146,0.192,-0.003,-0.002,-0.111,-0.223,0.017,0.11,-0.275,0.131,-0.297,-0.318,0.029,0.052,-0.037,-0.354,-0.208,0.166,0.129,0.036,0.165,-0.088,-0.143,-0.126,-0.235,0.163,-0.054,-0.09,-0.186,-0.095,-0.004,0.029
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102,0.107,0.05,0.036,0.13,0.037,-0.053,-0.012,0.048,-0.03,0.08,0.027,-0.072,-0.008,0.058,-0.018,-0.007,0.028,-0.006,0.143,-0.057,0.006,0.006,0.039,0.125,0.122,0.108,0.179,0.056,0.14,0.022,-0.009,0.162,-0.071,-0.113,0.021,0.124
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,-0.049,0.057,-0.001,0.036,0.033,-0.08,0.195,-0.116,0.118,-0.003,0.015,-0.095,0.198,-0.147,0.093,-0.073,0.108,0.057,-0.066,0.025,0.028,0.048,-0.132,0.078,-0.02,-0.104,-0.027,0.143,-0.075,-0.094,-0.129,0.011,-0.012,0.051,0.012
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013,-0.082,0.003,-0.062,-0.135,0.08,0.179,0.031,0.31,-0.123,0.104,0.12,0.004,-0.095,0.08,0.042,-0.195,-0.04,-0.039,-0.136,-0.092,-0.121,-0.16,-0.135,-0.098,-0.02,0.098,-0.165,0.157,-0.28,-0.003,0.026,0.12,-0.229,-0.015
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,-0.019,0.039,0.09,-0.089,0.007,-0.018,-0.098,-0.052,-0.004,-0.154,0.146,-0.151,-0.137,-0.045,-0.008,-0.047,-0.265,-0.14,0.167,0.14,-0.089,0.114,-0.056,-0.163,-0.121,-0.087,0.2,-0.021,-0.01,0.106,-0.019,0.035,-0.097
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,0.014,-0.165,-0.155,-0.09,0.015,-0.074,-0.028,-0.054,-0.123,-0.119,-0.003,-0.158,-0.052,-0.117,0.106,-0.091,-0.1,-0.035,-0.106,0.178,-0.01,0.002,0.087,0.025,-0.056,-0.018,-0.081,-0.0,-0.084,0.04,0.025,0.177
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.185,-0.008,-0.095,-0.063,-0.159,-0.098,-0.274,-0.061,-0.131,0.053,-0.07,-0.124,-0.146,0.163,-0.115,-0.219,-0.014,0.073,0.311,-0.176,0.267,-0.167,-0.171,0.009,-0.001,0.163,0.151,-0.024,0.013,0.075,-0.011,-0.062
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,-0.056,0.094,-0.06,0.012,-0.093,0.107,0.051,0.03,-0.006,-0.114,0.139,0.034,-0.069,0.008,0.127,-0.083,-0.036,0.01,-0.039,-0.057,-0.013,0.052,-0.134,0.059,0.022,-0.042,-0.015,0.066,-0.076,-0.077
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,-0.345,0.332,-0.003,0.036,-0.137,0.079,-0.314,0.13,0.193,-0.088,-0.321,0.057,0.358,0.182,-0.059,-0.276,0.125,-0.245,-0.028,0.028,0.303,-0.071,-0.159,-0.194,0.118,-0.014,0.098,-0.064,0.036
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236,-0.116,0.272,-0.019,0.035,0.019,0.14,-0.184,-0.043,-0.055,0.108,0.001,-0.114,-0.115,0.037,0.107,-0.206,0.064,-0.027,-0.125,-0.07,0.004,0.08,-0.026,0.004,0.054,-0.131,-0.031,-0.052
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.114,0.197,-0.012,-0.31,0.139,-0.248,0.144,0.136,-0.048,-0.05,-0.016,0.16,0.078,-0.189,-0.035,0.016,0.004,-0.136,-0.006,0.009,0.141,-0.434,0.015,-0.009,0.104,0.175,0.102,0.062
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125,0.05,0.096,0.046,0.128,0.074,-0.081,-0.078,0.087,-0.04,0.122,0.092,0.017,-0.099,0.072,-0.068,-0.026,0.005,0.0,-0.059,0.169,0.101,0.081,-0.085,-0.197,0.095,0.005
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115,-0.054,-0.046,0.046,0.113,0.001,0.056,0.134,-0.163,-0.01,-0.13,0.09,0.039,-0.119,0.047,0.037,0.087,-0.113,0.173,-0.236,0.129,-0.108,0.085,0.039,0.131,0.007
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022,-0.035,-0.047,-0.098,0.062,0.038,-0.037,-0.009,0.157,0.147,-0.111,-0.078,-0.087,-0.137,-0.039,-0.065,-0.114,-0.171,0.036,0.012,0.06,-0.038,0.112,-0.041,-0.008
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,-0.199,0.152,0.191,-0.08,-0.066,-0.032,0.276,0.067,-0.081,-0.082,0.103,0.008,-0.061,0.099,0.131,0.082,-0.247,0.026,0.029,0.045,0.073,0.139,0.017
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142,-0.064,-0.061,0.128,0.002,-0.155,-0.123,-0.017,0.151,-0.045,-0.226,-0.048,0.035,-0.011,-0.059,0.034,0.045,-0.041,-0.183,-0.06,0.012,0.07,-0.168
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,0.157,0.064,-0.204,0.04,0.251,0.098,-0.164,-0.235,0.16,-0.184,-0.086,0.105,0.212,-0.028,-0.261,-0.118,0.007,0.069,0.182,-0.009,0.122
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113,0.135,-0.082,-0.054,0.123,0.054,0.065,-0.215,-0.191,-0.235,0.026,-0.096,-0.037,0.045,-0.021,-0.067,-0.184,0.02,0.059,-0.072,-0.209
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021,0.126,-0.207,0.051,-0.145,0.071,-0.038,-0.101,-0.089,0.116,0.015,-0.272,-0.039,-0.108,0.077,-0.193,-0.051,0.059,0.129,-0.088
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,-0.036,0.035,0.061,-0.008,-0.021,0.057,-0.0,-0.027,0.082,0.006,0.006,-0.009,0.003,0.004,0.228,-0.061,0.07,0.03
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,-0.096,-0.121,-0.02,-0.215,0.132,-0.225,-0.031,0.12,0.333,0.001,-0.116,-0.293,0.128,0.047,0.144,-0.142,-0.022
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.229,-0.114,0.149,0.207,-0.118,0.19,-0.081,-0.15,-0.205,-0.173,0.113,-0.002,-0.058,0.124,-0.075,-0.075,-0.126
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097,0.124,-0.123,-0.217,-0.134,0.184,0.02,-0.13,0.054,0.022,-0.024,-0.217,-0.056,-0.061,-0.124,-0.223
ctx-rh-parstriangularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,-0.038,-0.056,-0.03,0.045,-0.05,-0.026,-0.007,0.039,-0.099,-0.202,0.007,0.067,-0.185,-0.185
