,ctx-lh-prefrontal,ctx-lh-frontal,ctx-lh-inter_precentral,ctx-lh-precentral,ctx-lh-postcentral,ctx-lh-inter_postcentral,ctx-lh-parietal,ctx-lh-visuopsychic,ctx-lh-visuosensory,ctx-lh-temporal,ctx-lh-audiopsychic,ctx-lh-audiosensory,ctx-lh-olfactory,ctx-lh-limbicA,ctx-lh-limbicB,ctx-lh-limbicC,ctx-lh-insula,ctx-rh-prefrontal,ctx-rh-frontal,ctx-rh-inter_precentral,ctx-rh-precentral,ctx-rh-postcentral,ctx-rh-inter_postcentral,ctx-rh-parietal,ctx-rh-visuopsychic,ctx-rh-visuosensory,ctx-rh-temporal,ctx-rh-audiopsychic,ctx-rh-audiosensory,ctx-rh-olfactory,ctx-rh-limbicA,ctx-rh-limbicB,ctx-rh-limbicC,ctx-rh-insula
ctx-rh-inter_postcentral,,,,,,,,,,,,,,,,,,,,,,,,-0.007,-0.12,-0.021,-0.059,-0.132,0.025,-0.076,-0.022,-0.019,-0.071,0.126
ctx-rh-parietal,,,,,,,,,,,,,,,,,,,,,,,,,-0.086,-0.102,-0.034,-0.051,0.025,-0.08,-0.04,-0.039,-0.084,-0.009
ctx-rh-visuopsychic,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,-0.047,-0.133,-0.047,-0.027,0.039,-0.014,-0.007,-0.086
ctx-rh-visuosensory,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.079,-0.08,-0.07,-0.044,-0.069,-0.043,-0.068,-0.102
ctx-rh-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.094,-0.063,-0.067,-0.085,-0.093,-0.044,-0.101
ctx-rh-audiopsychic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045,-0.154,-0.033,-0.033,-0.128,-0.079
ctx-rh-audiosensory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.115,-0.095,-0.09,-0.109,-0.044
ctx-rh-olfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097,-0.044,-0.028,-0.114
ctx-rh-limbicA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,-0.094,-0.085
ctx-rh-limbicB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,-0.071
ctx-rh-limbicC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18
ctx-rh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
