,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,-0.005,-0.082,-0.053,-0.007,-0.042,0.03,0.014,0.021,-0.067,0.003,-0.019,-0.048,-0.015,0.021,-0.005,0.117,-0.048,-0.014,-0.016,-0.022,-0.074,0.035,0.128,0.06,0.066,-0.063,-0.02,-0.011,-0.172,-0.0,-0.05,0.021,-0.124,-0.065,-0.058,-0.126,-0.02,0.043,0.003,0.133,0.116,0.105,-0.005,0.005,0.069,-0.039,0.039,0.002,0.074,0.031,-0.135,0.104,-0.018,0.023,0.038,0.038,0.113
ctx-lh-lingual,,,,,,,,,,,,,-0.077,0.019,0.017,-0.215,0.115,0.034,0.045,-0.077,-0.162,0.059,-0.057,-0.085,-0.036,0.065,-0.022,-0.142,-0.187,0.005,0.031,-0.011,-0.321,-0.078,-0.024,0.01,0.089,-0.072,0.067,0.016,0.165,0.036,-0.077,0.068,0.054,0.036,-0.058,0.059,-0.036,-0.168,0.003,0.254,0.064,-0.018,-0.2,0.053,-0.097,-0.087,0.062,0.1,-0.033,-0.007,-0.163,0.02,-0.165,-0.009,-0.092,-0.149
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.029,-0.143,0.037,0.135,0.135,0.003,-0.05,0.016,-0.041,-0.034,-0.106,-0.043,0.075,0.049,0.039,0.068,0.059,-0.059,-0.083,0.058,0.191,0.067,0.186,-0.046,-0.112,0.005,-0.187,-0.136,-0.073,-0.107,-0.206,0.091,-0.045,-0.061,-0.024,-0.133,0.06,0.196,0.121,0.254,-0.007,0.018,0.066,-0.043,-0.035,-0.012,0.263,0.054,-0.076,0.101,0.103,-0.069,-0.042,-0.022,0.121
ctx-lh-middletemporal,,,,,,,,,,,,,,,-0.083,-0.038,0.029,-0.036,-0.054,0.11,-0.106,-0.033,-0.041,-0.143,-0.179,0.155,0.01,0.007,-0.015,0.086,0.101,0.002,-0.006,-0.019,-0.163,0.087,-0.02,0.051,0.042,-0.088,0.002,-0.047,-0.07,0.046,-0.019,0.083,-0.091,-0.061,-0.04,-0.09,0.037,0.034,0.071,0.087,-0.002,0.037,0.045,-0.159,-0.173,0.071,-0.085,0.04,-0.006,0.118,-0.094,-0.107,-0.016,0.118
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,-0.031,-0.076,0.047,-0.146,-0.055,-0.104,-0.186,-0.111,-0.174,-0.196,-0.072,-0.239,-0.096,-0.057,-0.145,-0.118,0.189,-0.174,-0.103,-0.025,-0.114,-0.273,0.015,0.107,0.053,-0.241,0.007,-0.147,0.156,-0.108,0.105,-0.102,-0.164,-0.041,-0.08,-0.178,0.046,-0.036,0.14,-0.002,-0.174,-0.056,-0.203,-0.226,-0.155,-0.261,-0.015,-0.132,-0.01,-0.185,-0.034,-0.102,-0.077
ctx-lh-paracentral,,,,,,,,,,,,,,,,,-0.105,0.063,-0.006,-0.213,-0.181,-0.021,-0.131,0.052,0.059,-0.014,-0.061,-0.178,-0.07,-0.155,-0.054,0.005,-0.157,-0.112,0.024,-0.068,-0.026,-0.258,-0.047,-0.25,-0.075,-0.038,-0.007,-0.253,0.1,-0.309,-0.004,-0.086,-0.03,-0.099,-0.009,-0.019,-0.192,-0.222,-0.161,-0.04,-0.233,0.11,0.063,-0.058,-0.013,-0.288,-0.075,-0.17,-0.009,0.048,-0.064,-0.074
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,0.139,0.037,0.02,0.133,0.109,0.017,0.027,0.136,0.067,-0.085,-0.118,0.06,0.019,0.008,0.04,-0.006,0.051,0.012,0.086,0.06,-0.056,-0.121,-0.073,-0.017,-0.03,0.044,-0.161,0.108,-0.078,0.162,0.041,-0.227,-0.006,0.141,0.16,0.034,0.004,0.013,0.158,-0.025,0.077,0.17,0.121,0.023,-0.215,0.014,0.118,0.031,-0.001,-0.171,0.077
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,0.137,0.018,0.027,0.034,-0.0,-0.074,0.121,0.072,0.035,-0.035,0.141,0.035,0.018,-0.011,0.129,0.199,-0.01,0.152,-0.059,-0.007,0.019,0.036,0.014,0.078,0.011,0.075,0.164,0.018,-0.013,0.131,0.101,0.002,0.212,0.126,0.264,0.055,0.068,0.188,0.032,0.023,0.077,0.132,0.026,0.045,0.21,0.137,0.125,0.081,0.094,0.239
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,0.039,-0.033,0.114,-0.098,0.137,0.052,-0.016,-0.061,-0.07,-0.084,-0.022,0.091,0.025,-0.081,0.03,-0.098,0.033,0.092,-0.006,-0.068,-0.062,-0.031,-0.068,0.054,-0.1,0.009,0.005,-0.017,0.095,-0.022,-0.107,0.118,0.251,0.055,0.06,-0.038,0.063,-0.019,0.105,0.036,0.154,0.018,-0.01,0.033,0.177,0.027,0.03,-0.128,-0.004
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,-0.183,0.128,-0.144,-0.004,-0.01,0.001,0.02,-0.244,-0.08,0.029,0.006,0.135,-0.162,-0.075,-0.082,0.013,0.106,-0.135,0.029,0.008,0.07,-0.021,-0.076,-0.072,0.013,-0.076,-0.12,-0.009,0.01,-0.178,-0.094,0.194,-0.023,-0.133,-0.15,0.082,-0.107,-0.065,0.05,0.028,-0.046,-0.122,-0.083,-0.04,-0.091,0.11,-0.051,-0.105
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.137,-0.031,-0.0,-0.022,0.05,0.038,-0.102,-0.095,0.212,-0.021,-0.079,-0.255,-0.052,0.033,-0.073,0.13,-0.204,0.072,-0.153,0.036,0.01,-0.08,-0.26,0.025,-0.293,-0.075,0.112,-0.065,-0.125,0.131,0.152,0.025,-0.232,-0.149,0.13,-0.105,0.076,0.213,0.107,0.171,-0.176,-0.004,0.062,-0.055,0.169,-0.099,0.029
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.174,-0.034,0.003,-0.042,0.023,0.023,0.052,0.047,0.033,-0.058,0.048,-0.024,0.064,-0.069,0.078,0.087,-0.089,-0.002,0.038,0.015,-0.047,-0.14,0.071,-0.072,-0.097,0.017,-0.097,0.093,0.062,0.134,-0.048,0.08,0.119,-0.13,0.132,-0.001,-0.076,-0.072,0.0,-0.035,0.06,0.04,-0.061,-0.012,0.029,-0.055
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,0.068,0.027,-0.044,-0.045,-0.229,-0.016,0.101,-0.065,-0.079,-0.076,-0.07,-0.014,-0.083,0.051,-0.16,0.111,-0.087,-0.004,0.013,-0.008,-0.171,-0.038,-0.199,-0.101,0.098,-0.115,-0.124,-0.013,0.112,-0.04,-0.193,-0.097,0.18,-0.116,0.046,0.118,-0.01,0.074,-0.216,0.031,0.022,-0.123,0.047,0.013,0.042
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,-0.049,-0.014,0.016,0.01,-0.039,0.14,-0.019,0.11,-0.071,0.114,-0.018,0.035,-0.001,-0.039,0.029,-0.046,0.055,-0.125,-0.318,-0.144,0.046,-0.083,-0.149,-0.113,-0.01,0.139,0.043,0.121,0.056,0.106,0.074,0.047,0.076,-0.19,0.028,0.113,0.036,0.041,-0.035,0.128,-0.138,0.05,-0.208,-0.043
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,0.14,-0.012,-0.114,0.042,0.057,-0.147,0.057,0.064,0.01,0.175,0.138,-0.078,-0.062,-0.189,-0.083,-0.167,-0.11,-0.194,0.133,-0.092,-0.115,-0.082,-0.089,0.022,0.24,0.137,0.354,-0.076,0.071,0.05,0.102,0.048,-0.146,0.441,0.142,-0.12,-0.065,0.088,0.025,-0.006,-0.195,0.064
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.054,-0.018,0.206,-0.03,0.1,0.139,0.029,0.092,0.146,-0.031,0.005,0.089,0.113,-0.001,-0.016,0.039,0.049,-0.094,0.221,-0.014,0.012,0.105,-0.045,0.05,0.121,0.136,0.098,0.01,0.093,0.02,0.065,0.02,0.122,0.029,0.001,-0.009,0.151,0.116,0.076,0.137,-0.121,0.107
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.104,0.03,0.061,0.026,0.092,0.109,0.047,0.01,0.011,-0.01,0.128,-0.112,-0.015,-0.017,0.025,-0.205,0.21,-0.114,0.04,0.082,-0.065,0.096,0.108,0.121,0.087,-0.047,0.043,0.152,0.055,0.085,0.207,0.109,0.008,-0.081,0.105,0.056,0.027,0.1,-0.038,0.112
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,0.021,-0.014,0.07,-0.18,-0.181,-0.077,-0.113,-0.021,-0.032,0.07,-0.031,0.053,-0.021,-0.184,-0.106,0.05,-0.198,-0.111,0.102,-0.078,-0.238,-0.139,0.053,-0.165,-0.16,-0.152,-0.076,-0.178,-0.057,0.06,-0.087,-0.0,-0.117,0.002,-0.117,-0.15,0.149,-0.001,-0.075
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,0.054,0.148,-0.128,-0.155,-0.174,0.03,0.072,-0.155,0.077,-0.105,0.034,-0.002,-0.055,-0.122,0.044,-0.092,-0.051,-0.01,-0.049,-0.036,0.018,0.16,0.138,-0.058,0.046,0.05,0.032,-0.043,-0.107,0.105,0.039,-0.021,-0.049,0.177,-0.085,0.036,-0.065,-0.002
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.017,-0.069,-0.085,0.16,-0.011,0.085,0.12,0.014,-0.079,0.046,-0.096,0.031,-0.13,-0.003,-0.061,0.003,0.058,-0.067,-0.031,0.02,0.022,-0.123,0.047,0.114,-0.013,0.044,0.137,0.086,-0.002,0.048,-0.017,0.115,0.041,-0.041,0.009,0.048,0.06
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,0.079,0.049,-0.09,0.141,0.097,-0.136,0.117,-0.056,0.052,0.018,-0.069,-0.154,0.049,-0.063,-0.037,-0.132,-0.108,-0.016,0.249,0.157,0.124,0.015,-0.169,0.041,-0.108,-0.015,0.013,0.15,0.061,-0.109,-0.089,-0.085,-0.104,0.017,-0.13,0.093
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,0.064,0.193,0.042,0.001,0.068,-0.013,-0.118,0.074,0.02,0.186,-0.013,-0.062,0.073,-0.016,0.039,0.11,0.046,0.037,-0.009,0.196,0.081,0.099,-0.05,-0.002,0.113,-0.204,0.144,0.04,-0.008,0.004,0.13,0.038,0.012,0.037,-0.076
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.164,-0.079,-0.021,-0.03,-0.254,0.089,-0.161,-0.011,-0.105,-0.112,-0.167,0.08,-0.169,0.058,-0.066,-0.111,-0.169,-0.119,0.128,0.049,-0.17,-0.165,0.045,-0.112,-0.09,0.093,-0.008,0.01,-0.163,-0.097,-0.019,-0.076,0.061,0.011,-0.073
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.053,0.091,-0.153,-0.081,-0.188,-0.007,-0.065,-0.082,-0.227,0.146,-0.158,0.259,0.09,-0.03,-0.094,-0.039,0.247,0.073,-0.084,-0.068,-0.062,-0.129,0.019,0.18,0.266,0.138,-0.284,-0.027,-0.139,-0.001,0.079,-0.156,-0.199
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,-0.007,-0.09,-0.124,0.049,0.15,0.137,-0.06,0.014,0.01,0.035,0.14,0.06,0.012,-0.044,-0.09,0.151,-0.07,0.002,-0.067,0.021,0.032,-0.036,0.078,0.049,0.037,-0.051,0.025,0.138,-0.157,0.117,0.071,-0.074
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,0.087,0.005,-0.041,0.094,0.119,0.117,0.032,0.171,-0.004,0.157,0.145,0.023,-0.05,-0.099,0.192,0.038,0.017,-0.031,0.003,-0.059,-0.004,0.133,0.074,0.052,-0.159,0.013,-0.165,0.222,0.002,-0.108,-0.028
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,-0.014,0.085,-0.126,0.02,-0.069,-0.025,-0.0,0.089,-0.144,0.069,-0.103,0.108,0.118,-0.083,-0.133,0.101,0.09,0.179,0.171,-0.026,0.098,-0.129,-0.081,0.027,0.021,0.106,0.066,0.076,0.095,0.08
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,-0.063,0.145,0.047,-0.09,-0.092,0.035,-0.04,-0.092,0.094,-0.064,-0.211,-0.009,0.23,-0.064,-0.016,-0.205,0.063,-0.213,0.002,0.018,0.107,0.035,0.021,-0.128,-0.014,-0.265,0.105,-0.096,-0.022
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.236,-0.075,-0.143,0.216,0.049,-0.102,0.145,0.086,-0.136,-0.075,0.132,-0.028,-0.119,-0.075,0.275,0.014,0.001,0.046,0.029,-0.128,0.053,0.041,-0.041,-0.169,0.018,0.053,-0.111,-0.047,-0.053
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,-0.31,0.029,-0.089,-0.198,0.045,-0.136,-0.259,-0.116,-0.077,-0.073,-0.084,-0.143,0.01,-0.083,-0.064,-0.081,-0.036,-0.141,0.04,-0.096,-0.136,-0.273,-0.035,-0.243,-0.089,-0.25,-0.218
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049,-0.077,0.048,-0.034,0.12,-0.132,0.008,-0.115,0.052,-0.025,0.046,-0.106,0.17,0.048,0.064,0.022,-0.004,-0.022,-0.09,-0.067,0.002,0.032,0.182,-0.068,0.073,-0.044,0.028
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014,-0.018,-0.119,0.002,-0.005,-0.075,-0.053,0.107,-0.034,-0.076,-0.149,0.019,-0.022,0.015,0.003,-0.075,-0.065,0.101,0.007,-0.147,-0.056,-0.107,0.002,0.026,-0.023,-0.071
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.121,-0.012,-0.048,-0.187,-0.1,-0.079,0.03,-0.033,0.245,0.097,0.04,0.042,0.045,0.022,-0.298,-0.012,0.083,0.051,-0.135,-0.053,0.015,-0.145,0.157,-0.184,0.016
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.098,-0.032,-0.23,-0.049,0.058,-0.212,-0.091,0.091,-0.248,-0.049,-0.243,-0.094,-0.252,-0.091,-0.044,-0.122,-0.207,-0.202,-0.2,-0.117,-0.284,0.059,-0.177,-0.076
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018,0.039,-0.023,-0.002,0.088,0.193,0.035,0.17,0.15,0.055,0.118,0.049,0.08,0.062,0.179,0.073,-0.013,0.005,0.019,0.095,-0.035,0.016,0.1
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.087,0.023,0.002,-0.228,-0.099,0.159,-0.096,-0.08,-0.223,-0.059,-0.207,-0.104,0.001,-0.01,-0.105,-0.097,-0.117,-0.094,-0.291,0.033,-0.017,-0.089
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037,-0.077,-0.011,0.215,0.041,0.171,-0.009,0.021,-0.014,-0.054,-0.118,-0.024,0.18,0.018,-0.181,0.105,0.08,-0.117,-0.042,0.021,0.136
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.124,0.082,0.072,-0.021,-0.036,-0.004,0.07,0.048,0.06,-0.049,0.019,0.156,0.052,-0.025,-0.065,0.122,-0.088,-0.021,-0.011,0.051
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,-0.21,0.085,-0.074,0.051,-0.097,-0.056,-0.133,-0.098,-0.101,0.001,-0.079,-0.175,-0.085,-0.045,-0.063,0.015,-0.005,-0.191
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.069,0.07,-0.015,-0.17,-0.159,0.122,-0.177,0.151,0.058,-0.021,0.051,-0.197,-0.005,-0.08,-0.02,0.103,0.016,0.009
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208,-0.11,-0.03,-0.014,0.011,0.035,0.037,0.17,0.097,0.04,-0.116,-0.0,-0.052,0.131,0.058,-0.08,-0.031
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.243,0.164,0.205,0.076,0.254,0.09,0.031,-0.032,0.001,0.075,0.075,0.179,-0.062,-0.09,0.279
