,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.108,0.092,-0.15,-0.226,0.141,-0.059,-0.142,0.094,0.152,-0.015,-0.11,-0.1,0.04,-0.109,-0.038,-0.003,0.27,-0.043,-0.03,0.055,-0.111,-0.069,0.056,0.194,0.089,0.142,-0.098,0.131,-0.051,-0.03,0.215,0.253,0.074,0.027,-0.09,-0.018,0.073,-0.11,0.082,-0.021
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.046,-0.197,-0.093,-0.012,-0.052,-0.33,-0.035,-0.07,-0.157,0.029,-0.187,-0.128,-0.033,-0.079,-0.144,0.041,-0.163,-0.126,-0.161,-0.156,-0.071,-0.07,0.161,0.019,0.008,-0.127,0.051,-0.119,-0.087,0.043,-0.005,-0.045,-0.138,-0.296,-0.116,-0.039,-0.066,0.128,-0.031
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.078,-0.17,0.046,0.018,-0.079,0.108,0.038,0.039,-0.058,-0.088,0.012,-0.044,-0.09,0.015,0.133,-0.023,-0.121,0.021,-0.111,0.05,-0.015,0.041,-0.072,0.085,-0.019,0.115,-0.003,-0.022,0.089,0.15,-0.0,0.099,-0.078,-0.006,0.054,-0.098,0.035,0.041
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.077,-0.256,-0.142,-0.23,-0.153,-0.103,-0.059,0.025,-0.065,-0.106,-0.088,-0.111,-0.084,-0.056,-0.089,-0.115,-0.067,-0.113,-0.124,-0.081,-0.018,-0.112,-0.019,-0.104,-0.157,-0.091,-0.15,-0.151,-0.14,-0.135,-0.215,-0.181,-0.116,0.097,-0.036,-0.095,-0.093
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.206,-0.219,-0.122,-0.204,0.028,-0.137,-0.078,-0.095,-0.07,-0.083,-0.158,-0.136,-0.083,-0.139,-0.052,-0.065,-0.233,-0.022,-0.112,0.042,-0.035,-0.05,-0.14,-0.093,-0.122,-0.174,-0.049,-0.04,0.03,-0.221,-0.164,-0.135,-0.042,-0.204,-0.076,-0.221
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.096,-0.087,-0.087,-0.019,0.017,-0.042,-0.034,-0.012,0.065,-0.074,-0.041,0.051,-0.099,-0.095,-0.064,-0.053,0.199,0.008,0.089,-0.026,-0.013,0.039,0.045,0.096,-0.008,-0.063,-0.004,-0.072,0.111,0.008,0.032,-0.022,-0.101,-0.119,-0.038
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.014,-0.09,-0.12,-0.099,-0.088,-0.149,-0.093,-0.199,-0.145,-0.047,-0.152,-0.176,-0.132,-0.106,0.062,-0.061,-0.073,-0.149,-0.103,0.045,-0.125,0.073,-0.144,-0.093,-0.11,-0.17,-0.04,-0.026,-0.035,-0.049,-0.135,-0.02,0.017
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025,-0.044,-0.189,-0.062,-0.254,-0.054,-0.1,-0.052,-0.125,-0.043,-0.189,-0.11,-0.112,-0.127,-0.089,-0.111,0.043,0.117,-0.025,-0.161,-0.008,-0.13,-0.053,0.02,-0.025,-0.005,-0.14,-0.395,-0.122,-0.032,-0.032,0.038,-0.098
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.114,0.047,-0.152,0.012,-0.137,-0.082,-0.138,-0.022,0.017,-0.006,-0.074,-0.085,-0.038,0.124,-0.102,-0.093,-0.058,-0.015,0.096,-0.173,0.065,-0.099,-0.048,-0.13,-0.165,0.102,0.018,0.026,0.002,-0.087,-0.042,-0.076
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094,0.023,0.005,-0.038,0.049,0.066,0.032,0.2,0.016,-0.019,-0.03,0.016,0.004,-0.022,0.093,0.011,0.022,-0.033,0.057,-0.052,0.135,-0.015,0.119,-0.047,0.185,-0.065,-0.015,-0.015,0.143,-0.068,-0.024
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.138,-0.024,0.056,-0.062,-0.082,0.045,0.21,-0.056,-0.024,0.013,0.009,-0.182,0.044,0.178,0.068,0.215,-0.136,0.04,-0.059,-0.13,0.155,0.134,0.045,-0.008,-0.124,-0.001,0.112,-0.103,0.034,-0.074
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.133,-0.013,-0.12,-0.111,-0.13,-0.08,-0.14,-0.032,-0.04,-0.064,0.006,-0.039,0.064,-0.008,-0.11,-0.066,-0.076,-0.065,-0.048,-0.063,-0.01,-0.05,-0.178,0.012,-0.071,-0.003,-0.011,-0.03,-0.135
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.091,-0.134,-0.119,-0.01,0.129,-0.01,-0.043,-0.123,-0.192,-0.169,0.006,0.165,0.011,0.143,-0.203,0.079,-0.166,-0.137,0.093,0.089,-0.039,-0.105,-0.208,-0.095,-0.025,-0.079,0.013,-0.061
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,0.115,0.037,0.101,-0.01,0.038,-0.012,-0.046,-0.068,-0.048,0.137,-0.005,0.059,-0.073,0.091,-0.075,0.088,0.108,0.053,-0.033,0.004,-0.117,-0.026,0.067,0.026,-0.013,-0.102
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039,-0.067,0.108,-0.054,-0.058,0.051,-0.15,-0.132,0.004,0.152,0.064,0.058,-0.083,0.06,-0.113,-0.067,0.122,0.086,-0.016,-0.124,-0.034,-0.086,-0.013,-0.03,0.088,-0.01
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.101,-0.112,0.051,0.014,-0.042,-0.095,-0.058,0.227,0.013,-0.054,-0.16,-0.014,-0.113,-0.031,0.079,0.075,0.015,-0.142,-0.107,-0.099,-0.032,-0.075,-0.065,-0.194
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,0.076,0.013,-0.026,0.02,-0.186,-0.004,0.097,0.041,0.162,-0.121,0.076,-0.101,-0.034,0.177,0.105,-0.015,0.013,-0.183,-0.039,0.013,-0.032,0.034,-0.104
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.164,-0.112,-0.052,0.058,0.049,0.071,-0.089,-0.03,0.132,0.107,0.13,0.128,0.187,0.08,0.266,0.123,0.303,0.04,0.114,0.004,0.071,0.117,0.004
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,-0.022,-0.036,-0.163,0.018,0.148,0.018,0.202,-0.123,0.019,-0.099,-0.149,0.102,0.099,-0.028,-0.032,-0.16,-0.045,-0.05,-0.123,-0.032,-0.098
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.099,-0.097,-0.15,-0.083,0.026,-0.06,-0.015,-0.161,-0.084,-0.12,-0.042,-0.03,-0.048,-0.07,-0.114,-0.136,-0.113,-0.059,0.042,-0.023,-0.143
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125,0.016,-0.017,0.133,0.035,0.092,-0.06,0.101,-0.007,0.021,0.034,0.112,0.008,0.014,-0.141,0.046,-0.054,-0.024,0.027,-0.048
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.123,0.004,0.146,-0.018,0.097,-0.158,0.059,-0.135,-0.02,0.037,0.043,-0.039,-0.15,-0.177,-0.079,0.012,-0.148,-0.087,-0.139
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.07,0.017,0.002,-0.123,-0.006,-0.071,-0.083,0.021,0.048,-0.017,-0.083,-0.044,0.054,-0.036,0.011,0.138,0.078
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,-0.122,0.058,0.012,-0.008,0.014,-0.035,-0.014,0.025,-0.109,0.092,0.016,-0.031,0.023,0.07,0.046,0.04
