,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,0.204,-0.236,-0.093,-0.121,0.159,0.155,-0.035,0.066,0.065,-0.121,-0.244,-0.132,0.047,-0.165,-0.118,-0.054,-0.02,-0.234,-0.334,0.102,0.001,0.259,0.07,-0.236,0.185,-0.163,0.162,0.029,0.328,-0.137,0.155,0.012,0.137,-0.102,0.043,-0.062,-0.08,-0.163,0.131,0.046,-0.199,0.089,-0.093,-0.124,-0.131,-0.087,0.149,-0.094,-0.252,-0.1,-0.353,-0.088,-0.218
ctx-lh-paracentral,,,,,,,,,,,,,,,,,0.313,0.238,0.349,-0.12,-0.265,0.168,0.157,-0.049,0.099,0.173,0.04,-0.314,0.234,0.185,0.023,0.057,0.193,0.339,0.177,0.144,0.219,-0.277,-0.069,0.079,0.125,0.056,-0.116,-0.213,0.043,-0.135,-0.089,0.194,0.186,0.188,0.438,-0.044,0.33,-0.124,-0.26,0.185,-0.079,-0.089,0.072,0.032,0.216,-0.205,0.347,0.212,0.073,0.063,0.087,0.287
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,0.181,0.29,0.163,-0.008,-0.125,-0.222,0.136,0.148,0.174,0.208,0.166,-0.177,-0.041,0.023,-0.232,-0.455,-0.381,0.236,-0.122,-0.465,-0.107,-0.162,0.007,0.146,0.103,-0.075,0.161,-0.189,0.078,0.245,-0.07,-0.269,0.15,-0.165,-0.136,0.001,0.002,0.091,-0.235,-0.104,0.028,0.156,-0.244,-0.078,0.18,-0.044,-0.083,-0.075,0.007,-0.143,-0.25
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,-0.01,0.137,0.128,0.111,0.023,0.137,-0.001,-0.009,0.181,-0.187,0.109,-0.082,-0.028,-0.316,0.06,-0.164,0.359,0.161,-0.109,-0.322,-0.105,-0.002,0.012,-0.007,0.142,-0.155,-0.091,0.03,0.068,0.159,0.068,0.156,0.121,-0.089,-0.072,0.025,0.099,0.024,-0.018,0.053,0.084,-0.149,0.055,-0.267,0.348,0.099,-0.185,-0.099,0.237,0.09
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,0.042,0.048,-0.062,-0.02,0.131,0.124,-0.183,0.176,-0.018,0.186,-0.022,-0.043,-0.174,-0.262,-0.227,0.23,-0.041,-0.456,-0.14,0.021,0.273,0.05,0.001,0.135,-0.016,-0.133,0.076,0.213,-0.093,-0.045,0.248,0.014,-0.174,-0.044,-0.004,0.161,-0.179,-0.036,0.099,0.169,-0.396,-0.096,0.043,0.22,0.044,-0.306,0.066,-0.115,0.025
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,-0.155,0.082,0.127,-0.037,-0.207,-0.066,-0.085,0.235,-0.034,-0.034,0.083,0.192,-0.16,-0.012,-0.161,-0.033,-0.219,0.289,0.229,0.143,-0.137,-0.123,0.016,-0.16,-0.161,0.054,-0.02,-0.124,0.062,0.135,-0.241,-0.245,-0.008,0.089,-0.086,0.071,0.016,0.053,-0.232,-0.197,-0.37,0.381,-0.009,0.084,-0.014,0.231,-0.151,-0.003
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,-0.074,0.107,-0.151,0.154,0.162,-0.054,-0.129,0.067,0.12,-0.201,-0.084,-0.012,0.232,-0.024,0.024,-0.091,-0.359,-0.066,-0.102,-0.115,0.014,-0.334,-0.003,0.192,-0.181,0.087,-0.163,-0.057,-0.196,0.179,0.012,0.019,-0.157,-0.151,-0.063,0.1,-0.122,0.089,0.06,-0.045,-0.175,-0.095,0.056,-0.205,-0.058,-0.15,0.112
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,-0.075,0.177,0.191,-0.038,-0.075,0.052,-0.04,-0.091,-0.058,0.008,-0.184,0.1,-0.116,0.122,0.081,0.019,-0.081,0.021,0.313,0.077,0.029,0.04,-0.069,0.222,0.125,0.053,-0.009,0.247,-0.127,-0.149,-0.279,-0.018,0.037,0.24,-0.069,0.21,0.039,-0.018,0.041,0.082,-0.061,-0.139,0.063,0.051,0.018,-0.027
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,-0.101,0.082,0.08,-0.168,0.136,-0.259,0.135,-0.111,-0.161,-0.226,0.004,-0.142,0.125,-0.066,-0.143,-0.053,0.032,-0.012,0.212,-0.184,-0.063,0.077,0.088,0.098,-0.305,-0.091,0.112,0.006,-0.049,-0.039,-0.014,-0.019,-0.072,-0.01,0.08,0.102,0.031,-0.12,0.166,-0.254,0.183,-0.142,-0.228,-0.182,0.046
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,0.071,0.061,0.202,-0.136,0.102,0.024,0.063,0.345,0.096,0.083,0.09,-0.026,0.219,-0.075,0.21,0.031,-0.001,0.037,0.036,-0.161,0.077,-0.032,0.012,0.376,0.144,0.172,0.055,0.113,0.174,0.041,0.107,0.199,0.011,-0.111,0.125,0.081,0.194,-0.059,0.31,-0.11,0.121,0.233,0.179,-0.049
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,-0.114,-0.193,0.101,0.21,0.218,-0.109,0.094,0.261,0.164,0.25,0.057,0.067,-0.075,0.314,0.011,0.11,0.031,0.137,-0.207,0.145,-0.129,0.02,0.315,-0.041,0.0,0.112,-0.064,0.009,-0.334,0.103,0.09,0.092,0.044,-0.132,-0.164,-0.132,0.147,0.242,0.162,0.053,0.161,0.141,0.142
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,-0.014,0.174,0.22,0.025,-0.274,0.03,0.078,0.327,0.064,-0.214,-0.202,-0.088,-0.218,0.244,-0.192,-0.106,-0.139,-0.135,0.069,-0.091,0.065,-0.018,0.008,-0.1,-0.128,-0.197,-0.132,0.112,-0.025,-0.141,0.097,0.048,-0.197,0.079,-0.101,0.153,0.076,-0.047,-0.054,0.049,0.083
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,0.111,0.031,0.043,-0.167,-0.169,-0.137,0.059,-0.212,-0.216,-0.172,-0.057,0.063,0.082,-0.074,-0.08,0.174,-0.033,0.018,-0.079,0.025,0.03,-0.153,-0.206,0.13,-0.111,-0.304,-0.164,-0.205,-0.254,0.077,-0.084,-0.121,-0.269,0.08,0.147,-0.043,0.019,0.148,0.065,-0.11
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004,0.33,0.275,0.165,0.043,0.268,0.084,0.168,0.037,0.326,0.134,0.134,-0.089,-0.031,0.056,-0.152,-0.13,0.163,-0.158,-0.065,-0.135,0.007,0.141,-0.213,0.199,0.306,-0.129,0.098,-0.068,-0.031,0.127,0.101,0.053,-0.12,-0.006,0.25,0.119,-0.135,-0.07,0.241
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045,-0.015,-0.058,-0.337,-0.206,-0.067,-0.119,0.018,-0.319,-0.143,-0.223,0.226,0.14,0.034,-0.059,0.101,-0.149,0.372,-0.117,-0.219,-0.04,-0.084,0.122,-0.013,-0.045,-0.055,-0.117,-0.104,0.021,0.165,0.069,0.063,-0.077,-0.067,-0.043,0.038,0.024,-0.163,-0.322
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177,-0.072,0.001,0.086,0.124,0.012,-0.012,-0.076,-0.201,-0.207,-0.048,-0.028,-0.283,0.029,-0.067,0.202,-0.132,-0.11,-0.25,0.243,0.183,-0.093,-0.004,0.098,0.145,0.088,-0.002,-0.039,0.068,0.208,0.076,0.013,-0.027,0.076,0.032,-0.0,-0.008,0.149
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,-0.08,-0.045,-0.055,-0.08,-0.058,-0.148,-0.193,0.126,0.145,-0.04,-0.319,0.215,-0.178,-0.019,-0.232,-0.058,-0.049,-0.238,-0.11,-0.027,-0.188,-0.147,-0.409,-0.114,-0.205,-0.115,-0.075,-0.181,-0.126,0.292,-0.195,0.129,-0.133,-0.063,-0.226,-0.12
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.182,-0.162,-0.039,-0.048,-0.075,-0.121,-0.045,-0.048,0.148,0.062,0.028,0.053,0.065,0.045,0.046,-0.011,0.079,-0.122,-0.162,-0.256,-0.189,-0.0,-0.291,-0.181,-0.212,0.246,0.105,-0.143,-0.153,0.032,-0.104,-0.126,-0.069,0.008,-0.059,-0.273
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.213,0.001,-0.083,0.046,-0.231,-0.223,-0.103,0.408,0.058,-0.042,0.0,0.023,-0.241,0.129,0.133,-0.21,0.07,0.012,0.079,-0.152,-0.246,-0.002,-0.018,0.024,0.058,0.25,0.148,0.028,0.137,-0.171,0.1,0.094,-0.063,-0.036,-0.076
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017,0.132,-0.156,0.001,-0.427,-0.228,0.176,-0.022,-0.054,0.116,-0.068,-0.015,0.053,-0.137,-0.297,0.206,0.039,-0.28,-0.131,0.051,0.198,0.092,0.09,0.107,0.016,0.077,-0.048,0.268,-0.243,0.202,0.079,-0.295,-0.108,-0.073
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.124,0.043,-0.11,-0.071,-0.13,0.266,-0.051,-0.145,-0.234,0.226,-0.105,0.111,-0.098,0.059,0.034,0.017,0.265,0.018,-0.15,-0.057,-0.051,-0.122,0.032,0.124,0.113,0.08,-0.05,-0.092,-0.064,0.091,0.066,-0.201,-0.079
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.055,0.035,-0.108,0.036,-0.008,-0.093,0.063,-0.105,0.088,0.072,0.04,-0.199,0.136,0.216,-0.071,-0.155,-0.144,0.05,0.016,0.267,-0.08,0.157,-0.176,-0.105,-0.02,0.227,-0.01,-0.032,-0.18,0.053,-0.055,0.19
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.12,0.099,0.33,0.285,0.411,-0.127,0.263,-0.149,0.315,0.289,0.189,0.033,-0.126,0.227,-0.087,-0.289,0.133,0.049,-0.055,0.346,0.183,-0.148,-0.033,0.103,0.03,-0.079,0.038,0.092,-0.081,-0.132
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.265,0.161,0.196,-0.232,-0.031,0.033,0.274,-0.045,-0.11,0.121,0.035,-0.046,-0.332,0.008,0.376,-0.297,0.057,-0.04,0.101,-0.087,-0.154,-0.171,0.371,-0.104,0.24,-0.151,0.088,0.036,0.029
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.064,0.22,-0.066,0.328,-0.101,0.26,0.235,-0.091,0.171,-0.114,-0.248,-0.252,-0.176,0.136,-0.303,-0.115,-0.087,-0.028,0.298,-0.043,-0.141,0.142,-0.368,-0.267,-0.143,-0.142,-0.288,-0.315
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.334,0.268,0.098,0.244,-0.136,0.103,0.047,-0.119,-0.007,0.106,0.057,-0.109,0.132,0.224,-0.107,0.053,0.101,-0.013,-0.03,-0.299,-0.097,0.255,-0.292,-0.202,-0.076,-0.031,-0.118,-0.259
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,0.31,-0.196,0.116,-0.261,0.096,0.256,-0.172,0.211,0.244,0.221,0.216,-0.123,0.154,0.259,0.019,0.148,0.21,0.29,0.413,-0.074,0.304,-0.086,0.093,0.102,0.172,0.137
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132,0.013,-0.367,0.06,-0.214,-0.141,0.316,0.115,0.029,0.013,-0.047,-0.111,0.134,0.09,0.219,0.039,-0.049,0.073,0.048,0.139,-0.077,-0.002,-0.102,-0.18,0.004,0.132
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021,0.131,-0.125,0.178,0.153,0.218,-0.144,0.062,0.264,0.14,-0.177,-0.208,-0.001,-0.133,-0.01,0.204,0.045,-0.081,0.215,0.028,-0.268,-0.113,0.134,0.075,-0.084
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.211,-0.066,-0.031,0.003,0.181,-0.092,-0.149,-0.005,0.086,-0.051,-0.159,0.078,-0.157,-0.157,-0.144,-0.035,-0.092,0.035,-0.094,0.14,-0.149,0.181,-0.07,-0.094
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.222,0.203,0.201,0.128,-0.154,0.061,0.063,0.068,-0.257,0.042,-0.116,0.136,0.109,0.121,0.142,0.17,-0.135,0.165,-0.026,0.092,-0.279,0.005,-0.013
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,-0.14,-0.006,0.118,-0.105,-0.181,0.061,0.314,-0.192,0.217,-0.056,-0.077,-0.247,-0.102,-0.209,0.22,-0.093,0.156,-0.135,0.156,-0.043,-0.034
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103,0.103,-0.101,0.076,0.174,0.193,-0.248,0.099,-0.07,0.068,0.049,0.124,-0.073,-0.003,-0.069,0.35,-0.069,0.072,-0.058,0.037,-0.036
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,-0.043,0.124,0.354,-0.031,-0.204,0.105,0.26,0.041,0.275,0.411,0.228,0.203,-0.124,0.002,-0.093,0.132,0.196,0.064,-0.02
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,0.13,0.083,0.092,-0.018,0.04,-0.015,0.041,0.031,0.014,0.087,0.129,-0.065,-0.102,-0.208,0.035,-0.054,-0.248,-0.117
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.207,0.114,0.168,-0.259,0.123,-0.182,0.06,-0.068,-0.081,0.019,0.007,0.034,0.197,-0.031,-0.125,-0.041,0.088
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.081,-0.176,0.093,-0.037,0.04,0.188,0.079,-0.095,-0.147,0.199,0.042,0.162,0.103,-0.031,-0.041,0.213
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,-0.346,0.0,-0.261,-0.031,0.076,0.039,-0.065,0.227,-0.22,0.148,-0.067,-0.04,-0.155,0.023,-0.022
ctx-rh-parstriangularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.072,0.012,-0.29,0.073,0.284,-0.008,-0.114,-0.01,0.183,-0.039,-0.046,-0.205,0.09,-0.029,0.068
