,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,-0.035,-0.132,-0.096,-0.055,0.095,0.062,0.007,-0.047,-0.022,0.052,-0.039,0.142,-0.245,-0.139,0.13,-0.118,0.062,0.088,0.072,-0.127,-0.05,-0.004,0.15,0.055,0.054,0.104,0.011,0.081,-0.016,-0.007,0.061,-0.14,-0.081,0.081,-0.066,-0.086,-0.042,-0.036,0.045,0.128,-0.002,0.039,-0.047,0.038,-0.071,0.072,-0.133,-0.089,0.143,-0.048,0.063,0.067,0.104,-0.13,-0.028,0.03,0.117
ctx-lh-lingual,,,,,,,,,,,,,-0.036,-0.056,0.003,-0.061,-0.133,-0.043,-0.058,0.117,0.017,-0.07,-0.046,-0.09,0.031,-0.015,0.088,-0.033,-0.1,-0.033,0.08,-0.072,-0.014,-0.101,-0.137,-0.024,-0.022,0.016,-0.056,-0.125,0.01,-0.072,-0.074,0.025,-0.054,0.014,0.04,-0.074,-0.009,-0.034,-0.056,-0.022,-0.064,0.101,-0.037,-0.062,-0.018,-0.032,0.054,-0.073,0.121,-0.058,-0.148,-0.029,0.032,-0.082,-0.036,-0.067
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.018,0.063,-0.118,0.042,0.063,0.003,-0.088,-0.115,-0.022,-0.152,-0.023,-0.114,0.226,-0.141,-0.002,-0.038,-0.012,-0.094,-0.034,-0.066,-0.015,-0.083,-0.078,0.142,-0.058,0.037,-0.007,0.121,0.097,0.041,-0.019,0.009,-0.069,-0.07,0.053,0.001,-0.166,0.045,0.107,-0.003,-0.109,-0.191,0.003,-0.182,-0.012,-0.107,0.188,-0.045,-0.077,0.0,-0.012,-0.05,-0.002,-0.06,-0.085
ctx-lh-middletemporal,,,,,,,,,,,,,,,-0.073,-0.017,0.017,-0.034,-0.034,-0.005,-0.058,0.01,-0.069,-0.075,-0.111,0.108,-0.046,0.035,0.0,-0.006,-0.006,-0.014,-0.117,-0.01,0.012,-0.022,0.028,0.01,0.067,0.04,0.0,0.05,-0.063,0.058,-0.001,-0.061,-0.094,-0.05,-0.069,-0.047,0.092,0.047,0.03,0.008,-0.135,0.02,-0.051,-0.061,-0.08,0.13,-0.068,-0.028,-0.049,0.022,-0.033,0.124,-0.122,0.007
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,0.009,-0.142,-0.021,-0.114,-0.005,0.025,-0.055,-0.072,0.063,0.043,-0.048,-0.091,-0.018,-0.051,-0.176,0.042,-0.057,-0.029,-0.111,-0.036,-0.079,-0.037,0.023,-0.026,0.053,0.063,0.006,0.131,0.098,-0.078,0.001,0.067,-0.023,0.102,0.022,-0.106,-0.031,-0.109,0.031,-0.021,0.0,-0.105,0.067,0.027,0.031,0.023,-0.016,-0.062,-0.094,0.063,-0.035,-0.032,-0.092
ctx-lh-paracentral,,,,,,,,,,,,,,,,,0.134,0.019,0.026,0.046,-0.191,0.18,-0.049,-0.022,0.002,0.077,-0.003,-0.077,-0.078,0.176,0.003,0.023,0.051,0.188,-0.106,0.268,-0.041,-0.153,0.03,-0.053,-0.092,-0.062,-0.079,-0.129,0.057,-0.083,-0.125,-0.09,0.022,-0.121,0.141,0.003,0.071,0.047,-0.222,0.145,-0.091,-0.033,0.062,0.071,0.052,-0.119,-0.151,0.184,0.022,0.041,0.06,0.179
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,0.116,0.074,-0.116,0.119,0.023,0.096,-0.09,-0.022,-0.004,0.045,-0.035,0.052,0.035,0.045,0.018,-0.016,0.012,0.128,-0.076,0.018,-0.145,-0.044,-0.067,-0.027,0.039,-0.048,0.02,0.057,-0.103,0.066,0.052,-0.174,0.11,0.027,0.082,0.116,-0.1,0.086,-0.041,0.066,-0.102,0.014,-0.044,0.059,-0.04,0.066,-0.02,0.061,0.033,0.034,-0.04
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,-0.015,-0.001,0.031,0.063,0.082,-0.07,0.007,0.096,0.03,-0.057,0.078,0.056,-0.01,0.02,-0.014,0.117,0.054,0.081,-0.032,0.068,0.092,0.03,-0.045,0.025,0.013,-0.071,0.041,-0.003,-0.028,0.007,-0.049,-0.011,0.043,0.068,0.056,-0.003,0.012,0.015,0.052,-0.054,-0.024,0.051,-0.016,-0.04,0.102,0.078,-0.121,0.011,0.026,0.084
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,-0.018,0.09,0.013,0.06,-0.152,-0.05,-0.039,0.052,0.006,0.043,-0.002,0.021,0.073,0.014,0.043,0.135,0.028,-0.012,-0.006,0.081,0.02,-0.04,0.041,-0.047,0.055,-0.01,-0.019,0.012,-0.004,-0.139,0.015,0.093,0.056,0.09,0.005,0.031,-0.012,0.084,-0.106,-0.003,-0.01,0.043,0.033,0.034,0.021,0.01,0.105,-0.01,0.013
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,0.145,-0.132,0.067,-0.14,-0.068,-0.091,0.02,0.099,0.017,-0.021,0.04,-0.022,0.014,-0.079,-0.055,-0.096,-0.073,0.091,-0.055,-0.014,-0.062,0.01,-0.154,0.095,-0.052,0.092,-0.027,0.001,-0.01,0.045,-0.062,0.002,-0.038,-0.095,0.092,-0.128,0.064,-0.119,-0.057,-0.164,0.034,0.056,-0.006,-0.034,-0.055,-0.035,-0.014,-0.046
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.07,0.044,-0.021,-0.084,0.036,-0.03,-0.041,-0.103,0.089,-0.071,-0.073,0.036,0.093,-0.126,0.135,-0.049,-0.083,-0.038,-0.062,-0.121,-0.107,-0.1,-0.031,0.061,-0.011,-0.133,-0.189,-0.028,-0.156,0.153,0.046,0.091,0.151,-0.174,0.043,0.035,-0.033,-0.042,0.049,0.006,-0.092,-0.134,0.058,-0.061,0.007,0.015,0.095
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.054,-0.153,-0.059,0.036,0.014,0.031,0.135,-0.044,-0.057,0.041,0.012,-0.116,0.157,-0.069,0.047,-0.022,-0.028,-0.001,0.01,0.024,-0.161,-0.006,0.042,-0.037,-0.025,0.02,-0.033,0.131,0.052,0.144,0.027,-0.121,0.075,-0.16,0.088,-0.139,-0.06,0.091,0.013,0.006,0.161,0.062,-0.133,-0.052,0.015,-0.004
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.064,0.035,-0.05,-0.02,-0.095,0.06,-0.044,-0.034,-0.031,0.092,-0.096,0.161,-0.027,-0.137,-0.058,-0.082,-0.161,-0.066,-0.195,-0.013,0.145,-0.046,-0.136,-0.111,-0.095,-0.062,0.183,0.076,0.133,0.051,-0.091,0.066,0.007,-0.077,-0.032,0.033,0.023,-0.028,-0.116,0.122,-0.007,0.02,0.023,0.122
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,-0.028,-0.03,-0.059,-0.018,0.017,-0.178,-0.006,-0.004,0.008,-0.135,0.114,-0.057,0.039,-0.076,0.061,0.0,0.121,0.016,0.107,0.024,-0.031,-0.083,0.046,0.003,0.087,-0.025,-0.048,0.068,-0.033,-0.138,-0.008,-0.044,-0.035,0.082,0.001,0.134,0.054,-0.02,0.056,-0.026,-0.001,-0.083,-0.057,-0.078
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.122,-0.106,-0.007,-0.027,-0.036,-0.091,-0.051,-0.037,-0.026,0.012,0.016,0.053,0.0,0.044,0.095,0.029,0.076,-0.045,0.019,0.055,0.028,-0.063,-0.046,0.017,-0.038,0.04,0.088,-0.023,-0.086,-0.099,0.028,-0.045,-0.062,-0.084,0.167,-0.017,-0.026,0.043,0.024,0.047,0.036,-0.077,-0.027
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239,-0.053,0.12,-0.001,-0.003,0.084,0.009,0.013,0.056,0.007,-0.028,0.059,0.041,-0.048,-0.025,-0.036,0.058,-0.048,0.093,0.039,0.156,0.072,-0.064,0.058,-0.064,0.053,-0.044,-0.117,0.086,-0.038,0.061,-0.037,0.091,0.06,0.129,0.017,0.128,-0.061,0.017,-0.006,0.003,-0.007
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,-0.042,0.028,-0.04,0.012,-0.088,-0.043,-0.054,0.034,0.038,0.057,0.041,-0.025,-0.064,-0.037,-0.061,0.036,-0.002,0.06,-0.103,-0.057,-0.121,-0.087,0.055,0.112,0.01,-0.024,-0.067,0.018,-0.026,-0.075,-0.042,0.177,0.04,-0.02,-0.02,0.021,0.006,0.029,-0.097,-0.039
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015,-0.031,0.048,0.027,0.055,0.0,0.054,0.086,-0.01,-0.053,-0.071,-0.041,0.057,-0.028,0.032,-0.049,-0.038,-0.028,0.029,0.092,0.026,-0.02,-0.017,-0.028,0.004,0.066,-0.032,0.081,-0.002,0.049,0.052,-0.041,0.093,0.03,-0.032,0.027,0.066,-0.035,0.121,0.039
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,-0.017,-0.081,-0.052,-0.012,-0.13,0.019,0.018,-0.114,0.004,-0.103,-0.059,-0.004,-0.085,-0.006,0.066,-0.108,-0.08,-0.149,-0.134,-0.111,0.118,0.049,0.08,0.029,-0.131,0.044,-0.073,-0.016,-0.016,0.096,-0.057,-0.045,-0.17,-0.047,-0.047,0.067,0.037,-0.001
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,0.011,0.059,-0.004,0.096,-0.013,0.065,-0.083,0.01,0.015,-0.025,0.005,-0.126,0.039,0.089,-0.015,-0.073,0.065,-0.121,0.126,0.076,0.118,0.11,-0.02,0.128,-0.052,0.101,-0.136,-0.02,0.059,0.039,0.02,0.095,0.022,-0.065,-0.017,0.098,0.056
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.124,-0.047,0.013,-0.041,0.069,0.166,0.096,0.056,0.083,0.077,-0.008,0.03,-0.058,0.074,-0.089,-0.013,0.077,-0.021,0.039,0.011,0.024,0.057,-0.09,-0.03,-0.058,-0.003,-0.099,0.035,-0.075,0.041,-0.068,0.088,-0.087,0.001,-0.069,-0.035
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065,0.014,-0.096,0.008,0.152,-0.024,-0.012,-0.019,0.063,0.031,-0.012,-0.033,-0.021,-0.11,-0.026,-0.038,-0.09,0.036,0.059,0.005,0.032,-0.015,-0.082,-0.002,-0.074,0.005,-0.045,0.068,-0.02,0.025,-0.161,-0.002,0.008,-0.063,-0.026,0.021
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042,-0.065,-0.017,0.002,-0.004,0.01,-0.021,0.034,0.013,-0.096,-0.023,-0.009,-0.042,-0.054,-0.074,-0.024,0.052,0.072,0.058,0.062,0.019,0.006,-0.06,0.009,0.011,-0.057,0.014,-0.087,0.073,-0.048,0.071,-0.063,0.031,-0.09,0.011
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,-0.048,-0.034,-0.194,-0.032,-0.004,-0.048,0.081,-0.21,-0.006,0.127,-0.147,0.019,0.003,-0.103,0.171,0.027,0.047,0.063,-0.126,0.108,-0.102,0.073,-0.108,-0.05,-0.004,-0.024,0.03,0.038,0.046,0.013,0.12,0.031,0.034
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.043,0.035,-0.111,-0.038,-0.103,0.076,-0.018,-0.026,-0.01,0.077,-0.132,-0.028,0.055,-0.131,-0.114,0.08,0.078,0.108,-0.016,-0.126,0.067,-0.078,0.075,-0.022,0.071,0.001,0.063,-0.136,0.021,0.003,0.022,-0.047,-0.021
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.068,-0.057,-0.02,-0.0,-0.104,0.005,-0.161,-0.015,0.042,-0.03,0.003,-0.05,-0.048,0.236,-0.059,-0.021,-0.02,-0.095,0.128,-0.065,0.096,-0.086,0.031,-0.036,0.04,0.088,0.077,-0.041,-0.004,0.056,0.017,-0.065
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.022,-0.072,-0.026,-0.073,0.078,0.002,-0.02,-0.045,0.105,-0.039,-0.074,-0.049,-0.034,-0.082,0.014,-0.076,-0.011,0.03,0.004,0.007,0.042,-0.017,-0.015,0.03,0.013,-0.031,0.069,0.022,-0.019,-0.046
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021,-0.079,0.072,-0.007,0.001,0.053,-0.04,0.003,0.049,0.003,0.017,-0.122,-0.133,0.059,-0.086,0.112,-0.129,0.013,-0.104,-0.011,0.04,-0.016,0.081,-0.094,-0.201,-0.094,0.069,-0.047,-0.077,-0.13
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,0.061,0.026,-0.074,-0.017,-0.01,-0.064,-0.022,0.032,-0.032,0.07,-0.069,0.021,-0.015,-0.038,0.027,-0.051,-0.061,0.02,-0.0,0.033,0.024,-0.056,-0.038,0.002,0.016,0.09,0.026,-0.065
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,0.006,-0.041,0.095,-0.02,-0.139,-0.009,0.012,0.036,-0.006,-0.061,-0.041,-0.078,0.005,-0.067,0.076,-0.122,0.027,0.061,-0.084,-0.024,-0.065,-0.128,-0.009,0.013,-0.007,0.02,-0.044
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006,0.156,0.052,-0.021,0.007,0.078,0.019,0.081,-0.043,-0.104,-0.034,-0.083,-0.045,-0.059,0.02,-0.104,-0.009,-0.014,0.026,-0.117,0.071,-0.006,-0.041,0.108,-0.001,-0.049,-0.045
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019,-0.03,0.023,-0.092,0.023,0.046,0.039,0.043,-0.039,-0.052,0.011,0.036,-0.028,0.067,-0.051,0.007,0.023,-0.05,-0.058,-0.027,-0.006,-0.009,-0.001,-0.003,0.075,0.056
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,-0.031,-0.075,0.05,-0.029,0.09,-0.122,-0.082,0.088,-0.047,-0.104,-0.103,-0.116,-0.139,0.037,-0.054,0.124,-0.033,-0.033,-0.082,-0.062,0.066,-0.078,-0.17,-0.185
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.047,0.042,-0.007,0.054,0.068,-0.087,0.021,-0.062,0.011,0.1,-0.054,0.043,-0.028,0.043,0.033,-0.134,0.036,-0.077,-0.028,-0.017,0.014,-0.008,0.004,-0.02
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,0.001,-0.034,-0.049,0.045,0.031,-0.127,-0.041,-0.065,0.09,-0.01,0.058,-0.029,-0.017,0.035,-0.076,0.009,0.035,0.034,-0.06,-0.003,0.035,0.105
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,-0.033,-0.028,-0.071,-0.064,-0.015,-0.073,0.117,-0.061,-0.023,-0.018,-0.036,0.046,-0.039,0.09,-0.083,-0.165,-0.035,-0.009,-0.096,-0.059,-0.097
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011,0.031,-0.172,0.084,0.071,-0.005,-0.015,-0.184,-0.002,-0.152,0.019,-0.085,0.159,-0.093,-0.029,-0.023,0.01,-0.049,-0.024,-0.087,-0.015
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,-0.104,0.059,-0.024,-0.047,0.019,-0.13,-0.001,-0.095,-0.029,-0.045,0.033,-0.169,0.097,-0.037,0.043,-0.046,-0.024,-0.055,0.006
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,-0.126,-0.041,-0.164,0.018,-0.042,0.051,-0.074,0.119,0.015,-0.025,-0.075,0.049,-0.148,-0.043,0.112,0.002,-0.018,-0.101
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137,0.016,0.08,0.069,-0.213,0.124,-0.095,-0.018,-0.014,0.052,-0.006,-0.039,-0.147,0.195,-0.03,0.058,0.071,0.124
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,0.033,-0.07,0.132,-0.02,0.113,-0.082,0.025,-0.156,0.011,0.003,0.1,-0.05,-0.004,0.04,0.156,0.0
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.054,0.011,0.039,-0.027,0.027,-0.026,-0.004,-0.084,-0.063,0.013,0.067,-0.005,-0.093,-0.015,0.046,0.018
