,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,0.081,-0.028,-0.016,-0.008,-0.115,-0.056,-0.09,-0.027,0.063,0.017,-0.08,0.001,-0.017,-0.003,0.076,-0.007,0.05,-0.029,-0.143,0.033,0.137,-0.007,0.025,-0.073,-0.067,0.023,0.134,0.069,0.093,-0.142,0.078,-0.112,0.036,0.113,0.038,0.055,-0.028,0.075,-0.127,-0.063,0.052,-0.04,0.081,-0.096,-0.134,-0.03,-0.075,-0.054,0.043,-0.042,-0.037,-0.067,-0.106,-0.014,0.042,-0.129,0.006
ctx-lh-lingual,,,,,,,,,,,,,0.029,-0.095,-0.128,-0.031,-0.004,-0.024,-0.009,-0.011,-0.015,0.065,-0.044,-0.047,0.08,0.082,0.04,0.007,-0.042,0.051,0.124,-0.104,0.028,-0.02,-0.052,0.013,0.017,-0.058,0.059,-0.02,0.072,0.006,-0.026,0.035,0.103,-0.054,-0.007,-0.02,-0.055,0.022,-0.005,0.025,0.003,-0.017,-0.016,0.11,0.006,-0.055,0.094,0.056,0.061,-0.015,-0.011,0.028,0.078,0.134,0.026,0.009
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.001,-0.008,-0.077,-0.047,-0.056,-0.015,0.026,-0.091,0.068,-0.046,0.053,-0.017,0.045,-0.025,0.055,-0.015,-0.003,0.001,0.04,0.033,0.02,-0.035,-0.01,-0.071,0.075,0.001,0.007,-0.106,-0.03,-0.057,0.079,-0.115,0.063,-0.017,-0.074,0.062,-0.034,-0.057,-0.047,-0.048,0.084,-0.133,-0.012,-0.043,-0.029,-0.036,-0.042,-0.158,-0.011,0.018,0.054,-0.053,-0.048,-0.058,-0.032
ctx-lh-middletemporal,,,,,,,,,,,,,,,0.1,0.015,-0.051,-0.005,-0.002,-0.028,-0.061,0.06,-0.084,0.099,-0.021,0.106,0.069,-0.112,-0.006,-0.018,0.039,0.029,-0.122,-0.024,0.017,-0.098,0.057,-0.022,-0.109,-0.016,0.032,-0.081,0.079,-0.046,-0.063,-0.013,0.03,-0.044,0.082,-0.04,-0.084,0.0,-0.048,0.049,-0.145,-0.052,-0.1,0.032,-0.093,0.025,-0.06,-0.108,-0.006,-0.058,0.041,-0.009,-0.05,-0.069
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,0.016,-0.078,0.015,-0.018,-0.078,0.016,0.105,-0.054,-0.043,-0.001,0.142,0.033,0.009,0.04,-0.044,0.084,-0.031,0.061,0.0,0.077,0.035,-0.082,-0.041,-0.051,0.036,-0.007,-0.016,0.021,0.108,0.007,-0.035,0.004,0.003,-0.087,0.082,-0.115,0.047,-0.159,-0.065,-0.006,0.044,-0.027,-0.092,0.008,0.048,0.007,-0.02,0.048,-0.101,-0.044,0.063,0.097,-0.105
ctx-lh-paracentral,,,,,,,,,,,,,,,,,0.039,0.04,0.079,-0.029,-0.01,-0.037,-0.019,-0.016,-0.111,0.034,-0.067,-0.008,0.017,0.086,-0.092,0.029,-0.045,0.073,-0.035,0.021,0.069,-0.022,-0.003,-0.026,0.016,-0.053,0.006,-0.039,-0.135,-0.01,-0.127,-0.007,-0.029,0.004,0.084,0.082,0.021,-0.042,-0.011,0.007,-0.055,-0.005,-0.077,-0.036,0.025,-0.017,-0.038,-0.016,-0.06,0.043,-0.097,0.017
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,-0.034,-0.081,-0.032,0.066,0.031,-0.025,0.017,-0.006,0.141,-0.012,0.009,-0.108,0.042,0.001,-0.072,-0.116,-0.002,-0.058,-0.046,0.065,-0.019,-0.136,-0.058,0.026,-0.089,0.02,0.029,0.046,-0.078,0.025,-0.008,-0.142,-0.001,-0.087,0.021,-0.058,-0.031,-0.008,0.049,-0.064,0.034,0.036,0.227,0.124,-0.049,-0.12,-0.015,0.059,-0.154,-0.142,-0.109
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,-0.08,0.015,0.073,-0.015,0.107,0.052,-0.009,0.051,-0.003,0.029,-0.065,-0.053,-0.045,-0.023,-0.039,0.069,-0.075,-0.053,-0.028,0.127,-0.058,0.053,-0.098,-0.046,-0.025,0.006,0.02,0.028,0.095,-0.016,0.038,0.046,-0.051,0.125,-0.04,0.046,-0.058,-0.022,-0.02,0.056,0.018,0.074,0.01,-0.009,-0.102,0.002,-0.04,-0.073,-0.022,0.008
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,-0.028,0.115,0.024,0.069,0.069,0.038,0.05,-0.038,-0.014,-0.04,-0.05,-0.012,-0.033,-0.154,0.048,-0.043,-0.009,-0.007,0.033,-0.071,0.017,-0.063,-0.041,0.043,-0.002,0.049,-0.033,0.053,-0.087,-0.009,0.009,-0.061,0.001,-0.071,-0.012,0.055,0.018,0.021,0.056,0.065,0.126,0.07,-0.009,-0.072,0.051,-0.01,-0.141,-0.168,-0.013
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,-0.041,0.044,-0.058,-0.011,0.011,0.02,0.058,0.059,-0.084,-0.027,0.131,-0.009,-0.086,-0.077,-0.061,-0.044,-0.001,0.04,0.083,0.016,0.134,0.059,-0.036,0.046,0.096,-0.007,0.007,0.018,-0.008,-0.042,-0.088,0.017,-0.107,0.002,-0.059,0.103,0.005,0.034,0.036,0.022,0.041,0.081,-0.047,-0.028,0.12,0.115,-0.087,-0.066
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,-0.153,0.076,-0.064,-0.114,0.062,-0.062,0.037,0.062,-0.016,0.036,0.073,-0.016,0.067,0.015,0.03,0.11,-0.009,0.017,0.073,-0.061,-0.02,-0.055,0.014,-0.037,0.016,-0.128,-0.09,-0.063,-0.018,0.129,0.076,0.026,-0.024,-0.029,-0.055,0.041,-0.011,-0.124,0.015,-0.037,-0.012,0.002,-0.15,0.034,0.042,-0.038,0.02
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,-0.106,0.023,0.039,-0.109,0.001,-0.001,0.005,-0.091,0.055,0.057,-0.057,-0.094,-0.039,-0.103,0.028,0.095,-0.013,0.081,0.077,0.053,0.072,0.027,-0.104,0.057,0.051,0.056,0.051,-0.05,-0.076,0.047,-0.037,0.071,-0.118,-0.127,-0.162,0.001,0.012,-0.118,-0.069,-0.004,-0.015,-0.193,-0.0,0.021,-0.07,-0.111
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,-0.013,-0.114,0.067,-0.083,0.015,-0.038,-0.053,-0.009,0.033,-0.067,-0.014,-0.087,0.017,0.117,-0.055,-0.102,-0.049,0.011,-0.034,-0.018,-0.016,-0.011,-0.057,-0.052,-0.045,-0.124,-0.028,0.063,0.086,0.054,-0.04,0.003,-0.024,-0.059,0.034,-0.063,0.146,0.066,0.023,-0.101,-0.135,0.064,-0.045,-0.121,-0.052
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,0.092,0.014,0.06,-0.002,0.097,-0.006,-0.017,0.159,0.019,0.029,0.079,0.041,-0.217,-0.033,0.017,-0.004,-0.079,-0.043,0.016,0.114,-0.11,-0.002,-0.03,-0.006,-0.07,0.026,-0.071,0.009,-0.068,0.005,0.013,-0.077,0.023,-0.181,0.015,-0.181,-0.138,-0.064,0.089,-0.006,-0.079,0.088,0.077,0.033
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,-0.007,0.046,-0.019,-0.086,-0.075,-0.055,-0.052,0.008,-0.02,0.046,-0.034,0.052,0.013,0.023,-0.137,-0.045,0.008,0.101,-0.086,0.047,-0.094,-0.075,0.05,-0.118,-0.023,-0.052,0.035,0.041,-0.112,-0.065,-0.085,-0.066,0.018,-0.002,-0.126,-0.027,0.029,0.004,-0.134,-0.04,-0.061,-0.001
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126,-0.015,0.07,-0.036,-0.06,-0.006,-0.008,0.072,-0.047,-0.043,-0.062,0.062,-0.016,-0.015,-0.116,-0.051,-0.012,-0.051,0.113,-0.021,0.101,0.027,0.072,-0.061,-0.028,0.044,0.08,-0.006,0.033,-0.14,0.012,0.031,0.084,-0.03,0.108,-0.075,-0.012,-0.083,-0.084,-0.065,-0.065,0.017
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.061,-0.066,-0.047,-0.111,-0.019,-0.107,0.054,-0.141,-0.074,-0.014,0.049,-0.049,-0.038,-0.108,-0.143,-0.047,-0.031,-0.057,0.007,0.01,-0.069,-0.059,-0.134,-0.027,0.01,-0.029,0.074,-0.128,-0.082,-0.101,-0.036,0.087,0.082,0.026,-0.132,-0.085,-0.026,-0.088,-0.1,-0.083,-0.001
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.099,0.06,0.036,0.106,0.083,0.05,0.1,0.017,-0.015,0.11,-0.022,0.058,-0.056,0.037,-0.104,0.119,-0.054,0.054,0.044,0.048,0.02,0.076,0.088,0.049,-0.047,0.075,0.114,0.029,0.117,0.105,0.005,0.086,-0.102,0.007,-0.007,0.099,0.028,0.143,0.075
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048,-0.029,0.045,-0.115,-0.015,-0.074,-0.088,-0.003,-0.028,-0.038,0.065,0.003,-0.023,0.145,0.079,-0.047,0.029,-0.028,-0.172,0.044,0.038,-0.083,-0.086,-0.1,0.007,-0.022,-0.033,-0.048,0.021,-0.055,-0.056,-0.141,0.046,-0.126,-0.088,0.045,-0.047,-0.131,-0.068
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,-0.073,-0.049,-0.095,0.046,-0.064,0.0,0.048,-0.108,0.07,0.089,0.014,0.077,0.114,-0.04,0.047,0.013,0.082,-0.056,-0.025,-0.033,-0.013,0.027,0.014,0.002,-0.038,-0.102,0.073,-0.083,-0.032,0.014,0.054,-0.095,-0.09,0.059,-0.068,-0.077,-0.118
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122,0.099,0.055,-0.104,-0.025,-0.038,0.17,0.088,0.059,-0.096,0.111,-0.109,0.049,0.035,0.161,-0.025,-0.003,-0.041,-0.045,0.061,0.035,-0.018,0.117,-0.014,-0.067,0.013,-0.047,-0.133,-0.133,-0.246,-0.013,-0.065,0.054,-0.074,0.098,0.063,0.118
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,0.013,0.022,-0.017,0.023,0.109,-0.032,0.05,-0.01,-0.052,0.126,0.023,0.035,0.014,0.023,-0.071,-0.02,-0.005,-0.089,-0.041,-0.089,0.053,0.008,0.004,0.072,0.108,-0.09,-0.04,-0.1,0.06,0.027,-0.08,0.062,0.062,0.047,0.008
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,-0.065,-0.171,0.045,0.053,-0.042,0.037,0.117,-0.02,0.04,0.108,-0.043,0.032,-0.046,-0.085,0.004,-0.029,-0.081,-0.099,-0.1,-0.085,-0.037,-0.085,-0.023,0.008,-0.096,-0.065,-0.076,0.084,-0.152,-0.113,0.122,0.019,0.008,-0.049
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.033,0.067,0.006,0.005,0.036,0.032,0.053,0.065,0.046,0.03,-0.076,-0.056,0.02,-0.113,0.004,-0.058,0.043,-0.01,-0.124,0.014,-0.043,-0.045,-0.013,0.013,0.015,0.053,0.007,-0.058,-0.108,0.038,0.031,-0.112,0.014
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.004,-0.006,-0.054,0.068,0.037,0.025,0.087,0.056,-0.075,0.022,-0.037,0.036,0.048,-0.045,0.023,0.014,-0.021,0.001,-0.023,0.026,-0.073,0.073,0.006,0.065,-0.042,0.051,0.058,0.096,-0.081,-0.013,-0.088,-0.001
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.012,0.023,0.105,-0.006,0.084,0.075,-0.005,-0.05,-0.021,-0.035,0.007,0.019,-0.048,0.002,-0.025,0.019,-0.007,-0.004,-0.145,-0.028,0.02,0.053,-0.026,-0.022,0.047,-0.009,-0.045,-0.063,0.019,-0.126,0.011
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,-0.044,-0.039,-0.127,-0.025,-0.122,-0.041,-0.062,0.009,-0.063,0.001,-0.098,0.096,0.071,-0.107,-0.008,-0.05,0.122,0.017,0.132,-0.119,-0.02,-0.048,0.022,0.079,-0.003,0.037,0.085,-0.016,0.036,0.119
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,0.007,0.083,-0.017,-0.024,0.046,0.118,-0.018,0.007,0.033,-0.029,0.007,0.047,0.148,0.028,0.055,-0.013,0.119,0.039,0.018,0.109,0.04,0.047,-0.048,-0.013,0.03,0.113,0.199,0.013,0.008
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.007,0.045,-0.048,0.035,0.021,0.058,0.025,-0.096,-0.016,0.029,-0.094,-0.05,-0.037,0.013,0.071,0.023,0.043,0.019,-0.062,0.01,-0.077,0.132,-0.024,-0.045,-0.054,0.106,-0.063,0.044
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,-0.028,0.011,0.015,0.054,-0.009,0.056,-0.057,0.04,0.047,-0.023,0.049,-0.053,0.042,0.067,0.179,0.024,-0.07,0.077,-0.036,-0.038,0.003,0.005,0.056,0.01,0.044,0.103,0.034
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,-0.016,0.028,-0.098,0.136,-0.095,0.038,0.07,0.071,-0.021,-0.092,-0.074,0.091,0.109,0.094,0.128,-0.008,-0.088,-0.108,-0.136,0.12,0.039,0.134,-0.001,-0.069,0.179,0.049
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.066,0.062,0.038,0.024,0.099,0.048,-0.009,0.002,0.021,-0.007,0.088,0.082,0.077,0.049,0.008,0.052,0.008,-0.086,-0.022,0.03,0.005,0.063,-0.01,0.073,0.093
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,-0.174,0.011,-0.096,-0.026,0.035,0.069,-0.012,-0.09,-0.037,0.002,-0.006,0.051,0.029,-0.066,-0.012,-0.13,-0.115,0.042,0.109,0.071,-0.112,0.026,0.11,0.045
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,0.121,0.044,-0.072,0.115,0.021,0.056,0.009,-0.039,0.057,0.058,0.076,0.049,0.043,0.152,-0.028,-0.035,-0.057,0.077,0.108,0.017,0.034,0.17,0.05
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,-0.026,-0.125,0.021,-0.13,-0.1,-0.061,-0.023,0.089,-0.104,-0.106,-0.054,-0.103,-0.103,0.038,-0.153,0.077,-0.109,-0.067,0.042,-0.011,-0.102,-0.016
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,0.005,-0.005,0.036,-0.059,0.061,0.0,0.03,0.042,0.133,0.026,-0.017,0.056,-0.018,0.065,-0.019,0.027,0.055,0.077,0.141,-0.007,-0.041
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085,0.067,-0.086,-0.056,0.009,-0.037,0.048,-0.188,-0.08,-0.14,-0.123,-0.122,-0.002,-0.163,-0.025,-0.04,-0.028,-0.045,-0.072,-0.059,-0.095
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,-0.01,-0.009,-0.044,-0.021,0.044,-0.068,-0.024,-0.04,-0.034,-0.133,0.036,-0.132,0.005,-0.002,0.077,0.003,-0.086,-0.003,0.033
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,-0.136,0.036,-0.151,-0.038,0.008,0.082,-0.061,-0.087,0.05,-0.021,-0.03,0.066,0.023,-0.022,-0.037,-0.001,0.012,-0.086
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.091,-0.003,-0.023,-0.017,0.008,-0.061,0.086,-0.079,-0.088,-0.023,0.013,-0.034,-0.007,-0.023,0.054,-0.087,-0.028
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.076,-0.057,-0.097,0.11,-0.007,0.093,-0.05,-0.031,0.051,0.068,0.079,-0.006,-0.056,0.131,-0.081,-0.11,-0.01
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031,0.018,-0.011,0.025,-0.004,-0.021,-0.079,0.015,-0.075,0.052,-0.066,0.014,0.004,-0.081,-0.076,-0.012
ctx-rh-parstriangularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.112,0.076,0.031,0.039,-0.083,0.06,0.154,0.082,0.066,0.014,0.067,0.007,-0.144,-0.176,0.001
