,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,-0.016,0.056,-0.066,0.004,-0.008,0.038,-0.034,-0.006,-0.005,0.034,0.016,0.062,0.046,0.069,-0.007,-0.021,0.028,-0.036,-0.01,-0.061,-0.032,-0.001,0.05,-0.093,0.009,-0.008,0.035,-0.038,0.004,-0.008,-0.062,0.02,0.036,-0.013,-0.009,0.055,-0.102,0.053,-0.015,-0.017,-0.027,-0.06,-0.01,0.029,0.0,0.02,0.034,0.039,-0.023,-0.088,0.026,-0.04,0.012,-0.058,-0.079,0.017,0.036
ctx-lh-lingual,,,,,,,,,,,,,-0.006,-0.025,-0.037,-0.049,-0.036,0.0,-0.031,-0.014,-0.103,0.04,-0.072,0.046,-0.005,-0.041,-0.022,-0.009,-0.08,0.005,0.031,-0.022,-0.093,-0.095,-0.174,-0.039,-0.011,-0.101,-0.001,-0.141,-0.012,-0.068,0.022,-0.013,-0.035,-0.152,0.037,-0.066,-0.039,-0.029,-0.064,-0.02,-0.077,-0.043,-0.099,0.029,-0.095,0.023,0.034,-0.022,-0.042,0.026,-0.109,-0.063,-0.001,-0.07,-0.096,-0.097
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.069,-0.097,-0.103,0.098,0.07,0.07,0.018,-0.067,-0.111,-0.012,-0.227,-0.124,-0.005,-0.143,0.007,-0.082,-0.017,-0.125,-0.083,-0.09,0.021,-0.016,-0.033,0.057,-0.012,-0.044,0.029,-0.017,0.031,-0.142,0.013,0.084,0.01,-0.072,-0.067,0.026,-0.132,0.084,0.092,0.078,0.009,-0.099,-0.074,-0.047,-0.129,-0.095,0.04,-0.105,0.006,-0.072,0.022,-0.107,-0.112,-0.073,0.014
ctx-lh-middletemporal,,,,,,,,,,,,,,,-0.062,-0.047,-0.032,-0.051,-0.062,-0.004,-0.035,-0.037,-0.027,-0.114,-0.058,-0.11,-0.119,-0.056,-0.045,-0.037,-0.069,-0.047,-0.09,0.023,-0.033,-0.02,-0.044,-0.042,-0.065,-0.012,-0.092,-0.083,-0.051,0.019,-0.066,-0.016,-0.039,-0.16,-0.028,-0.115,-0.003,-0.128,-0.045,0.016,-0.068,-0.016,-0.051,-0.077,-0.039,-0.072,-0.142,-0.034,-0.097,-0.018,-0.097,-0.089,-0.063,0.0
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,-0.044,-0.031,0.013,-0.047,-0.016,-0.054,-0.027,-0.061,-0.111,-0.087,-0.066,-0.142,-0.057,-0.062,0.008,-0.048,-0.072,-0.033,-0.051,-0.082,-0.081,-0.072,-0.031,-0.08,-0.07,-0.087,-0.034,-0.113,0.026,-0.037,-0.0,-0.091,-0.106,-0.094,-0.065,-0.052,-0.04,-0.056,-0.019,-0.072,-0.036,-0.087,-0.132,-0.068,-0.03,-0.129,-0.03,-0.094,-0.027,-0.053,-0.143,-0.064,-0.071
ctx-lh-paracentral,,,,,,,,,,,,,,,,,0.038,-0.018,0.005,0.041,-0.123,0.054,-0.084,-0.014,-0.024,0.006,-0.013,0.002,-0.123,0.036,-0.128,-0.057,-0.061,0.076,-0.133,0.142,0.042,-0.068,0.019,-0.055,-0.009,-0.024,-0.018,-0.001,-0.003,-0.039,-0.084,-0.071,-0.001,-0.104,0.099,0.017,0.042,0.037,-0.099,0.107,-0.084,-0.013,0.029,0.065,0.025,-0.015,-0.155,0.092,-0.079,-0.046,-0.039,0.086
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,0.053,-0.052,-0.05,0.046,0.051,0.026,0.097,0.12,-0.023,0.05,0.006,-0.029,-0.078,0.059,-0.007,-0.013,0.025,-0.132,0.015,0.017,0.008,-0.011,-0.073,0.008,-0.073,0.072,0.068,0.03,-0.014,0.13,-0.055,-0.01,0.028,-0.035,-0.002,-0.093,-0.05,0.036,0.054,-0.011,0.057,0.12,0.03,0.02,0.018,-0.012,-0.023,0.063,-0.005,-0.028,-0.005
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,0.06,0.0,0.025,0.059,0.06,0.056,0.072,-0.025,-0.012,0.019,0.0,-0.014,-0.041,-0.045,-0.003,0.077,-0.002,0.027,0.04,0.037,-0.042,-0.03,0.043,-0.061,0.102,-0.021,0.015,0.006,0.074,-0.049,0.059,-0.057,0.052,-0.047,0.083,-0.001,0.031,0.072,0.043,0.076,0.058,0.015,-0.013,0.018,-0.001,0.041,-0.011,-0.07,0.037,0.052
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,-0.051,0.03,0.022,0.034,-0.001,0.085,-0.051,0.002,0.01,-0.038,-0.067,0.049,-0.012,-0.057,0.02,-0.082,0.017,0.046,0.001,-0.021,-0.044,0.01,-0.033,0.032,0.055,0.039,-0.021,0.099,-0.063,-0.028,-0.022,0.009,0.022,-0.039,-0.047,0.027,0.038,0.011,0.012,0.063,0.012,0.007,0.013,-0.026,0.017,0.061,-0.008,-0.042,0.031
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,-0.018,0.03,0.012,0.057,-0.0,-0.059,0.001,0.092,-0.019,0.004,0.057,0.009,-0.067,-0.09,-0.099,-0.039,-0.008,0.022,-0.007,-0.051,0.011,-0.037,0.032,-0.003,-0.064,-0.045,0.039,-0.035,-0.037,0.072,-0.094,-0.038,-0.098,-0.164,0.006,0.002,0.01,0.057,0.015,-0.036,-0.037,0.12,-0.04,-0.035,-0.006,-0.028,-0.079,-0.11
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.055,-0.014,-0.01,-0.025,-0.01,-0.016,-0.005,-0.134,0.027,-0.07,0.004,-0.094,0.043,-0.12,0.111,0.073,-0.089,0.004,-0.09,0.01,-0.039,-0.001,0.003,0.028,-0.08,-0.035,-0.036,-0.02,-0.128,0.089,0.013,0.048,-0.004,-0.198,0.085,-0.075,0.018,0.041,0.062,0.044,-0.026,-0.145,0.007,-0.044,-0.019,-0.1,0.022
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.041,0.035,-0.095,0.021,-0.053,0.109,-0.008,0.061,-0.074,-0.081,-0.014,-0.026,-0.083,-0.039,0.012,0.086,-0.06,0.027,-0.014,-0.032,-0.055,0.123,-0.055,0.078,-0.086,-0.093,0.027,0.056,0.001,0.023,-0.081,0.044,0.064,-0.054,0.015,-0.014,-0.059,0.011,-0.146,0.12,-0.044,0.056,-0.082,-0.084,0.011,0.008
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,0.027,0.012,-0.03,-0.013,0.019,-0.11,0.002,-0.028,0.038,-0.086,0.049,-0.116,0.08,0.025,-0.047,0.008,-0.082,-0.002,-0.028,0.028,0.03,0.037,-0.052,0.032,-0.021,-0.028,-0.082,0.037,0.029,0.022,0.009,-0.048,0.078,-0.13,0.035,0.06,0.04,0.019,0.027,-0.089,0.028,-0.011,0.024,-0.061,0.038
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,-0.122,0.112,-0.083,0.131,-0.051,0.152,-0.123,-0.125,-0.003,0.045,-0.094,0.059,0.037,0.077,-0.061,-0.001,-0.087,-0.044,-0.262,0.106,-0.008,0.052,-0.197,-0.17,-0.058,0.016,0.094,0.02,0.021,0.075,-0.022,0.041,-0.009,-0.154,-0.077,0.118,-0.147,0.137,-0.103,0.111,-0.138,-0.122,-0.016,0.04
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,-0.032,0.068,-0.019,0.053,-0.101,-0.127,-0.015,0.031,-0.009,-0.011,0.061,0.04,-0.087,0.021,-0.05,-0.031,-0.226,0.051,0.07,0.043,-0.114,-0.083,-0.034,-0.029,0.086,0.059,0.056,-0.01,-0.055,-0.089,-0.005,-0.098,-0.055,0.064,-0.097,0.066,-0.051,0.059,-0.103,-0.123,-0.061,0.027
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,-0.021,-0.105,-0.016,-0.014,-0.078,-0.054,0.012,-0.129,-0.022,-0.016,0.037,-0.073,-0.087,-0.016,-0.151,0.024,0.0,-0.009,-0.034,0.029,-0.111,-0.008,-0.047,-0.013,-0.043,-0.048,-0.065,-0.028,0.017,-0.047,0.061,0.088,0.006,-0.043,0.008,-0.091,-0.002,-0.003,-0.073,-0.054,-0.002
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.078,-0.001,-0.097,-0.089,-0.07,0.024,-0.041,0.053,0.062,0.009,-0.064,-0.045,-0.048,-0.084,-0.122,0.054,0.007,-0.007,-0.099,-0.108,-0.067,-0.054,0.07,-0.0,0.026,-0.018,-0.021,-0.019,-0.032,-0.062,0.008,0.082,-0.045,0.017,-0.079,0.051,-0.086,-0.068,-0.064,0.031
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.062,0.086,-0.034,-0.049,0.008,0.044,-0.107,0.077,0.007,0.05,-0.042,-0.195,-0.023,-0.169,0.066,-0.006,-0.009,-0.018,0.055,-0.081,-0.031,0.051,0.035,-0.043,0.003,0.041,0.035,0.139,0.003,0.097,0.112,-0.006,0.005,-0.045,-0.079,0.05,0.012,-0.052,0.024,0.038
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038,-0.043,-0.03,-0.146,-0.012,-0.158,-0.0,0.014,-0.104,-0.091,-0.102,-0.052,-0.086,-0.005,-0.03,-0.024,-0.064,-0.018,-0.129,-0.048,-0.136,-0.001,-0.069,-0.028,0.008,-0.181,0.007,-0.147,-0.038,0.011,-0.041,-0.091,-0.049,-0.198,-0.05,-0.033,-0.069,-0.115,-0.053
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,-0.071,-0.008,-0.05,-0.129,0.011,-0.026,0.048,-0.047,-0.058,-0.016,-0.099,0.037,0.102,-0.038,0.027,0.018,-0.11,0.01,0.05,-0.062,-0.077,-0.129,0.002,0.008,0.069,-0.04,0.098,0.086,-0.004,-0.042,0.065,-0.087,-0.086,-0.016,-0.062,-0.025,-0.044
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008,-0.067,-0.022,-0.013,-0.065,0.015,0.04,0.013,-0.004,-0.039,-0.028,-0.08,0.044,-0.043,0.036,-0.095,-0.077,-0.035,-0.146,0.019,-0.0,0.033,0.051,-0.112,-0.08,-0.054,-0.076,-0.11,-0.039,-0.127,-0.022,-0.084,0.005,0.002,-0.104,-0.033,-0.007
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,0.005,-0.003,-0.018,-0.038,-0.024,-0.023,-0.002,-0.1,-0.066,-0.089,-0.067,-0.035,0.006,-0.053,-0.071,-0.001,-0.043,0.01,-0.076,-0.037,0.038,0.005,-0.08,0.009,-0.091,-0.091,-0.098,-0.113,-0.039,-0.017,-0.012,-0.042,-0.012,-0.027,0.02
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042,-0.197,0.004,0.01,-0.056,-0.068,-0.078,-0.05,-0.088,-0.045,0.046,-0.006,-0.057,-0.031,-0.131,-0.045,-0.041,-0.016,-0.053,-0.049,-0.053,-0.094,0.007,-0.078,-0.017,0.003,-0.009,-0.087,0.035,-0.201,-0.029,-0.066,-0.097,-0.085,-0.04
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.145,-0.073,0.016,-0.062,-0.043,-0.062,-0.01,-0.063,0.006,0.053,-0.021,-0.065,0.073,-0.028,-0.017,0.095,-0.117,0.021,-0.107,-0.089,0.061,-0.036,0.008,-0.003,0.04,-0.003,-0.023,0.054,-0.021,-0.116,0.026,-0.053,-0.041,-0.112
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,0.041,-0.162,-0.091,-0.116,0.009,-0.023,0.046,-0.068,-0.014,-0.144,0.058,0.052,-0.053,-0.142,-0.097,0.045,-0.077,-0.084,-0.131,-0.025,-0.138,-0.072,0.017,-0.069,-0.017,-0.099,-0.068,-0.077,0.001,-0.012,-0.143,-0.13
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.009,-0.104,-0.062,-0.026,-0.073,-0.053,0.069,-0.059,-0.006,0.021,-0.048,-0.066,0.166,-0.062,0.011,-0.087,-0.042,0.125,-0.114,0.065,-0.0,-0.001,-0.034,-0.034,0.101,0.009,-0.045,-0.015,-0.04,-0.03,-0.07
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,-0.04,0.005,0.013,-0.054,0.044,0.081,-0.008,0.039,0.045,-0.034,-0.018,0.001,0.065,-0.001,0.099,-0.016,0.09,0.022,0.058,0.066,0.062,0.031,0.082,0.04,0.048,0.074,0.003,-0.067,0.028,0.041
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003,-0.113,0.048,-0.063,0.056,0.041,-0.019,-0.061,0.017,-0.063,-0.043,-0.023,-0.035,0.019,-0.054,0.093,-0.086,0.048,-0.059,0.054,0.039,0.025,-0.013,0.089,-0.11,-0.01,0.001,-0.036,-0.096,-0.076
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.094,0.001,-0.06,-0.042,-0.07,0.02,-0.062,-0.105,-0.017,0.012,-0.022,-0.08,-0.063,-0.014,0.041,-0.072,0.025,-0.056,-0.081,-0.055,-0.083,0.001,-0.072,-0.047,-0.035,-0.044,-0.03,-0.023
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014,0.022,0.045,-0.127,0.008,-0.116,0.081,-0.007,-0.013,-0.054,-0.073,-0.018,-0.056,-0.053,-0.061,0.049,-0.11,-0.016,0.041,-0.031,-0.039,-0.147,-0.074,-0.062,-0.025,-0.012,-0.026,-0.063
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,0.034,0.1,0.017,0.022,-0.01,-0.077,-0.021,-0.041,0.067,-0.006,0.072,0.008,0.013,0.03,0.007,0.001,-0.043,0.029,-0.034,0.02,-0.06,0.068,-0.025,-0.097,-0.034,0.01
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,-0.094,-0.033,-0.051,0.026,-0.009,0.037,-0.027,-0.039,-0.069,-0.018,-0.04,0.016,-0.012,-0.029,-0.024,0.011,-0.115,-0.045,-0.146,-0.043,-0.05,-0.013,-0.051,-0.024,-0.035
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,0.033,0.07,-0.097,-0.043,0.009,-0.054,0.089,0.091,0.069,0.067,-0.023,-0.03,0.004,-0.141,-0.168,0.061,-0.103,0.1,-0.018,0.057,-0.084,-0.115,-0.063,-0.01
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003,0.004,0.058,-0.009,0.027,-0.001,0.072,-0.054,0.02,0.003,0.012,0.132,0.003,0.09,0.07,0.034,0.061,0.007,-0.034,0.057,0.059,-0.056,0.065,0.014
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.091,-0.049,0.058,0.006,-0.028,0.046,0.016,-0.069,0.059,-0.039,0.037,0.025,0.035,-0.009,-0.036,0.0,0.013,-0.002,-0.052,-0.071,0.024,-0.012
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,-0.028,-0.001,-0.026,-0.026,-0.027,-0.057,-0.015,-0.054,0.065,-0.055,0.049,0.073,-0.008,-0.014,0.019,-0.08,-0.018,-0.022,-0.052,-0.072,-0.073
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024,0.063,-0.109,0.122,0.107,0.155,0.043,-0.065,-0.042,0.001,-0.1,-0.09,0.066,-0.06,0.05,0.004,0.067,-0.062,-0.088,-0.012,0.067
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018,-0.097,0.009,-0.076,0.002,-0.01,-0.025,-0.02,-0.022,-0.099,-0.062,-0.061,-0.078,-0.067,-0.023,0.005,-0.051,-0.076,-0.057,-0.008
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,-0.021,0.03,-0.012,-0.052,-0.006,0.051,-0.034,-0.018,0.026,0.044,-0.043,-0.001,-0.043,0.021,-0.034,-0.042,-0.059,-0.028
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102,-0.004,0.027,0.055,-0.077,0.131,-0.08,0.033,0.042,0.029,-0.009,0.034,-0.17,0.145,-0.096,-0.02,-0.04,0.104
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,-0.05,-0.11,0.134,0.006,0.033,0.085,0.106,0.013,0.071,0.052,0.038,-0.072,0.067,0.029,0.002,-0.048
