,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,0.066,-0.178,-0.142,0.026,0.023,0.038,-0.087,-0.089,-0.015,0.071,-0.017,0.141,-0.146,-0.053,0.31,-0.052,0.114,-0.024,-0.004,-0.119,-0.079,-0.022,0.08,-0.086,0.067,0.036,0.052,0.02,0.036,-0.118,-0.038,-0.201,0.02,0.032,0.052,-0.173,-0.225,-0.027,-0.027,0.043,-0.14,-0.133,-0.046,-0.02,-0.059,0.048,-0.084,-0.026,0.119,-0.053,0.119,-0.128,0.032,-0.066,0.002,-0.029,0.033
ctx-lh-lingual,,,,,,,,,,,,,0.004,0.067,-0.039,-0.213,0.025,0.001,-0.0,0.142,-0.081,-0.094,-0.072,-0.201,0.076,0.017,0.075,-0.035,-0.062,-0.002,0.078,0.011,-0.023,-0.119,-0.054,0.047,0.002,-0.062,-0.141,-0.033,0.041,-0.015,-0.132,0.07,0.06,0.05,0.057,0.083,-0.034,-0.146,0.006,0.061,-0.005,0.137,-0.082,-0.046,-0.028,-0.206,0.063,0.002,0.086,-0.031,-0.075,-0.058,-0.012,-0.109,0.001,-0.049
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,0.094,0.095,-0.042,-0.03,0.001,-0.069,-0.042,-0.02,0.037,0.01,0.006,-0.004,0.076,-0.071,-0.002,-0.055,-0.047,0.013,-0.023,-0.043,-0.02,-0.129,0.011,0.066,-0.042,0.068,0.063,0.08,0.034,0.029,0.057,-0.143,-0.06,-0.049,-0.009,-0.079,-0.085,-0.045,0.093,-0.058,-0.073,-0.154,-0.015,-0.079,-0.01,-0.036,0.007,0.063,-0.119,-0.093,-0.036,0.004,0.029,-0.028,0.007
ctx-lh-middletemporal,,,,,,,,,,,,,,,-0.106,0.091,-0.116,-0.032,-0.027,0.036,0.015,0.032,-0.057,-0.0,0.038,0.018,0.06,-0.137,-0.071,-0.063,0.005,0.068,-0.197,0.041,-0.073,-0.008,-0.035,-0.061,0.083,-0.017,-0.054,0.008,0.084,0.077,-0.225,-0.02,0.049,-0.087,-0.151,0.075,-0.019,0.023,-0.016,0.039,-0.039,0.05,-0.004,-0.015,0.059,-0.01,0.098,-0.181,-0.15,-0.011,-0.025,0.061,-0.058,0.033
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,-0.066,0.058,0.041,-0.029,0.059,-0.038,-0.012,-0.07,0.028,0.032,0.053,-0.038,-0.072,-0.022,-0.14,-0.027,-0.059,0.087,0.008,0.004,-0.002,0.251,-0.036,0.05,-0.045,0.052,-0.018,-0.001,0.028,0.153,-0.007,0.117,-0.014,-0.085,-0.053,0.092,0.233,0.036,0.03,-0.084,0.038,-0.085,0.002,0.017,0.103,0.123,-0.178,0.009,-0.069,-0.009,-0.006,0.093,-0.034
ctx-lh-paracentral,,,,,,,,,,,,,,,,,0.097,0.113,0.041,-0.016,-0.066,0.059,-0.053,-0.03,-0.023,-0.005,0.111,-0.081,0.051,0.08,-0.018,-0.002,0.208,0.125,0.045,0.16,0.051,-0.2,0.004,-0.177,0.049,-0.053,-0.032,-0.223,0.037,-0.143,-0.006,0.113,-0.071,0.031,0.055,0.091,0.042,-0.002,-0.115,-0.02,-0.076,-0.077,0.022,-0.002,0.077,-0.139,0.032,0.075,0.056,0.052,0.091,0.073
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,0.086,0.012,0.074,0.013,0.084,0.02,-0.022,-0.104,0.044,-0.026,0.004,-0.044,-0.065,0.03,-0.006,-0.078,0.146,0.078,0.046,-0.14,0.056,-0.009,-0.019,-0.072,0.027,-0.019,0.002,-0.026,0.062,-0.042,-0.073,0.033,0.054,-0.048,-0.066,-0.018,0.058,-0.029,-0.045,-0.025,0.002,-0.047,-0.007,-0.03,0.0,-0.012,-0.051,0.06,0.008,-0.011,0.048
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,0.006,-0.052,0.097,0.042,0.182,-0.037,-0.009,0.108,0.063,-0.06,0.046,-0.026,0.025,0.069,0.022,0.181,-0.044,-0.004,-0.065,-0.0,0.089,0.037,-0.089,0.003,0.056,-0.119,-0.134,-0.039,-0.021,-0.131,-0.011,0.047,0.085,-0.006,0.063,-0.045,0.014,0.018,0.052,-0.028,-0.033,0.012,0.138,-0.07,0.001,0.061,-0.105,0.071,0.049,0.112
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,0.024,-0.011,0.098,0.04,-0.077,0.005,0.016,0.073,-0.065,-0.002,-0.084,-0.069,0.128,-0.058,0.156,0.038,0.153,-0.082,0.059,0.057,0.007,-0.056,0.035,-0.032,-0.015,-0.115,-0.006,-0.047,-0.106,-0.063,-0.051,0.065,-0.053,-0.004,0.016,-0.043,0.041,0.033,0.011,0.042,0.046,0.081,0.023,-0.098,-0.009,0.034,0.118,-0.028,0.105
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,0.106,-0.123,0.093,-0.198,-0.075,-0.079,-0.001,0.153,0.033,0.003,0.083,-0.016,-0.053,-0.123,0.041,-0.015,-0.083,0.146,-0.096,0.095,0.022,0.017,-0.167,0.118,0.006,0.137,-0.035,0.066,0.059,0.024,0.037,-0.03,0.018,-0.072,0.082,-0.116,0.118,-0.211,-0.11,-0.083,-0.008,0.164,0.053,0.017,-0.013,-0.12,-0.114,-0.069
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.073,0.108,-0.047,-0.077,-0.12,-0.03,-0.042,-0.025,0.049,0.059,-0.037,0.064,0.128,-0.023,0.185,-0.116,-0.087,0.031,-0.119,-0.095,-0.068,-0.106,-0.109,0.062,-0.064,-0.028,-0.065,-0.051,-0.047,0.079,0.037,0.001,0.12,-0.074,-0.033,0.068,-0.032,-0.142,-0.111,-0.031,-0.064,-0.038,0.02,0.14,0.074,0.108,0.139
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.077,-0.059,0.045,-0.043,-0.016,-0.001,0.222,0.06,-0.038,0.013,0.028,-0.044,0.157,-0.055,-0.003,0.0,-0.01,0.003,-0.02,-0.047,-0.121,0.014,0.06,-0.083,-0.02,0.019,0.067,0.093,-0.026,0.018,-0.004,-0.073,0.041,-0.067,0.091,-0.106,0.062,-0.102,-0.103,-0.044,0.245,0.036,-0.072,-0.113,0.018,-0.017
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,-0.049,-0.021,-0.053,-0.033,-0.04,-0.024,0.047,0.107,-0.053,0.068,0.183,-0.018,0.219,-0.108,-0.024,-0.015,-0.126,-0.169,-0.089,-0.1,-0.087,0.132,-0.052,-0.002,-0.066,-0.042,-0.073,0.057,0.06,0.001,0.083,-0.023,-0.02,0.001,-0.058,-0.107,-0.084,-0.093,-0.03,-0.029,0.066,0.185,0.012,0.086,0.201
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,0.065,-0.017,-0.002,-0.028,-0.006,-0.045,-0.003,-0.063,0.067,-0.125,0.054,-0.043,0.133,-0.135,0.061,-0.108,0.17,-0.055,0.042,-0.002,0.036,-0.182,0.052,0.105,-0.05,-0.026,-0.041,0.126,0.036,-0.166,-0.107,0.06,-0.026,0.053,0.146,0.116,0.116,-0.071,0.092,0.007,-0.067,-0.062,0.009,-0.129
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,-0.027,0.105,0.078,-0.014,-0.035,-0.014,-0.012,-0.111,0.024,-0.043,-0.139,0.118,0.062,0.089,-0.009,0.115,0.037,0.173,-0.005,0.042,-0.021,-0.008,-0.023,-0.013,-0.052,0.015,-0.03,-0.089,-0.19,-0.031,-0.07,0.006,-0.011,-0.056,-0.01,0.022,0.084,0.033,0.051,0.022,-0.062,-0.091
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144,0.083,0.034,-0.014,-0.071,0.053,-0.039,0.008,-0.005,-0.027,-0.044,0.055,-0.04,-0.036,-0.101,-0.076,0.006,-0.0,0.154,0.015,0.013,-0.017,0.059,-0.003,-0.023,0.01,-0.034,-0.066,-0.087,-0.056,-0.086,-0.006,-0.019,0.057,0.021,0.161,-0.042,-0.016,-0.024,0.023,-0.203,-0.091
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.022,-0.025,-0.022,0.027,-0.101,0.025,0.033,0.01,-0.103,0.056,0.024,0.008,-0.056,-0.007,-0.04,0.028,-0.075,0.026,-0.091,-0.011,-0.071,0.036,0.024,0.094,0.078,-0.022,-0.1,-0.057,-0.067,-0.059,-0.045,0.075,0.078,-0.055,-0.04,0.047,0.001,0.086,-0.085,0.029
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.054,0.103,-0.042,-0.138,0.208,0.042,-0.033,0.128,0.113,-0.052,-0.092,-0.07,0.031,-0.142,-0.05,-0.115,0.173,-0.011,0.071,0.045,-0.035,-0.022,-0.002,0.011,0.079,0.12,-0.012,0.134,0.023,-0.039,0.198,0.146,0.112,-0.017,-0.003,0.013,0.017,-0.107,0.113,0.04
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007,-0.134,0.032,0.009,0.117,-0.194,0.16,-0.075,-0.087,0.108,-0.073,-0.149,0.11,-0.024,-0.019,0.011,-0.077,-0.071,-0.17,-0.08,0.002,0.114,0.043,0.102,0.037,-0.045,0.163,-0.014,0.043,0.032,0.001,0.038,-0.032,-0.228,-0.018,-0.065,0.02,0.173,0.144
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.051,-0.017,0.124,0.051,0.188,-0.058,0.033,0.027,-0.017,-0.077,-0.075,-0.189,0.03,-0.084,0.013,-0.166,-0.007,-0.059,0.081,-0.002,-0.161,-0.071,0.023,0.05,0.065,0.046,-0.035,0.026,-0.021,-0.041,0.109,-0.034,0.055,-0.023,-0.042,-0.081,0.1
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,-0.17,-0.021,-0.191,-0.04,-0.033,0.089,0.085,0.111,-0.049,0.061,-0.033,0.086,-0.025,0.042,-0.048,-0.018,-0.009,0.01,0.047,-0.002,-0.055,0.056,0.016,-0.106,0.074,-0.038,-0.102,-0.054,-0.051,-0.113,-0.111,0.031,0.154,0.065,0.013,0.071
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.141,-0.068,-0.051,-0.125,0.11,-0.04,0.032,0.045,0.05,0.044,-0.097,-0.06,-0.051,-0.046,-0.026,0.045,-0.114,0.036,0.031,0.099,0.059,0.007,-0.074,-0.038,0.004,-0.069,-0.059,0.033,0.091,-0.147,-0.087,-0.016,0.007,-0.092,-0.02,-0.094
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,-0.054,-0.049,-0.053,0.024,0.06,0.035,-0.019,0.164,-0.015,0.025,0.003,-0.089,-0.062,-0.132,0.035,0.234,0.054,-0.011,0.007,-0.039,0.045,0.034,0.108,0.099,-0.11,-0.099,-0.14,0.21,0.033,0.015,-0.025,-0.11,-0.233,-0.019
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.01,-0.114,-0.082,-0.045,0.041,-0.159,0.029,-0.226,-0.064,-0.008,-0.072,-0.087,-0.086,-0.049,0.192,0.055,-0.116,-0.059,-0.13,0.175,-0.118,0.189,-0.124,-0.129,-0.197,-0.128,0.074,0.141,0.043,-0.001,-0.052,-0.014,0.099
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,-0.058,-0.079,0.024,-0.102,-0.019,0.012,-0.042,0.051,-0.098,-0.049,-0.09,-0.06,-0.015,-0.007,0.036,-0.046,0.19,0.044,-0.02,0.069,0.003,0.072,-0.005,-0.037,0.09,0.006,-0.249,0.026,-0.062,0.009,0.092,0.064
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.159,0.078,-0.124,0.083,-0.166,-0.022,-0.147,0.02,0.032,0.07,-0.023,-0.058,0.001,0.227,-0.05,-0.205,0.02,-0.01,0.203,-0.151,0.131,-0.107,-0.068,-0.21,-0.155,0.172,0.233,0.064,0.0,-0.09,-0.015,-0.073
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,0.072,0.086,-0.029,0.041,0.137,0.061,0.051,0.068,0.026,-0.033,0.167,0.0,-0.057,0.019,-0.041,-0.038,-0.031,-0.033,-0.068,0.225,-0.092,0.06,-0.066,0.182,-0.054,-0.051,-0.016,0.131,-0.22,-0.071
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.069,0.002,0.091,-0.088,-0.081,0.014,0.125,-0.046,0.044,0.024,0.019,-0.19,0.054,0.092,0.089,0.16,-0.122,0.019,-0.032,-0.184,0.163,0.095,0.117,-0.029,-0.06,0.031,0.124,-0.12,0.002,-0.06
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041,0.08,-0.016,-0.057,-0.118,-0.001,-0.095,0.052,0.032,0.032,0.097,0.05,0.098,0.023,-0.058,0.023,-0.051,0.029,-0.012,0.017,-0.018,-0.013,-0.151,0.099,0.023,0.029,0.03,0.036,-0.06
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006,-0.022,-0.099,-0.049,0.14,0.01,0.089,-0.053,-0.105,-0.123,0.059,0.131,0.028,0.098,-0.103,0.116,-0.081,-0.118,0.114,0.087,0.091,-0.072,-0.119,0.019,-0.029,0.043,0.104,0.057
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039,0.171,0.074,-0.132,0.035,0.092,-0.004,0.029,-0.017,-0.093,-0.002,-0.066,0.041,-0.069,0.001,-0.099,0.172,0.08,-0.026,-0.031,-0.019,-0.058,-0.026,0.046,0.079,-0.069,-0.113
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002,-0.041,-0.032,-0.03,0.017,0.062,-0.024,-0.024,0.016,0.009,0.093,0.015,0.058,0.077,-0.017,-0.053,0.094,-0.04,-0.034,-0.145,0.074,-0.0,-0.035,0.036,0.155,0.111
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101,-0.041,-0.143,0.113,0.065,-0.039,-0.087,-0.063,0.199,-0.004,-0.094,-0.157,-0.05,-0.077,0.01,0.074,0.043,0.04,-0.181,-0.012,-0.125,-0.019,-0.081,-0.074,-0.192
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156,0.046,0.142,0.042,0.044,-0.168,0.001,-0.029,0.034,0.072,-0.041,0.107,-0.092,0.021,0.233,0.085,0.076,-0.106,-0.065,-0.034,0.032,0.001,0.139,-0.026
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116,-0.195,-0.303,0.098,0.006,0.044,-0.243,-0.138,0.008,0.07,0.005,0.093,0.113,-0.048,0.137,-0.118,0.211,-0.049,-0.005,-0.004,0.044,0.049,0.006
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.039,-0.006,-0.111,0.085,0.099,0.073,0.179,-0.051,0.016,0.001,-0.179,0.075,0.066,0.096,-0.023,-0.06,0.043,-0.049,-0.098,-0.021,-0.035
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,-0.004,-0.091,-0.027,0.011,-0.078,-0.02,-0.131,-0.092,-0.074,0.048,-0.092,-0.057,-0.099,-0.046,-0.066,-0.07,-0.01,0.039,-0.011,-0.063
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.105,0.024,-0.045,-0.0,0.07,-0.011,0.056,0.053,0.112,-0.001,-0.027,-0.034,0.015,-0.13,0.103,-0.105,0.043,-0.028,0.015
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.091,0.086,0.193,0.012,0.059,-0.096,0.069,-0.038,-0.01,-0.002,0.101,0.07,-0.094,-0.075,0.022,0.007,-0.062,-0.064,-0.09
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,0.013,0.051,0.028,-0.077,0.028,-0.043,-0.036,0.009,-0.021,0.04,-0.033,0.03,0.184,0.002,0.033,0.151,0.152
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.035,0.016,0.111,-0.075,0.059,-0.078,-0.033,-0.03,-0.075,0.051,0.184,-0.066,0.039,0.111,0.049,0.078
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.135,0.014,0.085,-0.067,0.051,0.138,-0.086,-0.035,0.062,0.085,0.048,-0.121,-0.094,0.122,0.065,-0.06
ctx-rh-parstriangularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.048,-0.104,0.046,0.007,-0.024,-0.074,0.019,0.143,0.172,-0.073,-0.025,0.099,0.037,0.002
