,ctx-lh-prefrontal,ctx-lh-frontal,ctx-lh-inter_precentral,ctx-lh-precentral,ctx-lh-postcentral,ctx-lh-inter_postcentral,ctx-lh-parietal,ctx-lh-visuopsychic,ctx-lh-visuosensory,ctx-lh-temporal,ctx-lh-audiopsychic,ctx-lh-audiosensory,ctx-lh-olfactory,ctx-lh-limbicA,ctx-lh-limbicB,ctx-lh-limbicC,ctx-lh-insula,ctx-rh-prefrontal,ctx-rh-frontal,ctx-rh-inter_precentral,ctx-rh-precentral,ctx-rh-postcentral,ctx-rh-inter_postcentral,ctx-rh-parietal,ctx-rh-visuopsychic,ctx-rh-visuosensory,ctx-rh-temporal,ctx-rh-audiopsychic,ctx-rh-audiosensory,ctx-rh-olfactory,ctx-rh-limbicA,ctx-rh-limbicB,ctx-rh-limbicC,ctx-rh-insula
ctx-lh-audiopsychic,,,,,,,,,,,,-0.445,-0.186,-0.539,-0.094,-0.45,-0.437,-0.304,-0.397,-0.482,-0.507,-0.42,-0.533,-0.408,-0.343,-0.388,-0.441,-0.572,-0.477,-0.143,-0.62,-0.029,-0.441,-0.258
ctx-lh-audiosensory,,,,,,,,,,,,,-0.279,-0.342,0.006,-0.403,-0.508,-0.238,-0.478,-0.468,-0.488,-0.396,-0.457,-0.488,-0.242,-0.256,-0.345,-0.461,-0.343,-0.157,-0.417,0.03,-0.361,-0.418
ctx-lh-olfactory,,,,,,,,,,,,,,-0.223,-0.238,-0.198,-0.313,-0.112,-0.19,-0.253,-0.258,-0.101,-0.196,-0.195,-0.032,-0.004,-0.225,-0.149,-0.196,-0.397,-0.199,-0.186,-0.075,-0.268
ctx-lh-limbicA,,,,,,,,,,,,,,,-0.086,-0.261,-0.175,-0.381,-0.01,-0.189,-0.28,-0.179,-0.269,-0.196,-0.29,-0.224,-0.228,-0.408,-0.433,-0.279,-0.394,-0.223,-0.284,-0.109
ctx-lh-limbicB,,,,,,,,,,,,,,,,-0.122,-0.129,-0.141,0.062,0.109,0.065,0.08,0.086,0.153,0.133,0.186,0.146,0.032,-0.103,-0.165,-0.082,-0.433,0.009,0.04
ctx-lh-limbicC,,,,,,,,,,,,,,,,,-0.137,-0.409,-0.332,-0.231,-0.255,-0.144,-0.218,-0.273,-0.089,-0.105,-0.173,-0.415,-0.412,-0.25,-0.33,-0.194,-0.167,-0.204
ctx-lh-insula,,,,,,,,,,,,,,,,,,-0.007,-0.144,-0.597,-0.44,-0.334,-0.392,-0.5,-0.241,-0.109,-0.327,-0.331,-0.645,-0.406,-0.263,-0.171,-0.073,-0.604
ctx-rh-prefrontal,,,,,,,,,,,,,,,,,,,-0.292,-0.286,-0.446,-0.333,-0.398,-0.371,-0.317,-0.236,-0.239,-0.206,-0.24,-0.209,-0.338,-0.171,-0.472,-0.026
ctx-rh-frontal,,,,,,,,,,,,,,,,,,,,-0.246,-0.228,-0.208,-0.2,-0.449,-0.299,-0.179,-0.425,-0.315,-0.394,-0.235,-0.213,-0.187,-0.389,-0.061
ctx-rh-inter_precentral,,,,,,,,,,,,,,,,,,,,,-0.272,-0.254,-0.28,-0.341,-0.227,-0.141,-0.221,-0.434,-0.36,-0.264,-0.318,-0.072,-0.166,-0.425
ctx-rh-precentral,,,,,,,,,,,,,,,,,,,,,,-0.429,-0.259,-0.077,-0.344,-0.315,-0.242,-0.467,-0.37,-0.203,-0.354,-0.235,-0.263,-0.284
ctx-rh-postcentral,,,,,,,,,,,,,,,,,,,,,,,-0.444,-0.07,-0.36,-0.336,-0.176,-0.406,-0.288,-0.142,-0.19,-0.249,-0.144,-0.174
ctx-rh-inter_postcentral,,,,,,,,,,,,,,,,,,,,,,,,-0.149,-0.317,-0.357,-0.201,-0.56,-0.414,-0.103,-0.365,-0.149,-0.282,-0.217
ctx-rh-parietal,,,,,,,,,,,,,,,,,,,,,,,,,-0.213,-0.248,-0.213,-0.447,-0.416,-0.259,-0.236,-0.062,-0.157,-0.241
ctx-rh-visuopsychic,,,,,,,,,,,,,,,,,,,,,,,,,,-0.285,0.091,-0.41,-0.319,-0.005,-0.269,0.056,-0.087,-0.119
ctx-rh-visuosensory,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,-0.361,-0.288,-0.054,-0.165,0.093,-0.058,0.002
ctx-rh-temporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.512,-0.28,-0.258,-0.281,0.107,-0.205,-0.213
ctx-rh-audiopsychic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.361,-0.143,-0.463,0.027,-0.403,-0.326
ctx-rh-audiosensory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.135,-0.409,-0.045,-0.313,-0.512
ctx-rh-olfactory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31,-0.322,-0.289,-0.318
ctx-rh-limbicA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.199,-0.322,-0.269
ctx-rh-limbicB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.207,-0.122
ctx-rh-limbicC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.161
ctx-rh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
