,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
ctx-lh-lateralorbitofrontal,,,,,,,,,,,,-0.023,0.095,-0.089,0.055,-0.019,0.011,-0.041,-0.023,-0.009,0.038,0.001,0.064,0.018,0.056,-0.014,-0.024,0.024,0.024,-0.058,-0.04,0.022,0.04,0.074,-0.027,-0.021,-0.044,0.022,-0.015,0.045,-0.041,-0.04,0.001,-0.013,0.027,-0.036,0.054,-0.114,0.089,-0.007,-0.05,-0.013,-0.107,-0.021,0.041,-0.029,0.048,0.005,0.015,-0.046,-0.134,0.003,0.017,-0.024,-0.017,-0.022,0.057,0.046
ctx-lh-lingual,,,,,,,,,,,,,0.048,0.077,0.018,-0.025,-0.069,0.003,-0.044,-0.003,-0.093,0.075,-0.068,0.104,0.027,0.01,0.022,0.007,-0.024,0.015,0.106,0.039,-0.068,-0.139,-0.158,-0.035,-0.042,-0.092,0.057,-0.104,0.012,-0.003,0.052,0.019,-0.021,-0.128,0.065,0.025,-0.036,0.015,-0.132,-0.002,-0.113,-0.036,-0.122,0.024,-0.081,0.052,0.03,-0.037,0.0,0.017,-0.072,-0.095,0.03,-0.002,-0.068,-0.126
ctx-lh-medialorbitofrontal,,,,,,,,,,,,,,-0.051,-0.036,-0.132,0.129,0.081,0.093,0.045,-0.07,-0.134,0.007,-0.263,-0.162,0.03,-0.176,0.056,-0.03,-0.021,-0.117,-0.026,-0.059,0.069,0.069,-0.035,0.103,-0.002,0.004,0.131,0.012,0.117,-0.129,0.012,0.154,0.034,-0.057,-0.012,0.069,-0.15,0.125,0.15,0.128,0.029,-0.083,-0.087,-0.002,-0.162,-0.133,0.079,-0.116,0.03,0.001,0.06,-0.077,-0.053,-0.017,0.061
ctx-lh-middletemporal,,,,,,,,,,,,,,,0.037,-0.078,-0.032,-0.066,-0.05,0.072,-0.027,-0.029,0.003,-0.129,-0.054,-0.092,-0.09,-0.023,0.024,-0.035,-0.043,-0.01,-0.046,0.082,0.067,0.015,-0.055,-0.001,-0.009,0.116,-0.038,-0.005,-0.012,0.057,-0.059,0.055,-0.063,-0.117,0.024,-0.145,0.016,-0.131,-0.027,0.102,-0.08,-0.005,-0.02,-0.088,-0.068,-0.073,-0.132,-0.017,-0.036,-0.008,-0.094,-0.031,-0.017,0.065
ctx-lh-parahippocampal,,,,,,,,,,,,,,,,-0.014,-0.019,0.045,-0.014,0.049,-0.037,-0.006,-0.046,-0.032,-0.058,0.019,-0.105,0.003,0.038,0.053,0.002,-0.016,0.015,-0.027,-0.009,-0.078,-0.053,0.029,-0.031,0.004,-0.016,0.082,-0.051,0.09,0.019,0.057,-0.05,-0.024,-0.076,-0.026,-0.072,0.003,-0.046,0.031,-0.078,-0.021,-0.061,-0.072,-0.066,0.0,-0.097,0.022,-0.028,-0.022,-0.027,-0.081,-0.028,-0.057
ctx-lh-paracentral,,,,,,,,,,,,,,,,,0.045,-0.046,-0.004,0.074,-0.122,0.049,-0.109,-0.036,-0.054,0.032,-0.04,0.024,-0.151,0.046,-0.123,-0.016,-0.048,0.109,-0.126,0.185,0.027,-0.063,0.087,-0.046,-0.023,0.008,-0.034,-0.042,0.011,-0.035,-0.148,-0.088,0.007,-0.103,0.11,0.015,0.035,0.068,-0.086,0.103,-0.084,-0.024,-0.0,0.08,0.038,-0.006,-0.194,0.124,-0.056,0.0,-0.031,0.103
ctx-lh-parsopercularis,,,,,,,,,,,,,,,,,,0.021,-0.069,-0.095,0.029,0.057,0.006,0.106,0.158,0.006,0.092,-0.015,-0.027,-0.111,0.104,0.04,0.024,0.024,-0.104,0.04,-0.035,-0.025,0.017,-0.06,-0.005,-0.054,0.065,0.026,0.012,-0.049,0.133,-0.068,-0.027,0.048,-0.05,-0.013,-0.127,-0.08,0.023,0.044,-0.025,0.034,0.135,0.028,0.035,-0.032,-0.013,-0.05,0.087,0.04,-0.024,-0.033
ctx-lh-parsorbitalis,,,,,,,,,,,,,,,,,,,0.068,-0.018,0.001,0.054,0.046,0.029,0.096,-0.032,-0.007,-0.01,0.023,-0.053,-0.005,-0.049,0.014,0.118,0.063,0.018,0.036,0.01,-0.046,-0.005,0.03,-0.055,0.122,-0.114,0.011,-0.014,0.061,-0.058,0.078,-0.081,0.03,-0.036,0.091,-0.015,0.024,0.06,0.045,0.058,0.055,-0.009,-0.031,-0.021,0.043,0.004,0.022,-0.06,0.049,0.066
ctx-lh-parstriangularis,,,,,,,,,,,,,,,,,,,,-0.073,0.017,0.017,0.016,-0.029,0.122,-0.023,0.032,-0.014,-0.022,-0.108,0.102,0.03,-0.047,0.03,-0.034,0.021,0.02,-0.026,-0.002,-0.001,0.014,-0.001,0.032,0.015,0.032,-0.04,0.099,-0.067,-0.013,-0.034,-0.005,0.038,-0.048,-0.068,0.029,0.02,0.025,-0.006,0.077,0.018,0.026,-0.015,-0.004,0.011,0.081,0.023,-0.044,0.045
ctx-lh-pericalcarine,,,,,,,,,,,,,,,,,,,,,0.009,0.033,0.023,0.123,0.012,-0.037,0.034,0.135,0.03,0.004,0.102,0.07,-0.061,-0.136,-0.092,-0.04,-0.045,0.053,0.046,-0.009,0.027,0.022,0.052,0.023,-0.094,-0.032,0.04,0.017,-0.021,0.117,-0.17,-0.046,-0.152,-0.131,0.005,-0.032,0.029,0.1,0.001,-0.069,-0.04,0.146,-0.012,-0.072,-0.011,0.016,-0.074,-0.158
ctx-lh-postcentral,,,,,,,,,,,,,,,,,,,,,,0.039,-0.024,-0.038,-0.056,0.004,-0.041,0.024,-0.165,0.009,-0.049,0.063,-0.095,0.044,-0.113,0.141,0.066,-0.096,0.063,-0.086,0.048,0.023,-0.022,-0.008,0.063,-0.083,-0.052,-0.008,-0.052,-0.119,0.085,0.037,0.06,0.025,-0.171,0.078,-0.069,0.001,0.013,0.066,0.104,-0.025,-0.184,-0.014,-0.013,0.053,-0.121,-0.009
ctx-lh-posteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,0.027,0.005,-0.142,0.036,-0.091,0.137,0.031,0.044,-0.064,-0.065,0.017,-0.065,-0.042,-0.052,-0.052,0.09,-0.05,0.089,-0.039,-0.002,-0.103,0.141,-0.094,0.106,-0.161,-0.122,0.03,0.064,-0.026,0.03,-0.147,0.046,0.085,-0.114,0.042,-0.065,-0.124,-0.029,-0.215,0.142,-0.027,0.048,-0.097,-0.04,0.032,-0.015
ctx-lh-precentral,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.017,-0.022,-0.009,0.006,-0.122,-0.042,0.028,0.138,-0.07,0.059,-0.097,0.119,0.003,-0.077,0.083,-0.08,0.005,0.021,0.014,-0.012,0.062,-0.064,0.024,0.033,-0.071,-0.089,0.009,0.042,-0.0,0.025,-0.05,0.068,-0.139,0.02,0.053,0.023,0.061,-0.005,-0.112,0.0,0.035,0.12,-0.081,-0.001
ctx-lh-precuneus,,,,,,,,,,,,,,,,,,,,,,,,,-0.153,0.138,-0.146,0.189,-0.012,0.173,-0.156,-0.13,0.044,0.035,-0.062,0.081,-0.038,0.106,-0.022,0.078,-0.131,-0.025,-0.278,0.112,-0.027,0.095,-0.264,-0.216,-0.034,0.016,0.09,0.018,0.002,0.125,-0.062,-0.007,-0.011,-0.189,-0.122,0.12,-0.221,0.165,-0.129,0.124,-0.182,-0.095,0.016,0.028
ctx-lh-rostralanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,-0.037,0.116,-0.0,0.057,-0.105,-0.137,-0.013,0.024,0.047,-0.024,0.073,0.053,-0.082,0.095,-0.059,-0.002,-0.239,0.048,0.073,0.067,-0.136,-0.079,-0.035,-0.039,0.109,0.102,0.079,0.008,-0.071,-0.138,0.035,-0.146,-0.1,0.094,-0.13,0.084,-0.038,0.072,-0.114,-0.128,-0.062,0.024
ctx-lh-rostralmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,-0.008,-0.022,-0.016,0.026,-0.031,0.023,0.059,-0.052,-0.004,-0.039,0.048,-0.05,-0.006,-0.001,-0.108,0.042,-0.018,0.026,-0.004,0.034,-0.081,0.064,-0.038,-0.015,-0.037,-0.045,-0.049,0.008,-0.003,-0.013,0.076,0.111,0.026,-0.016,0.015,-0.008,-0.014,0.034,-0.031,0.01,0.033
ctx-lh-superiorfrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,-0.041,0.006,-0.108,-0.07,-0.033,0.074,0.058,0.099,0.076,0.022,-0.037,0.051,-0.031,-0.028,-0.17,0.048,0.031,0.019,-0.161,-0.072,-0.059,-0.078,0.112,0.039,0.061,0.009,-0.016,-0.059,-0.002,-0.124,-0.018,0.13,-0.025,0.02,-0.025,0.092,-0.087,-0.03,-0.033,0.087
ctx-lh-superiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004,0.094,0.027,0.001,0.08,0.068,-0.079,0.108,-0.037,0.062,0.025,-0.213,-0.028,-0.161,0.099,-0.047,-0.015,-0.017,0.075,-0.061,-0.042,0.09,-0.018,-0.066,-0.03,0.073,0.053,0.135,0.003,0.126,0.136,-0.051,0.063,-0.071,-0.06,0.01,0.055,0.026,0.084,0.044
ctx-lh-superiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.015,0.026,-0.12,0.035,-0.098,0.042,0.057,-0.072,-0.03,0.013,0.028,0.057,0.061,-0.001,0.033,-0.019,-0.004,-0.071,-0.007,-0.134,0.011,-0.024,-0.016,0.075,-0.221,0.039,-0.142,0.008,0.002,0.002,-0.042,-0.011,-0.169,-0.04,0.017,-0.004,-0.089,-0.042
ctx-lh-supramarginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,-0.062,0.021,-0.077,-0.103,-0.0,-0.102,0.044,-0.015,-0.052,-0.051,-0.094,0.014,0.11,-0.061,0.033,-0.023,-0.144,-0.008,0.069,-0.105,-0.109,-0.196,0.015,-0.014,0.051,-0.074,0.091,0.075,-0.03,-0.053,0.056,-0.112,-0.102,-0.017,-0.022,-0.019,-0.073
ctx-lh-frontalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,-0.019,0.02,0.075,-0.05,0.059,0.064,0.044,0.087,-0.016,0.072,-0.076,0.108,-0.009,0.094,-0.101,-0.02,0.005,-0.136,0.07,0.043,0.067,0.102,-0.089,-0.087,0.011,-0.097,-0.128,-0.003,-0.148,0.022,-0.008,0.041,-0.005,-0.037,0.006,0.057
ctx-lh-temporalpole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,0.073,0.099,0.024,-0.011,0.021,0.016,0.085,-0.064,0.007,-0.072,-0.04,0.004,0.052,-0.033,-0.012,0.051,0.02,0.045,-0.06,-0.013,0.105,0.072,-0.072,0.112,-0.078,-0.1,-0.089,-0.097,0.001,0.082,0.027,0.0,0.009,0.056,0.102
ctx-lh-transversetemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024,-0.173,0.031,0.028,-0.031,-0.013,0.006,0.003,-0.0,-0.036,0.085,0.036,-0.035,-0.032,-0.11,-0.021,-0.02,-0.011,-0.028,-0.057,-0.036,-0.099,0.02,-0.061,0.022,0.004,0.024,-0.052,0.098,-0.213,-0.008,-0.028,-0.005,-0.087,-0.031
ctx-lh-insula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.134,-0.085,-0.008,-0.1,-0.034,-0.044,-0.025,-0.004,-0.028,0.015,-0.016,-0.114,0.092,0.009,-0.024,0.137,-0.149,0.066,-0.157,-0.135,0.058,-0.082,0.021,-0.045,0.033,-0.013,-0.002,0.057,0.011,-0.125,0.045,0.014,-0.026,-0.12
ctx-rh-bankssts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.062,0.109,-0.182,-0.009,-0.044,0.117,0.095,0.132,-0.052,0.082,-0.13,0.133,0.185,-0.004,-0.122,-0.059,0.145,-0.004,-0.057,-0.126,0.031,-0.114,-0.02,0.065,-0.011,0.124,-0.097,0.013,-0.04,0.074,0.088,-0.123,-0.105
ctx-rh-caudalanteriorcingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,0.026,-0.088,-0.033,-0.034,-0.039,-0.101,0.076,-0.101,-0.006,-0.005,-0.039,-0.088,0.222,-0.061,0.029,-0.116,-0.045,0.165,-0.159,0.108,-0.008,-0.043,-0.061,-0.034,0.131,0.053,-0.039,-0.007,-0.007,-0.027,-0.1
ctx-rh-caudalmiddlefrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,0.006,0.022,-0.007,-0.03,0.005,0.015,-0.03,-0.006,0.029,-0.031,-0.028,-0.025,0.021,-0.011,0.092,-0.055,0.108,-0.053,0.054,0.014,0.053,-0.002,0.082,-0.004,0.112,0.039,0.017,-0.02,0.031,0.048
ctx-rh-cuneus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,-0.075,0.052,-0.036,0.081,0.034,-0.053,-0.064,-0.012,-0.027,-0.029,-0.009,-0.101,0.014,-0.108,0.113,-0.122,0.006,-0.067,0.064,0.013,-0.031,-0.001,0.081,-0.108,-0.06,-0.019,-0.002,-0.077,-0.108
ctx-rh-entorhinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,-0.019,0.091,-0.006,-0.005,-0.045,0.073,-0.05,-0.01,0.049,0.079,0.002,-0.071,-0.055,0.031,0.094,-0.057,0.121,0.0,-0.082,-0.039,-0.062,0.071,0.018,-0.022,-0.001,-0.012,0.006,0.005
ctx-rh-fusiform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.118,0.133,-0.1,0.061,-0.091,0.129,0.139,0.031,-0.02,-0.103,0.026,-0.056,-0.019,-0.066,0.098,-0.099,0.054,0.063,-0.01,0.065,-0.176,0.039,-0.088,0.047,0.075,0.053,-0.027
ctx-rh-inferiorparietal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.051,0.111,0.021,0.033,-0.038,-0.027,0.001,-0.052,0.042,-0.005,0.085,0.033,0.022,-0.004,0.034,-0.023,-0.086,-0.017,0.002,0.011,-0.013,0.056,-0.024,-0.042,-0.002,0.018
ctx-rh-inferiortemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,-0.085,0.02,-0.006,0.062,0.113,0.127,0.024,-0.02,-0.049,0.023,0.018,0.075,0.002,0.039,0.015,0.02,-0.118,0.058,-0.141,0.104,-0.047,0.058,0.03,0.083,0.04
ctx-rh-isthmuscingulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121,0.05,0.094,-0.119,0.013,0.029,-0.072,0.072,0.121,0.099,0.09,-0.041,-0.093,0.025,-0.152,-0.21,0.035,-0.14,0.131,0.035,0.049,-0.086,-0.076,-0.056,-0.038
ctx-rh-lateraloccipital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,0.01,0.015,0.029,0.037,-0.033,0.019,-0.113,-0.036,0.018,-0.027,0.114,-0.031,0.086,0.031,-0.035,0.069,-0.061,-0.039,0.015,0.098,-0.058,0.107,-0.022
ctx-rh-lateralorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038,0.122,-0.037,0.103,0.038,-0.061,0.049,-0.01,-0.107,0.116,-0.09,0.093,0.018,0.024,-0.016,-0.05,-0.025,0.089,-0.041,-0.02,-0.021,0.057,-0.022
ctx-rh-lingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.065,-0.004,0.009,-0.094,-0.028,-0.109,-0.006,-0.074,0.038,-0.051,0.068,0.059,-0.046,-0.002,-0.004,-0.046,-0.051,-0.015,-0.006,-0.056,-0.108
ctx-rh-medialorbitofrontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016,0.07,-0.171,0.13,0.123,0.179,0.037,-0.069,-0.099,0.009,-0.16,-0.129,0.068,-0.121,0.031,0.044,0.07,-0.069,-0.067,-0.008,0.084
ctx-rh-middletemporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,-0.108,0.028,-0.06,0.034,0.07,0.002,-0.025,0.057,-0.109,-0.076,-0.071,-0.024,-0.06,0.071,0.024,-0.013,-0.012,-0.004,0.057
ctx-rh-parahippocampal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,-0.059,0.05,-0.019,-0.035,-0.039,0.035,-0.049,-0.006,0.005,0.065,-0.027,-0.015,-0.001,-0.012,-0.006,0.018,-0.044,-0.016
ctx-rh-paracentral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133,0.009,0.038,0.105,-0.046,0.147,-0.072,0.055,0.023,0.038,0.023,0.066,-0.186,0.189,-0.057,0.046,-0.023,0.135
ctx-rh-parsopercularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,-0.08,-0.179,0.16,-0.032,0.028,0.061,0.118,-0.024,0.086,-0.006,0.072,-0.09,0.087,0.083,-0.001,-0.064
ctx-rh-parsorbitalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,-0.028,0.085,0.043,0.101,0.06,0.049,-0.022,0.052,-0.074,0.102,-0.016,0.073,-0.057,0.038,0.055
ctx-rh-parstriangularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.174,0.1,-0.109,0.014,0.028,0.062,-0.001,0.131,-0.047,0.107,-0.124,0.117,0.01,-0.078,-0.106
